RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude,RT,puma_id,ST,SEX,AGEP,SCH,SCHG,RELP,HISP,ESR,PINCP,NATIVITY,OCCP,POBP,RAC1P,SYNTHETIC_PID,school_id,workplace_id
H,1,1345616,103,3,10,15000,1,10003014200-1,10003014200,-7.57281141711441E1,3.96783566553532E1,P,102,10,2,52,1,,0,1,1,15000,1,4200,10,1,10003014200-1-1,,635155716
H,1,499686,103,3,10,18400,1,10003014200-2,10003014200,-7.57282080929857E1,3.96783310829907E1,P,102,10,1,62,1,,0,1,6,18400,1,,10,1,10003014200-2-2,,
H,1,1191442,103,3,10,16600,1,10003014200-3,10003014200,-7.5728373044921E1,3.96788273519366E1,P,103,10,1,73,1,,0,1,6,16600,1,,54,1,10003014200-3-3,,
H,1,1276674,103,3,10,23700,1,10003014200-4,10003014200,-7.57285113400073E1,3.96778763967945E1,P,300,10,2,70,1,,0,1,1,23700,1,4050,37,1,10003014200-4-4,,240871095
H,1,213984,103,3,10,17400,1,10003014200-5,10003014200,-7.57287954815931E1,3.9677625523655E1,P,200,10,2,84,1,,0,1,6,17400,1,,24,1,10003014200-5-5,,
H,1,644880,103,3,10,21950,1,10003014200-6,10003014200,-7.5730252191176E1,3.96798634627636E1,P,102,10,2,88,1,,0,1,6,21950,1,,42,1,10003014200-6-6,,
H,1,70508,103,3,10,21700,1,10003014200-7,10003014200,-7.57297768427363E1,3.96786045724788E1,P,200,10,1,93,1,,0,1,6,21700,1,,301,1,10003014200-7-7,,
H,1,339200,103,3,10,32000,1,10003014200-8,10003014200,-7.57297268993876E1,3.96780758710465E1,P,102,10,2,26,1,,0,1,1,32000,1,1900,42,1,10003014200-8-8,,635179013
H,1,770453,103,3,10,30000,1,10003014200-9,10003014200,-7.57301389196917E1,3.96802103662453E1,P,102,10,1,41,1,,0,1,1,30000,1,4110,10,1,10003014200-9-9,,590033056
H,1,1011082,103,3,10,32000,1,10003014200-10,10003014200,-7.57300069095925E1,3.96792088633125E1,P,300,10,1,53,1,,0,1,3,32000,1,310,42,1,10003014200-10-10,,
H,1,105940,103,3,10,33200,1,10003014200-11,10003014200,-7.5730188115877E1,3.96788634593632E1,P,104,10,1,56,1,,0,1,1,33200,1,6440,10,1,10003014200-11-11,,816264717
H,1,270309,103,3,10,30800,1,10003014200-12,10003014200,-7.5730621639994E1,3.96807840816555E1,P,102,10,2,64,1,,0,1,1,30800,1,2145,10,1,10003014200-12-12,,898473566
H,1,1212233,103,3,10,30500,1,10003014200-13,10003014200,-7.57308481580408E1,3.96806849687883E1,P,102,10,1,71,3,16,0,1,6,30500,1,,10,1,10003014200-13-13,,
H,1,711527,103,3,10,30000,1,10003014200-14,10003014200,-7.57304744850007E1,3.96807161123027E1,P,102,10,1,71,1,,0,1,6,30000,2,,126,1,10003014200-14-14,,
H,1,42643,103,3,10,31500,1,10003014200-15,10003014200,-7.5731027644621E1,3.96818243908844E1,P,102,10,2,81,1,,0,1,6,31500,1,,42,1,10003014200-15-15,,
H,1,42643,103,3,10,31500,1,10003014200-16,10003014200,-7.5730904204092E1,3.96813594054076E1,P,102,10,2,81,1,,0,1,6,31500,1,,42,1,10003014200-16-16,,
H,1,421763,103,3,10,30400,1,10003014200-17,10003014200,-7.57313444870324E1,3.9682128575044E1,P,104,10,2,85,1,,0,1,6,30400,1,,10,1,10003014200-17-17,,
H,1,638988,103,3,10,27400,1,10003014200-18,10003014200,-7.57303136490215E1,3.96800167675138E1,P,102,10,2,93,1,,0,1,6,27400,1,,42,1,10003014200-18-18,,
H,1,1411841,103,3,10,47000,1,10003014200-19,10003014200,-7.57284342512607E1,3.96789402507865E1,P,101,10,2,27,1,,0,1,1,47000,1,5940,501,1,10003014200-19-19,,528690290
H,1,1411841,103,3,10,47000,1,10003014200-20,10003014200,-7.57296906259473E1,3.96794537655958E1,P,101,10,2,27,1,,0,1,1,47000,1,5940,501,1,10003014200-20-20,,603510090
H,1,1088279,103,3,10,43000,1,10003014200-21,10003014200,-7.57289870548001E1,3.96795083576304E1,P,101,10,1,32,1,,0,1,1,43000,1,4465,10,1,10003014200-21-21,,400842969
H,1,515566,103,3,10,45000,1,10003014200-22,10003014200,-7.57295212456565E1,3.96798968259632E1,P,102,10,2,44,1,,0,1,1,45000,1,3300,42,1,10003014200-22-22,,563007616
H,1,412135,103,3,10,36000,1,10003014200-23,10003014200,-7.57288813712254E1,3.96790750950893E1,P,102,10,1,39,1,,0,1,1,36000,1,120,10,1,10003014200-23-23,,1164979
H,1,1417046,103,3,10,45000,1,10003014200-24,10003014200,-7.57285631773778E1,3.9678831308961E1,P,104,10,1,36,1,,0,1,1,45000,1,6355,42,1,10003014200-24-24,,367245768
H,1,974412,103,3,10,38000,1,10003014200-25,10003014200,-7.57035336527308E1,3.96851912992228E1,P,300,10,1,36,1,,0,1,1,38000,1,430,24,1,10003014200-25-25,,816271712
H,1,1411096,103,3,10,35030,1,10003014200-26,10003014200,-7.5703181529206E1,3.96851213849648E1,P,300,10,2,52,1,,0,1,1,35030,1,5120,10,1,10003014200-26-26,,240336800
H,1,340434,103,3,10,40000,1,10003014200-27,10003014200,-7.57041958058092E1,3.9685372967401E1,P,200,10,1,48,1,,0,1,1,40000,1,6220,24,1,10003014200-27-27,,889386041
H,1,348891,103,3,10,43300,1,10003014200-28,10003014200,-7.57048925804687E1,3.96858347553263E1,P,300,10,1,49,1,,0,1,1,43300,1,5240,42,1,10003014200-28-28,,423003144
H,1,340434,103,3,10,40000,1,10003014200-29,10003014200,-7.5705162539246E1,3.96853917070754E1,P,200,10,1,48,1,,0,1,1,40000,1,6220,24,1,10003014200-29-29,,528694250
H,1,1411096,103,3,10,35030,1,10003014200-30,10003014200,-7.57053514041355E1,3.96855511550501E1,P,300,10,2,52,1,,0,1,1,35030,1,5120,10,1,10003014200-30-30,,945027357
H,1,374820,103,3,10,36000,1,10003014200-31,10003014200,-7.57056418875562E1,3.96855912271876E1,P,103,10,1,53,1,,0,1,1,36000,1,120,20,1,10003014200-31-31,,563003730
