RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude
H,1,724559,103,3,10,8000,1,10003013903-1,10003013903,-7.56993645201263E1,3.96356770431085E1
H,1,1030381,103,3,10,4000,1,10003013903-2,10003013903,-7.56990637497044E1,3.96360334616682E1
H,1,387201,103,3,10,0,1,10003013903-3,10003013903,-7.56991246541981E1,3.96353792173794E1
H,1,387201,103,3,10,0,1,10003013903-4,10003013903,-7.56989607596476E1,3.96356906638157E1
H,1,387201,103,3,10,0,1,10003013903-5,10003013903,-7.56986119183166E1,3.9635770193116E1
H,1,1095942,103,3,10,800,1,10003013903-6,10003013903,-7.569899889481E1,3.96361355611596E1
H,1,259012,103,3,10,3000,1,10003013903-7,10003013903,-7.56994274358616E1,3.9636395839063E1
H,1,1095942,103,3,10,800,1,10003013903-8,10003013903,-7.56993969147162E1,3.96359859476315E1
H,1,811935,103,3,10,0,1,10003013903-9,10003013903,-7.56809421422773E1,3.96375133666468E1
H,1,866055,103,3,10,6500,1,10003013903-10,10003013903,-7.56809142017128E1,3.96381393804226E1
H,1,1406099,103,3,10,6200,1,10003013903-11,10003013903,-7.5680673895369E1,3.96378667898064E1
H,1,1237121,103,3,10,13590,1,10003013903-12,10003013903,-7.56806963074102E1,3.96380997552718E1
H,1,1108400,103,3,10,0,1,10003013903-13,10003013903,-7.56812514572673E1,3.96380472357817E1
H,1,702107,103,3,10,7200,1,10003013903-14,10003013903,-7.5681497678506E1,3.9637742011097E1
H,1,652298,103,3,10,7500,1,10003013903-15,10003013903,-7.56812048935897E1,3.96381071450971E1
H,1,1472248,103,3,10,1500,1,10003013903-16,10003013903,-7.56816342352147E1,3.9638934439129E1
H,1,842751,103,3,10,8000,1,10003013903-17,10003013903,-7.56817746406568E1,3.9638569139841E1
H,1,842751,103,3,10,8000,1,10003013903-18,10003013903,-7.56814825149863E1,3.96385154672378E1
H,1,458372,103,3,10,0,1,10003013903-19,10003013903,-7.5681893698636E1,3.96385159607931E1
H,1,694540,103,3,10,9100,1,10003013903-20,10003013903,-7.56817407330144E1,3.96390296775785E1
H,1,1066127,103,3,10,0,1,10003013903-21,10003013903,-7.56823224453024E1,3.96389969000784E1
H,1,1066127,103,3,10,0,1,10003013903-22,10003013903,-7.56819659401258E1,3.96387395790753E1
