RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude
H,1,524185,103,3,10,5000,1,10003014300-1,10003014300,-7.57545188716496E1,3.96829755816728E1
H,1,524185,103,3,10,5000,1,10003014300-2,10003014300,-7.57553309802357E1,3.96830708680463E1
H,1,524185,103,3,10,5000,1,10003014300-3,10003014300,-7.57546959840508E1,3.96830628490537E1
H,1,724559,103,3,10,8000,1,10003014300-4,10003014300,-7.57551554943141E1,3.96827132030102E1
H,1,524185,103,3,10,5000,1,10003014300-5,10003014300,-7.57556952155006E1,3.96830332841593E1
H,1,666613,103,3,10,9200,1,10003014300-6,10003014300,-7.5776436237085E1,3.96905510607025E1
H,1,524185,103,3,10,5000,1,10003014300-7,10003014300,-7.57774966465884E1,3.96909114231935E1
H,1,571296,103,3,10,3500,1,10003014300-8,10003014300,-7.57775701544261E1,3.96911844120594E1
H,1,524185,103,3,10,5000,1,10003014300-9,10003014300,-7.57779354678567E1,3.96911602247883E1
H,1,1030381,103,3,10,4000,1,10003014300-10,10003014300,-7.57782480887428E1,3.96912815505462E1
H,1,921418,103,3,10,9600,1,10003014300-11,10003014300,-7.57782845155913E1,3.9691236684902E1
H,1,955668,103,3,10,190,1,10003014300-12,10003014300,-7.5779186980266E1,3.9691599298208E1
H,1,1235711,103,3,10,0,1,10003014300-13,10003014300,-7.5779340931605E1,3.96917455017872E1
H,1,259012,103,3,10,3000,1,10003014300-14,10003014300,-7.57780476182457E1,3.96908442915396E1
H,1,938735,103,3,10,3000,1,10003014300-15,10003014300,-7.57775172798907E1,3.96913421743483E1
H,1,1293114,103,3,10,2400,1,10003014300-16,10003014300,-7.57774717965335E1,3.96909980208493E1
H,1,1110287,103,3,10,5470,1,10003014300-17,10003014300,-7.57779267042868E1,3.96914080740311E1
H,1,376529,103,3,10,6700,1,10003014300-18,10003014300,-7.57771536420406E1,3.96913029496353E1
H,1,849818,103,3,10,5000,1,10003014300-19,10003014300,-7.57783751866811E1,3.96914446053611E1
H,1,1255345,103,3,10,1500,1,10003014300-20,10003014300,-7.57784632634213E1,3.96914041254334E1
H,1,718931,103,3,10,10,1,10003014300-21,10003014300,-7.57596826540642E1,3.96874168693554E1
H,1,436881,103,3,10,0,1,10003014300-22,10003014300,-7.57599454649677E1,3.96880775169938E1
H,1,849818,103,3,10,5000,1,10003014300-23,10003014300,-7.57600383855096E1,3.96880993709794E1
H,1,436881,103,3,10,0,1,10003014300-24,10003014300,-7.57600116537814E1,3.96884104242168E1
H,1,784926,103,3,10,7000,1,10003014300-25,10003014300,-7.57601575287515E1,3.96890093921306E1
H,1,1467987,103,3,10,3500,1,10003014300-26,10003014300,-7.57600835777875E1,3.96893031313781E1
H,1,1467987,103,3,10,3500,1,10003014300-27,10003014300,-7.57606114608678E1,3.96895564711157E1
H,1,1020419,103,3,10,8000,1,10003014300-28,10003014300,-7.57602902378704E1,3.9689804242265E1
H,1,384082,103,3,10,480,1,10003014300-29,10003014300,-7.57607394105832E1,3.96904755217232E1
H,1,1165564,103,3,10,1900,1,10003014300-30,10003014300,-7.57606034021895E1,3.9690290226342E1
H,1,1046594,103,3,10,0,1,10003014300-31,10003014300,-7.57609940415602E1,3.9690538874021E1
H,1,851865,103,3,10,3400,1,10003014300-32,10003014300,-7.57616265107852E1,3.96909546773294E1
H,1,182822,103,3,10,7200,1,10003014300-33,10003014300,-7.5761162553877E1,3.96910867619282E1
H,1,182822,103,3,10,7200,1,10003014300-34,10003014300,-7.57614756920504E1,3.9690545710878E1
H,1,397144,103,3,10,7500,1,10003014300-35,10003014300,-7.57617991449753E1,3.96910684449425E1
H,1,529919,103,3,10,1500,1,10003014300-36,10003014300,-7.57599038215142E1,3.96890119080558E1
H,1,182822,103,3,10,7200,1,10003014300-37,10003014300,-7.57597932811494E1,3.96889527603153E1
H,1,8806,103,3,10,8400,1,10003014300-38,10003014300,-7.5760131647419E1,3.9689206817184E1
H,1,182822,103,3,10,7200,1,10003014300-39,10003014300,-7.57598354459688E1,3.9689102534738E1
H,1,466491,103,3,10,0,1,10003014300-40,10003014300,-7.57594283118042E1,3.96896360771268E1
H,1,397144,103,3,10,7500,1,10003014300-41,10003014300,-7.57591212096224E1,3.96901284959724E1
H,1,397144,103,3,10,7500,1,10003014300-42,10003014300,-7.57591372139442E1,3.96899986029378E1
H,1,834583,103,3,10,0,1,10003014300-43,10003014300,-7.57587883013905E1,3.96900401171453E1
H,1,476958,103,3,10,0,1,10003014300-44,10003014300,-7.57581806573196E1,3.96900177972284E1
H,1,107233,103,3,10,9834,1,10003014300-45,10003014300,-7.57582671406243E1,3.96897114702235E1
H,1,861353,103,3,10,0,1,10003014300-46,10003014300,-7.57586569103298E1,3.968991317111E1
H,1,834583,103,3,10,0,1,10003014300-47,10003014300,-7.5757800731268E1,3.96897195782851E1
H,1,153960,103,3,10,9800,1,10003014300-48,10003014300,-7.5757077286548E1,3.96897969946078E1
H,1,1472248,103,3,10,1500,1,10003014300-49,10003014300,-7.5757389682063E1,3.96899567811591E1
H,1,981965,103,3,10,0,1,10003014300-50,10003014300,-7.5757049640291E1,3.96899933406321E1
H,1,102644,103,3,10,0,1,10003014300-51,10003014300,-7.57566803709894E1,3.96904399531094E1
H,1,102644,103,3,10,0,1,10003014300-52,10003014300,-7.57565513562975E1,3.96901608998207E1
H,1,1066127,103,3,10,0,1,10003014300-53,10003014300,-7.57558376803258E1,3.96905727594215E1
H,1,1483167,103,3,10,3000,1,10003014300-54,10003014300,-7.57557895854718E1,3.96900460491945E1
H,1,51026,103,3,10,9370,1,10003014300-55,10003014300,-7.57557271639653E1,3.96896493777612E1
H,1,535307,103,3,10,0,1,10003014300-56,10003014300,-7.57559003022605E1,3.96892157593676E1
H,1,1433939,103,3,10,8400,1,10003014300-57,10003014300,-7.57556061629643E1,3.96891831676418E1
H,1,686472,103,3,10,8400,1,10003014300-58,10003014300,-7.57551227475204E1,3.96884263169884E1
H,1,77785,103,3,10,9600,1,10003014300-59,10003014300,-7.57557221466694E1,3.96882405041734E1
H,1,1478302,103,3,10,7200,1,10003014300-60,10003014300,-7.57557380192172E1,3.96881674055473E1
H,1,814856,103,3,10,7500,1,10003014300-61,10003014300,-7.57560210203544E1,3.96879657667196E1
H,1,814856,103,3,10,7500,1,10003014300-62,10003014300,-7.57564296538146E1,3.96882494436608E1
H,1,1387546,103,3,10,40,1,10003014300-63,10003014300,-7.57566571211238E1,3.96883601113996E1
H,1,1387546,103,3,10,40,1,10003014300-64,10003014300,-7.57567344204727E1,3.96880580206115E1
H,1,1429758,103,3,10,8000,1,10003014300-65,10003014300,-7.57571859216634E1,3.9687787506723E1
H,1,1429758,103,3,10,8000,1,10003014300-66,10003014300,-7.57583699324555E1,3.9687749278503E1
H,1,1429758,103,3,10,8000,1,10003014300-67,10003014300,-7.57585710153097E1,3.968805966061E1
H,1,1211701,103,3,10,7500,1,10003014300-68,10003014300,-7.57587081441763E1,3.9687611374295E1
H,1,735539,103,3,10,4200,1,10003014300-69,10003014300,-7.57589961840581E1,3.96881465212724E1
H,1,453337,103,3,10,10000,1,10003014300-70,10003014300,-7.57591310082593E1,3.96882359805307E1
H,1,453337,103,3,10,10000,1,10003014300-71,10003014300,-7.57594022103142E1,3.9688013182094E1
