RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude,RT,puma_id,ST,SEX,AGEP,SCH,SCHG,RELP,HISP,ESR,PINCP,NATIVITY,OCCP,POBP,RAC1P,SYNTHETIC_PID,school_id,workplace_id
H,1,724559,103,3,10,8000,1,10003013903-1,10003013903,-7.56993645201263E1,3.96356770431085E1,P,200,10,1,21,2,15,0,1,1,8000,1,2200,17,1,10003013903-1-1,,300281805
H,1,1030381,103,3,10,4000,1,10003013903-2,10003013903,-7.56990637497044E1,3.96360334616682E1,P,101,10,1,40,1,,0,1,3,4000,1,9620,42,1,10003013903-2-2,,
H,1,387201,103,3,10,0,1,10003013903-3,10003013903,-7.56991246541981E1,3.96353792173794E1,P,200,10,2,53,1,,0,1,6,0,1,4110,10,1,10003013903-3-3,,
H,1,387201,103,3,10,0,1,10003013903-4,10003013903,-7.56989607596476E1,3.96356906638157E1,P,200,10,2,53,1,,0,1,6,0,1,4110,10,1,10003013903-4-4,,
H,1,387201,103,3,10,0,1,10003013903-5,10003013903,-7.56986119183166E1,3.9635770193116E1,P,200,10,2,53,1,,0,1,6,0,1,4110,10,1,10003013903-5-5,,
H,1,1095942,103,3,10,800,1,10003013903-6,10003013903,-7.569899889481E1,3.96361355611596E1,P,300,10,2,57,1,,0,1,6,800,1,3640,36,1,10003013903-6-6,,
H,1,259012,103,3,10,3000,1,10003013903-7,10003013903,-7.56994274358616E1,3.9636395839063E1,P,200,10,1,55,1,,0,1,1,3000,1,6260,10,1,10003013903-7-7,,447426776
H,1,1095942,103,3,10,800,1,10003013903-8,10003013903,-7.56993969147162E1,3.96359859476315E1,P,300,10,2,57,1,,0,1,6,800,1,3640,36,1,10003013903-8-8,,
H,1,811935,103,3,10,0,1,10003013903-9,10003013903,-7.56809421422773E1,3.96375133666468E1,P,300,10,2,60,1,,0,1,6,0,1,,36,1,10003013903-9-9,,
H,1,866055,103,3,10,6500,1,10003013903-10,10003013903,-7.56809142017128E1,3.96381393804226E1,P,103,10,2,62,1,,0,1,6,6500,1,5400,42,1,10003013903-10-10,,
H,1,1406099,103,3,10,6200,1,10003013903-11,10003013903,-7.5680673895369E1,3.96378667898064E1,P,300,10,1,69,1,,0,1,6,6200,1,,24,1,10003013903-11-11,,
H,1,1237121,103,3,10,13590,1,10003013903-12,10003013903,-7.56806963074102E1,3.96380997552718E1,P,300,10,2,69,1,,0,1,1,13590,1,5110,42,1,10003013903-12-12,,816338156
H,1,1108400,103,3,10,0,1,10003013903-13,10003013903,-7.56812514572673E1,3.96380472357817E1,P,300,10,2,69,1,,0,1,6,0,1,,9,1,10003013903-13-13,,
H,1,702107,103,3,10,7200,1,10003013903-14,10003013903,-7.5681497678506E1,3.9637742011097E1,P,104,10,2,78,1,,0,1,6,7200,1,,25,1,10003013903-14-14,,
H,1,652298,103,3,10,7500,1,10003013903-15,10003013903,-7.56812048935897E1,3.96381071450971E1,P,300,10,2,84,1,,0,1,6,7500,1,,11,1,10003013903-15-15,,
H,1,1472248,103,3,10,1500,1,10003013903-16,10003013903,-7.56816342352147E1,3.9638934439129E1,P,300,10,2,88,1,,0,1,6,1500,1,,10,1,10003013903-16-16,,
H,1,842751,103,3,10,8000,1,10003013903-17,10003013903,-7.56817746406568E1,3.9638569139841E1,P,103,10,1,21,1,,0,1,1,8000,1,9130,42,2,10003013903-17-17,,669587974
H,1,842751,103,3,10,8000,1,10003013903-18,10003013903,-7.56814825149863E1,3.96385154672378E1,P,103,10,1,21,1,,0,1,1,8000,1,9130,42,2,10003013903-18-18,,716761291
H,1,458372,103,3,10,0,1,10003013903-19,10003013903,-7.5681893698636E1,3.96385159607931E1,P,101,10,1,27,1,,0,1,6,0,1,4020,10,2,10003013903-19-19,,
H,1,694540,103,3,10,9100,1,10003013903-20,10003013903,-7.56817407330144E1,3.96390296775785E1,P,200,10,1,42,1,,0,1,6,9100,1,,36,2,10003013903-20-20,,
H,1,1066127,103,3,10,0,1,10003013903-21,10003013903,-7.56823224453024E1,3.96389969000784E1,P,101,10,1,48,1,,0,1,6,0,1,,10,2,10003013903-21-21,,
H,1,1066127,103,3,10,0,1,10003013903-22,10003013903,-7.56819659401258E1,3.96387395790753E1,P,101,10,1,48,1,,0,1,6,0,1,,10,2,10003013903-22-22,,
H,1,1066127,103,3,10,0,1,10003013903-23,10003013903,-7.57052115092724E1,3.96351749531846E1,P,101,10,1,48,1,,0,1,6,0,1,,10,2,10003013903-23-23,,
H,1,547054,103,3,10,8000,1,10003013903-24,10003013903,-7.57054669103571E1,3.96361252167918E1,P,101,10,1,54,1,,0,1,6,8000,1,,10,2,10003013903-24-24,,
H,1,1116768,103,3,10,9500,1,10003013903-25,10003013903,-7.5705226439609E1,3.96366414732395E1,P,200,10,1,55,1,,0,1,1,9500,1,4220,10,2,10003013903-25-25,,664590692
H,1,1483167,103,3,10,3000,1,10003013903-26,10003013903,-7.57048836146124E1,3.963637470921E1,P,101,10,2,59,1,,0,1,3,3000,1,830,36,2,10003013903-26-26,,
H,1,1189745,103,3,10,2400,1,10003013903-27,10003013903,-7.57047658657487E1,3.96366024600675E1,P,101,10,1,58,1,,0,1,3,2400,1,4220,5,2,10003013903-27-27,,
H,1,468536,103,3,10,7870,1,10003013903-28,10003013903,-7.57054978426868E1,3.96364827452774E1,P,102,10,2,63,1,,0,1,6,7870,1,5860,42,2,10003013903-28-28,,
H,1,543859,103,3,10,2100,1,10003013903-29,10003013903,-7.57054729667178E1,3.9636604340197E1,P,101,10,2,72,1,,0,1,6,2100,1,,24,2,10003013903-29-29,,
H,1,535307,103,3,10,0,1,10003013903-30,10003013903,-7.5705337548774E1,3.9636888045719E1,P,101,10,2,69,1,,0,1,6,0,1,,10,2,10003013903-30-30,,
H,1,931890,103,3,10,0,1,10003013903-31,10003013903,-7.56987850362281E1,3.96351235888824E1,P,101,10,2,72,1,,0,1,6,0,1,,10,2,10003013903-31-31,,
H,1,543859,103,3,10,2100,1,10003013903-32,10003013903,-7.56990857713493E1,3.9635542044884E1,P,101,10,2,72,1,,0,1,6,2100,1,,24,2,10003013903-32-32,,
H,1,77785,103,3,10,9600,1,10003013903-33,10003013903,-7.56985431658676E1,3.96356692386537E1,P,300,10,2,81,1,,0,1,6,9600,1,,24,2,10003013903-33-33,,
