RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude,RT,puma_id,ST,SEX,AGEP,SCH,SCHG,RELP,HISP,ESR,PINCP,NATIVITY,OCCP,POBP,RAC1P,SYNTHETIC_PID,school_id,workplace_id
H,1,666613,103,3,10,9200,1,10003015000-1,10003015000,-7.560818774515E1,3.97073788066723E1,P,103,10,2,21,2,15,0,1,1,9200,1,2540,6,1,10003015000-1-1,,816222426
H,1,742382,103,3,10,2800,1,10003015000-2,10003015000,-7.56081393232224E1,3.97074674182661E1,P,200,10,2,34,1,,0,1,3,2800,1,2310,34,1,10003015000-2-2,,
H,1,769575,103,3,10,0,1,10003015000-3,10003015000,-7.56085903503883E1,3.97077950543808E1,P,101,10,1,30,3,16,0,1,6,0,2,,235,1,10003015000-3-3,,
H,1,532589,103,3,10,7000,1,10003015000-4,10003015000,-7.56083853205997E1,3.97085689641964E1,P,103,10,1,43,1,,0,1,3,7000,1,8965,12,1,10003015000-4-4,,
H,1,791265,103,3,10,0,1,10003015000-5,10003015000,-7.56087278137531E1,3.9708680223674E1,P,300,10,1,52,1,,0,1,6,0,1,,10,1,10003015000-5-5,,
H,1,1345290,103,3,10,1000,1,10003015000-6,10003015000,-7.56086185845023E1,3.97087022332161E1,P,200,10,1,54,1,,0,1,6,1000,1,9300,44,1,10003015000-6-6,,
H,1,387201,103,3,10,0,1,10003015000-7,10003015000,-7.5608859146049E1,3.97093907683228E1,P,200,10,2,53,1,,0,1,6,0,1,4110,10,1,10003015000-7-7,,
H,1,85330,103,3,10,860,1,10003015000-8,10003015000,-7.5609069534784E1,3.97095758698285E1,P,101,10,2,52,1,,0,1,6,860,1,5620,10,1,10003015000-8-8,,
H,1,1345290,103,3,10,1000,1,10003015000-9,10003015000,-7.56087572169978E1,3.97100820022983E1,P,200,10,1,54,1,,0,1,6,1000,1,9300,44,1,10003015000-9-9,,
H,1,1110287,103,3,10,5470,1,10003015000-10,10003015000,-7.56041449339624E1,3.9699930709176E1,P,101,10,1,58,1,,0,1,1,5470,1,5610,10,1,10003015000-10-10,,816233803
H,1,101510,103,3,10,1900,1,10003015000-11,10003015000,-7.56040771169226E1,3.97008831875915E1,P,300,10,2,56,1,,0,1,6,1900,1,6420,10,1,10003015000-11-11,,
H,1,938735,103,3,10,3000,1,10003015000-12,10003015000,-7.5604181104238E1,3.97008893915765E1,P,300,10,2,56,1,,0,1,3,3000,1,4720,24,1,10003015000-12-12,,
H,1,142764,103,3,10,9700,1,10003015000-13,10003015000,-7.56042732120893E1,3.97014937102414E1,P,300,10,1,63,1,,0,1,6,9700,1,4140,18,1,10003015000-13-13,,
H,1,849818,103,3,10,5000,1,10003015000-14,10003015000,-7.56047620768575E1,3.97019379707098E1,P,104,10,2,60,1,,0,1,1,5000,1,4720,10,1,10003015000-14-14,,1934439
H,1,811935,103,3,10,0,1,10003015000-15,10003015000,-7.5604775584947E1,3.9701841403433E1,P,300,10,2,60,1,,0,1,6,0,1,,36,1,10003015000-15-15,,
H,1,866055,103,3,10,6500,1,10003015000-16,10003015000,-7.5604835476087E1,3.97024692052158E1,P,103,10,2,62,1,,0,1,6,6500,1,5400,42,1,10003015000-16-16,,
H,1,523721,103,3,10,7300,1,10003015000-17,10003015000,-7.56052708143558E1,3.97023573191098E1,P,101,10,2,64,1,,0,3,6,7300,1,,72,1,10003015000-17-17,,
H,1,1255345,103,3,10,1500,1,10003015000-18,10003015000,-7.5605146276905E1,3.97027443301988E1,P,103,10,1,64,1,,0,1,6,1500,1,,42,1,10003015000-18-18,,
H,1,523721,103,3,10,7300,1,10003015000-19,10003015000,-7.56055408382536E1,3.97030182391705E1,P,101,10,2,64,1,,0,3,6,7300,1,,72,1,10003015000-19-19,,
H,1,1240096,103,3,10,7500,1,10003015000-20,10003015000,-7.56100972579635E1,3.97000234039213E1,P,103,10,1,63,1,,0,1,3,7500,1,4850,42,1,10003015000-20-20,,
H,1,1350877,103,3,10,8300,1,10003015000-21,10003015000,-7.56103280981951E1,3.96998170611915E1,P,300,10,2,70,1,,0,1,6,8300,1,,27,1,10003015000-21-21,,
H,1,784926,103,3,10,7000,1,10003015000-22,10003015000,-7.56095473267664E1,3.97006590738024E1,P,300,10,1,69,1,,0,1,1,7000,1,4700,24,1,10003015000-22-22,,302037049
H,1,744959,103,3,10,8000,1,10003015000-23,10003015000,-7.56087347449233E1,3.9701086978301E1,P,200,10,1,67,1,,0,1,6,8000,1,,24,1,10003015000-23-23,,
H,1,790185,103,3,10,9000,1,10003015000-24,10003015000,-7.56101818976806E1,3.9700466473692E1,P,101,10,2,67,1,,0,1,6,9000,1,,42,1,10003015000-24-24,,
H,1,852392,103,3,10,1900,1,10003015000-25,10003015000,-7.56097122078608E1,3.97004426704176E1,P,300,10,1,74,1,,0,1,6,1900,1,,42,1,10003015000-25-25,,
H,1,384082,103,3,10,480,1,10003015000-26,10003015000,-7.56087961308494E1,3.97013336922918E1,P,104,10,2,65,1,,0,1,6,480,1,,10,1,10003015000-26-26,,
H,1,1140536,103,3,10,4200,1,10003015000-27,10003015000,-7.56079119058723E1,3.9701706459461E1,P,300,10,1,83,1,,0,1,6,4200,1,,10,1,10003015000-27-27,,
H,1,358828,103,3,10,8400,1,10003015000-28,10003015000,-7.56069883412265E1,3.97020772550455E1,P,200,10,1,82,1,,0,1,6,8400,1,,36,1,10003015000-28-28,,
H,1,851865,103,3,10,3400,1,10003015000-29,10003015000,-7.56071809775955E1,3.9701783873433E1,P,101,10,1,77,1,,0,1,6,3400,1,,10,1,10003015000-29-29,,
H,1,51899,103,3,10,2200,1,10003015000-30,10003015000,-7.56069989492513E1,3.97022355295271E1,P,102,10,2,81,1,,0,1,6,2200,1,,40,1,10003015000-30-30,,
H,1,51899,103,3,10,2200,1,10003015000-31,10003015000,-7.56067447175818E1,3.97025812145152E1,P,102,10,2,81,1,,0,1,6,2200,1,,40,1,10003015000-31-31,,
H,1,397144,103,3,10,7500,1,10003015000-32,10003015000,-7.56065380174912E1,3.97025679759644E1,P,300,10,2,76,1,,0,1,6,7500,1,,42,1,10003015000-32-32,,
H,1,757698,103,3,10,7700,1,10003015000-33,10003015000,-7.56075496444733E1,3.97032014161355E1,P,102,10,2,76,1,,0,1,6,7700,1,,39,1,10003015000-33-33,,
H,1,842751,103,3,10,8000,1,10003015000-34,10003015000,-7.5607083197653E1,3.97038907261043E1,P,103,10,1,21,1,,0,1,1,8000,1,9130,42,2,10003015000-34-34,,596120600
H,1,102644,103,3,10,0,1,10003015000-35,10003015000,-7.5607824682751E1,3.9703078106031E1,P,101,10,2,19,2,14,0,1,6,0,1,,10,2,10003015000-35-35,100020000238,
H,1,458372,103,3,10,0,1,10003015000-36,10003015000,-7.56060770602286E1,3.9702991970731E1,P,101,10,1,27,1,,0,1,6,0,1,4020,10,2,10003015000-36-36,,
H,1,458372,103,3,10,0,1,10003015000-37,10003015000,-7.56071841204526E1,3.9702749759925E1,P,101,10,1,27,1,,0,1,6,0,1,4020,10,2,10003015000-37-37,,
H,1,694540,103,3,10,9100,1,10003015000-38,10003015000,-7.56066344145881E1,3.97040902083451E1,P,200,10,1,42,1,,0,1,6,9100,1,,36,2,10003015000-38-38,,
H,1,694540,103,3,10,9100,1,10003015000-39,10003015000,-7.56057951444375E1,3.97038453655288E1,P,200,10,1,42,1,,0,1,6,9100,1,,36,2,10003015000-39-39,,
H,1,1066127,103,3,10,0,1,10003015000-40,10003015000,-7.56073922190115E1,3.97044044826392E1,P,101,10,1,48,1,,0,1,6,0,1,,10,2,10003015000-40-40,,
H,1,547054,103,3,10,8000,1,10003015000-41,10003015000,-7.56074056828037E1,3.97035317201547E1,P,101,10,1,54,1,,0,1,6,8000,1,,10,2,10003015000-41-41,,
H,1,1066127,103,3,10,0,1,10003015000-42,10003015000,-7.56077439591007E1,3.97036712540941E1,P,101,10,1,48,1,,0,1,6,0,1,,10,2,10003015000-42-42,,
H,1,547054,103,3,10,8000,1,10003015000-43,10003015000,-7.56058685664933E1,3.97036752863915E1,P,101,10,1,54,1,,0,1,6,8000,1,,10,2,10003015000-43-43,,
H,1,1066127,103,3,10,0,1,10003015000-44,10003015000,-7.56064325947236E1,3.97028183697367E1,P,101,10,1,48,1,,0,1,6,0,1,,10,2,10003015000-44-44,,
H,1,1483167,103,3,10,3000,1,10003015000-45,10003015000,-7.56077067645388E1,3.97014369788243E1,P,101,10,2,59,1,,0,1,3,3000,1,830,36,2,10003015000-45-45,,
H,1,1483167,103,3,10,3000,1,10003015000-46,10003015000,-7.56083549096106E1,3.9702205197612E1,P,101,10,2,59,1,,0,1,3,3000,1,830,36,2,10003015000-46-46,,
H,1,1189745,103,3,10,2400,1,10003015000-47,10003015000,-7.5608192142444E1,3.97015477830364E1,P,101,10,1,58,1,,0,1,3,2400,1,4220,5,2,10003015000-47-47,,
H,1,468536,103,3,10,7870,1,10003015000-48,10003015000,-7.56067634314031E1,3.97044958142942E1,P,102,10,2,63,1,,0,1,6,7870,1,5860,42,2,10003015000-48-48,,
H,1,468536,103,3,10,7870,1,10003015000-49,10003015000,-7.56074019989375E1,3.97027503192418E1,P,102,10,2,63,1,,0,1,6,7870,1,5860,42,2,10003015000-49-49,,
H,1,468536,103,3,10,7870,1,10003015000-50,10003015000,-7.56078016589548E1,3.9701688049329E1,P,102,10,2,63,1,,0,1,6,7870,1,5860,42,2,10003015000-50-50,,
H,1,51026,103,3,10,9370,1,10003015000-51,10003015000,-7.56079196300117E1,3.97019443733563E1,P,103,10,2,61,1,,0,1,3,9370,1,5240,45,2,10003015000-51-51,,
H,1,51026,103,3,10,9370,1,10003015000-52,10003015000,-7.56066872691991E1,3.97054946945026E1,P,103,10,2,61,1,,0,1,3,9370,1,5240,45,2,10003015000-52-52,,
H,1,931890,103,3,10,0,1,10003015000-53,10003015000,-7.56068518158922E1,3.97046354435962E1,P,101,10,2,72,1,,0,1,6,0,1,,10,2,10003015000-53-53,,
H,1,820110,103,3,10,9900,1,10003015000-54,10003015000,-7.56078990137691E1,3.97019615762413E1,P,103,10,2,68,1,,0,1,6,9900,1,,42,2,10003015000-54-54,,
H,1,535307,103,3,10,0,1,10003015000-55,10003015000,-7.56068330829388E1,3.97055370857137E1,P,101,10,2,69,1,,0,1,6,0,1,,10,2,10003015000-55-55,,
H,1,535307,103,3,10,0,1,10003015000-56,10003015000,-7.56077115102628E1,3.97016418291076E1,P,101,10,2,69,1,,0,1,6,0,1,,10,2,10003015000-56-56,,
