RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude,RT,puma_id,ST,SEX,AGEP,SCH,SCHG,RELP,HISP,ESR,PINCP,NATIVITY,OCCP,POBP,RAC1P,SYNTHETIC_PID,school_id,workplace_id
H,1,571296,101,3,10,3500,1,10003002600-1,10003002600,-7.5567713040942E1,3.97366863715356E1,P,200,10,2,23,1,,0,1,1,3500,1,2060,24,1,10003002600-1-1,,638250803
H,1,769575,101,3,10,0,1,10003002600-2,10003002600,-7.5567895485371E1,3.97371014536973E1,P,101,10,1,30,3,16,0,1,6,0,2,,235,1,10003002600-2-2,,
H,1,532589,101,3,10,7000,1,10003002600-3,10003002600,-7.55676636436135E1,3.97370629156067E1,P,103,10,1,43,1,,0,1,3,7000,1,8965,12,1,10003002600-3-3,,
H,1,955668,101,3,10,190,1,10003002600-4,10003002600,-7.55675289836092E1,3.97373350052316E1,P,300,10,1,48,1,,0,1,1,190,1,4250,10,1,10003002600-4-4,,528736754
H,1,955668,101,3,10,190,1,10003002600-5,10003002600,-7.55673004197744E1,3.97372129108453E1,P,300,10,1,48,1,,0,1,1,190,1,4250,10,1,10003002600-5-5,,121523427
H,1,1345290,101,3,10,1000,1,10003002600-6,10003002600,-7.55675007100074E1,3.97370566087613E1,P,200,10,1,54,1,,0,1,6,1000,1,9300,44,1,10003002600-6-6,,
H,1,1309363,101,3,10,0,1,10003002600-7,10003002600,-7.55676932742445E1,3.9737038012125E1,P,102,10,2,48,1,,0,1,3,0,1,20,10,1,10003002600-7-7,,
H,1,1110287,101,3,10,5470,1,10003002600-8,10003002600,-7.55682619939141E1,3.97368283170466E1,P,101,10,1,58,1,,0,1,1,5470,1,5610,10,1,10003002600-8-8,,300282134
H,1,142764,101,3,10,9700,1,10003002600-9,10003002600,-7.5568620293425E1,3.97367430137198E1,P,300,10,1,63,1,,0,1,6,9700,1,4140,18,1,10003002600-9-9,,
H,1,1240096,101,3,10,7500,1,10003002600-10,10003002600,-7.55683962499472E1,3.97367610370487E1,P,103,10,1,63,1,,0,1,3,7500,1,4850,42,1,10003002600-10-10,,
H,1,1487690,101,3,10,130,1,10003002600-11,10003002600,-7.55685574157273E1,3.97368868399316E1,P,300,10,2,72,1,,0,1,6,130,1,,34,1,10003002600-11-11,,
H,1,1406099,101,3,10,6200,1,10003002600-12,10003002600,-7.55685528701365E1,3.97367124347713E1,P,300,10,1,69,1,,0,1,6,6200,1,,24,1,10003002600-12-12,,
H,1,1046594,101,3,10,0,1,10003002600-13,10003002600,-7.5568109210286E1,3.97372995418472E1,P,300,10,1,80,1,,0,1,6,0,2,,110,1,10003002600-13-13,,
H,1,104055,101,3,10,9800,1,10003002600-14,10003002600,-7.5568852970757E1,3.97366141298335E1,P,102,10,2,89,1,,0,1,6,9800,1,,10,1,10003002600-14-14,,
H,1,603628,101,3,10,5000,1,10003002600-15,10003002600,-7.55691671190991E1,3.9736598574976E1,P,104,10,2,86,1,,0,1,6,5000,1,,34,1,10003002600-15-15,,
H,1,153960,101,3,10,9800,1,10003002600-16,10003002600,-7.5568697749652E1,3.97367593880465E1,P,102,10,2,86,1,,0,1,6,9800,1,,17,1,10003002600-16-16,,
H,1,981965,101,3,10,0,1,10003002600-17,10003002600,-7.55686469052424E1,3.9736464966349E1,P,200,10,2,23,3,11,0,1,3,0,1,9920,10,2,10003002600-17-17,00249828,
H,1,842751,101,3,10,8000,1,10003002600-18,10003002600,-7.5569288918268E1,3.97369236940455E1,P,103,10,1,21,1,,0,1,1,8000,1,9130,42,2,10003002600-18-18,,898473558
