RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude
H,1,1261217,101,3,10,1700,1,10003001500-1,10003001500,-7.5555207679339E1,3.97512856936275E1
H,1,666613,101,3,10,9200,1,10003001500-2,10003001500,-7.55553228607635E1,3.97509080878052E1
H,1,1261217,101,3,10,1700,1,10003001500-3,10003001500,-7.55549055810517E1,3.97509081423428E1
H,1,724559,101,3,10,8000,1,10003001500-4,10003001500,-7.5555453650245E1,3.97509881034745E1
H,1,769575,101,3,10,0,1,10003001500-5,10003001500,-7.55554142912345E1,3.9751098853323E1
H,1,1360770,101,3,10,23800,1,10003001500-6,10003001500,-7.55554853604955E1,3.97509924081165E1
H,1,532589,101,3,10,7000,1,10003001500-7,10003001500,-7.55552310110123E1,3.9750867423421E1
H,1,1030381,101,3,10,4000,1,10003001500-8,10003001500,-7.55558378618488E1,3.9750760824389E1
H,1,1030381,101,3,10,4000,1,10003001500-9,10003001500,-7.55555565925766E1,3.97507003791687E1
H,1,791265,101,3,10,0,1,10003001500-10,10003001500,-7.55557736315725E1,3.97503374317194E1
H,1,387201,101,3,10,0,1,10003001500-11,10003001500,-7.55558561069035E1,3.97506089558357E1
H,1,85330,101,3,10,860,1,10003001500-12,10003001500,-7.55560211684616E1,3.97507243917123E1
H,1,991090,101,3,10,10,1,10003001500-13,10003001500,-7.55552263145294E1,3.97507586847326E1
H,1,1345290,101,3,10,1000,1,10003001500-14,10003001500,-7.55556277471996E1,3.97507906302481E1
H,1,1345290,101,3,10,1000,1,10003001500-15,10003001500,-7.55554643946423E1,3.97504710479265E1
H,1,1235711,101,3,10,0,1,10003001500-16,10003001500,-7.55556952131754E1,3.97505189412975E1
H,1,1345290,101,3,10,1000,1,10003001500-17,10003001500,-7.55562495445292E1,3.97503810809304E1
H,1,85330,101,3,10,860,1,10003001500-18,10003001500,-7.5556152348835E1,3.97502642417284E1
H,1,1095942,101,3,10,800,1,10003001500-19,10003001500,-7.5555956502742E1,3.9750337447186E1
