RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude,RT,puma_id,ST,SEX,AGEP,SCH,SCHG,RELP,HISP,ESR,PINCP,NATIVITY,OCCP,POBP,RAC1P,SYNTHETIC_PID,school_id,workplace_id
H,1,524185,101,3,10,5000,1,10003002400-1,10003002400,-7.55818599426108E1,3.97413430159531E1,P,103,10,1,21,2,15,0,1,1,5000,1,2200,4,1,10003002400-1-1,,413671082
H,1,571296,101,3,10,3500,1,10003002400-2,10003002400,-7.55816855937988E1,3.97414272968101E1,P,200,10,2,23,1,,0,1,1,3500,1,2060,24,1,10003002400-2-2,,816324206
H,1,724559,101,3,10,8000,1,10003002400-3,10003002400,-7.55821154346815E1,3.97413827178988E1,P,200,10,1,21,2,15,0,1,1,8000,1,2200,17,1,10003002400-3-3,,394616312
H,1,524185,101,3,10,5000,1,10003002400-4,10003002400,-7.55819138006318E1,3.97412093656174E1,P,103,10,1,21,2,15,0,1,1,5000,1,2200,4,1,10003002400-4-4,,1765643
H,1,1261217,101,3,10,1700,1,10003002400-5,10003002400,-7.5581818631338E1,3.974205626481E1,P,103,10,1,19,2,15,0,1,1,1700,1,4140,10,1,10003002400-5-5,,998971741
H,1,742382,101,3,10,2800,1,10003002400-6,10003002400,-7.55822631021198E1,3.97415427586945E1,P,200,10,2,34,1,,0,1,3,2800,1,2310,34,1,10003002400-6-6,,
H,1,742382,101,3,10,2800,1,10003002400-7,10003002400,-7.55816156629425E1,3.97415775483925E1,P,200,10,2,34,1,,0,1,3,2800,1,2310,34,1,10003002400-7-7,,
H,1,742382,101,3,10,2800,1,10003002400-8,10003002400,-7.55831538460118E1,3.97412533568501E1,P,200,10,2,34,1,,0,1,3,2800,1,2310,34,1,10003002400-8-8,,
H,1,742382,101,3,10,2800,1,10003002400-9,10003002400,-7.55821136549737E1,3.9741310459482E1,P,200,10,2,34,1,,0,1,3,2800,1,2310,34,1,10003002400-9-9,,
H,1,769575,101,3,10,0,1,10003002400-10,10003002400,-7.5581944853494E1,3.9741628346477E1,P,101,10,1,30,3,16,0,1,6,0,2,,235,1,10003002400-10-10,,
H,1,532589,101,3,10,7000,1,10003002400-11,10003002400,-7.55816907572427E1,3.97420856278986E1,P,103,10,1,43,1,,0,1,3,7000,1,8965,12,1,10003002400-11-11,,
H,1,1030381,101,3,10,4000,1,10003002400-12,10003002400,-7.55815213762374E1,3.9741553846643E1,P,101,10,1,40,1,,0,1,3,4000,1,9620,42,1,10003002400-12-12,,
H,1,532589,101,3,10,7000,1,10003002400-13,10003002400,-7.55815275560468E1,3.97419006175444E1,P,103,10,1,43,1,,0,1,3,7000,1,8965,12,1,10003002400-13-13,,
H,1,532589,101,3,10,7000,1,10003002400-14,10003002400,-7.55816764497885E1,3.97421411605584E1,P,103,10,1,43,1,,0,1,3,7000,1,8965,12,1,10003002400-14-14,,
H,1,1030381,101,3,10,4000,1,10003002400-15,10003002400,-7.55817651872447E1,3.97414771286216E1,P,101,10,1,40,1,,0,1,3,4000,1,9620,42,1,10003002400-15-15,,
H,1,1345290,101,3,10,1000,1,10003002400-16,10003002400,-7.55817337893902E1,3.97421775432186E1,P,200,10,1,54,1,,0,1,6,1000,1,9300,44,1,10003002400-16-16,,
H,1,921418,101,3,10,9600,1,10003002400-17,10003002400,-7.55819994925804E1,3.97423688922436E1,P,104,10,2,51,1,,0,1,6,9600,1,3500,34,1,10003002400-17-17,,
H,1,791265,101,3,10,0,1,10003002400-18,10003002400,-7.55819006650528E1,3.97423161586947E1,P,300,10,1,52,1,,0,1,6,0,1,,10,1,10003002400-18-18,,
H,1,1332975,101,3,10,490,1,10003002400-19,10003002400,-7.558214287339E1,3.97422530449854E1,P,300,10,2,48,2,15,0,1,6,490,1,,24,1,10003002400-19-19,,
H,1,1345290,101,3,10,1000,1,10003002400-20,10003002400,-7.55820887714806E1,3.9742365539144E1,P,200,10,1,54,1,,0,1,6,1000,1,9300,44,1,10003002400-20-20,,
H,1,387201,101,3,10,0,1,10003002400-21,10003002400,-7.55769279490355E1,3.97431232510541E1,P,200,10,2,53,1,,0,1,6,0,1,4110,10,1,10003002400-21-21,,
H,1,791265,101,3,10,0,1,10003002400-22,10003002400,-7.55771491776308E1,3.9742946243034E1,P,300,10,1,52,1,,0,1,6,0,1,,10,1,10003002400-22-22,,
H,1,1235711,101,3,10,0,1,10003002400-23,10003002400,-7.55770801008235E1,3.97430281151861E1,P,300,10,1,54,1,,0,1,6,0,1,,24,1,10003002400-23-23,,
H,1,1345290,101,3,10,1000,1,10003002400-24,10003002400,-7.55775708878411E1,3.97432181639541E1,P,200,10,1,54,1,,0,1,6,1000,1,9300,44,1,10003002400-24-24,,
