RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude,RT,puma_id,ST,SEX,AGEP,SCH,SCHG,RELP,HISP,ESR,PINCP,NATIVITY,OCCP,POBP,RAC1P,SYNTHETIC_PID,school_id,workplace_id
H,1,524185,101,3,10,5000,1,10003002900-1,10003002900,-7.55304040937981E1,3.9737139316118E1,P,103,10,1,21,2,15,0,1,1,5000,1,2200,4,1,10003002900-1-1,,816212815
H,1,524185,101,3,10,5000,1,10003002900-2,10003002900,-7.55302248164781E1,3.97369009601546E1,P,103,10,1,21,2,15,0,1,1,5000,1,2200,4,1,10003002900-2-2,,481916336
H,1,1332975,101,3,10,490,1,10003002900-3,10003002900,-7.5530217528256E1,3.97370749558661E1,P,300,10,2,48,2,15,0,1,6,490,1,,24,1,10003002900-3-3,,
H,1,991090,101,3,10,10,1,10003002900-4,10003002900,-7.55302539342217E1,3.9737029461516E1,P,101,10,2,47,1,,0,1,3,10,1,9920,10,1,10003002900-4-4,,
H,1,1293114,101,3,10,2400,1,10003002900-5,10003002900,-7.55297720737305E1,3.97368240200027E1,P,103,10,1,55,1,,0,1,1,2400,1,4250,10,1,10003002900-5-5,,635157787
H,1,849818,101,3,10,5000,1,10003002900-6,10003002900,-7.55298360163834E1,3.97364804702021E1,P,104,10,2,60,1,,0,1,1,5000,1,4720,10,1,10003002900-6-6,,9145962
H,1,1255345,101,3,10,1500,1,10003002900-7,10003002900,-7.55293969658527E1,3.97372567518877E1,P,103,10,1,64,1,,0,1,6,1500,1,,42,1,10003002900-7-7,,
H,1,1487690,101,3,10,130,1,10003002900-8,10003002900,-7.5529661653687E1,3.97371106181523E1,P,300,10,2,72,1,,0,1,6,130,1,,34,1,10003002900-8-8,,
H,1,1374117,101,3,10,7600,1,10003002900-9,10003002900,-7.55298913219164E1,3.97372344049844E1,P,200,10,2,67,1,,0,1,6,7600,1,,25,1,10003002900-9-9,,
H,1,568975,101,3,10,7200,1,10003002900-10,10003002900,-7.55296070798712E1,3.97374561046221E1,P,300,10,2,78,1,,0,1,6,7200,1,,54,1,10003002900-10-10,,
H,1,1140536,101,3,10,4200,1,10003002900-11,10003002900,-7.55296702590725E1,3.97370264526286E1,P,300,10,1,83,1,,0,1,6,4200,1,,10,1,10003002900-11-11,,
H,1,625921,101,3,10,9910,1,10003002900-12,10003002900,-7.55296411352767E1,3.97371628717174E1,P,200,10,2,93,1,,0,1,6,9910,1,,25,1,10003002900-12-12,,
H,1,981965,101,3,10,0,1,10003002900-13,10003002900,-7.55291523315385E1,3.97371485188365E1,P,200,10,2,23,3,11,0,1,3,0,1,9920,10,2,10003002900-13-13,A9700889,
H,1,842751,101,3,10,8000,1,10003002900-14,10003002900,-7.55291254063517E1,3.97372205813822E1,P,103,10,1,21,1,,0,1,1,8000,1,9130,42,2,10003002900-14-14,,998992861
H,1,842751,101,3,10,8000,1,10003002900-15,10003002900,-7.55291339027235E1,3.97370799931121E1,P,103,10,1,21,1,,0,1,1,8000,1,9130,42,2,10003002900-15-15,,464968890
H,1,102644,101,3,10,0,1,10003002900-16,10003002900,-7.55294425972246E1,3.97371694294244E1,P,101,10,2,19,2,14,0,1,6,0,1,,10,2,10003002900-16-16,100020000239,
H,1,102644,101,3,10,0,1,10003002900-17,10003002900,-7.55296024196722E1,3.97371949092663E1,P,101,10,2,19,2,14,0,1,6,0,1,,10,2,10003002900-17-17,100130000249,
H,1,981965,101,3,10,0,1,10003002900-18,10003002900,-7.5528759749415E1,3.97375687135651E1,P,200,10,2,23,3,11,0,1,3,0,1,9920,10,2,10003002900-18-18,A9501052,
H,1,842751,101,3,10,8000,1,10003002900-19,10003002900,-7.55279030271917E1,3.97372530211493E1,P,103,10,1,21,1,,0,1,1,8000,1,9130,42,2,10003002900-19-19,,121459671
H,1,102644,101,3,10,0,1,10003002900-20,10003002900,-7.5528351121099E1,3.973723743368E1,P,101,10,2,19,2,14,0,1,6,0,1,,10,2,10003002900-20-20,100130000275,
H,1,981965,101,3,10,0,1,10003002900-21,10003002900,-7.5527657856527E1,3.97375631233457E1,P,200,10,2,23,3,11,0,1,3,0,1,9920,10,2,10003002900-21-21,00249657,
H,1,102644,101,3,10,0,1,10003002900-22,10003002900,-7.55290699604185E1,3.97371359317485E1,P,101,10,2,19,2,14,0,1,6,0,1,,10,2,10003002900-22-22,100124000246,
H,1,842751,101,3,10,8000,1,10003002900-23,10003002900,-7.55278728727207E1,3.97375378158271E1,P,103,10,1,21,1,,0,1,1,8000,1,9130,42,2,10003002900-23-23,,463553792
H,1,981965,101,3,10,0,1,10003002900-24,10003002900,-7.5528351754304E1,3.97374983886008E1,P,200,10,2,23,3,11,0,1,3,0,1,9920,10,2,10003002900-24-24,00249919,
H,1,102644,101,3,10,0,1,10003002900-25,10003002900,-7.55278921475225E1,3.97375868399663E1,P,101,10,2,19,2,14,0,1,6,0,1,,10,2,10003002900-25-25,100000400012,
H,1,102644,101,3,10,0,1,10003002900-26,10003002900,-7.55287439445203E1,3.97373416861467E1,P,101,10,2,19,2,14,0,1,6,0,1,,10,2,10003002900-26-26,100130000270,
H,1,102644,101,3,10,0,1,10003002900-27,10003002900,-7.55282575900843E1,3.97374512503964E1,P,101,10,2,19,2,14,0,1,6,0,1,,10,2,10003002900-27-27,100124000247,
H,1,981965,101,3,10,0,1,10003002900-28,10003002900,-7.55289728274786E1,3.97370357921011E1,P,200,10,2,23,3,11,0,1,3,0,1,9920,10,2,10003002900-28-28,00249646,
H,1,102644,101,3,10,0,1,10003002900-29,10003002900,-7.55288049377795E1,3.97375105711002E1,P,101,10,2,19,2,14,0,1,6,0,1,,10,2,10003002900-29-29,100020000238,
H,1,981965,101,3,10,0,1,10003002900-30,10003002900,-7.55284517900191E1,3.97374016355912E1,P,200,10,2,23,3,11,0,1,3,0,1,9920,10,2,10003002900-30-30,01922352,
H,1,842751,101,3,10,8000,1,10003002900-31,10003002900,-7.55286895826705E1,3.9737170677742E1,P,103,10,1,21,1,,0,1,1,8000,1,9130,42,2,10003002900-31-31,,219101359
H,1,842751,101,3,10,8000,1,10003002900-32,10003002900,-7.55286748697481E1,3.97374107205953E1,P,103,10,1,21,1,,0,1,1,8000,1,9130,42,2,10003002900-32-32,,635164072
H,1,842751,101,3,10,8000,1,10003002900-33,10003002900,-7.55284517427346E1,3.97372227318391E1,P,103,10,1,21,1,,0,1,1,8000,1,9130,42,2,10003002900-33-33,,508134111
H,1,981965,101,3,10,0,1,10003002900-34,10003002900,-7.55278811824088E1,3.97372867817715E1,P,200,10,2,23,3,11,0,1,3,0,1,9920,10,2,10003002900-34-34,01922283,
H,1,102644,101,3,10,0,1,10003002900-35,10003002900,-7.55275173080493E1,3.97375407470365E1,P,101,10,2,19,2,14,0,1,6,0,1,,10,2,10003002900-35-35,100020000239,
