RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude,RT,puma_id,ST,SEX,AGEP,SCH,SCHG,RELP,HISP,ESR,PINCP,NATIVITY,OCCP,POBP,RAC1P,SYNTHETIC_PID,school_id,workplace_id
H,1,724559,101,3,10,8000,1,10003000400-1,10003000400,-7.5547898964645E1,3.97519988582428E1,P,200,10,1,21,2,15,0,1,1,8000,1,2200,17,1,10003000400-1-1,,481920734
H,1,666613,101,3,10,9200,1,10003000400-2,10003000400,-7.55480980859443E1,3.97526001728872E1,P,103,10,2,21,2,15,0,1,1,9200,1,2540,6,1,10003000400-2-2,,695134577
H,1,724559,101,3,10,8000,1,10003000400-3,10003000400,-7.55481292890384E1,3.9752628515787E1,P,200,10,1,21,2,15,0,1,1,8000,1,2200,17,1,10003000400-3-3,,590020475
H,1,769575,101,3,10,0,1,10003000400-4,10003000400,-7.55475868011873E1,3.97532811609218E1,P,101,10,1,30,3,16,0,1,6,0,2,,235,1,10003000400-4-4,,
H,1,955668,101,3,10,190,1,10003000400-5,10003000400,-7.55481246886355E1,3.9752778294275E1,P,300,10,1,48,1,,0,1,1,190,1,4250,10,1,10003000400-5-5,,1164771
H,1,742382,101,3,10,2800,1,10003000400-6,10003000400,-7.55483257092211E1,3.97525079349273E1,P,200,10,2,34,1,,0,1,3,2800,1,2310,34,1,10003000400-6-6,,
H,1,532589,101,3,10,7000,1,10003000400-7,10003000400,-7.5547992598715E1,3.97526296913236E1,P,103,10,1,43,1,,0,1,3,7000,1,8965,12,1,10003000400-7-7,,
H,1,1030381,101,3,10,4000,1,10003000400-8,10003000400,-7.5549253530628E1,3.97630190259857E1,P,101,10,1,40,1,,0,1,3,4000,1,9620,42,1,10003000400-8-8,,
H,1,524185,101,3,10,5000,1,10003000400-9,10003000400,-7.55490297553997E1,3.9762647251629E1,P,103,10,1,21,2,15,0,1,1,5000,1,2200,4,1,10003000400-9-9,,816300198
H,1,1030381,101,3,10,4000,1,10003000400-10,10003000400,-7.55492011508128E1,3.9762522685421E1,P,101,10,1,40,1,,0,1,3,4000,1,9620,42,1,10003000400-10-10,,
H,1,991090,101,3,10,10,1,10003000400-11,10003000400,-7.55491707165058E1,3.97627853863784E1,P,101,10,2,47,1,,0,1,3,10,1,9920,10,1,10003000400-11-11,,
H,1,1332975,101,3,10,490,1,10003000400-12,10003000400,-7.55504000990968E1,3.97617362627411E1,P,300,10,2,48,2,15,0,1,6,490,1,,24,1,10003000400-12-12,,
H,1,1309363,101,3,10,0,1,10003000400-13,10003000400,-7.55503714426367E1,3.9761238679106E1,P,102,10,2,48,1,,0,1,3,0,1,20,10,1,10003000400-13-13,,
H,1,387201,101,3,10,0,1,10003000400-14,10003000400,-7.5550090724105E1,3.97616624763326E1,P,200,10,2,53,1,,0,1,6,0,1,4110,10,1,10003000400-14-14,,
H,1,1309363,101,3,10,0,1,10003000400-15,10003000400,-7.55499073400715E1,3.97619382620173E1,P,102,10,2,48,1,,0,1,3,0,1,20,10,1,10003000400-15-15,,
H,1,387201,101,3,10,0,1,10003000400-16,10003000400,-7.55494057466578E1,3.97619460905421E1,P,200,10,2,53,1,,0,1,6,0,1,4110,10,1,10003000400-16-16,,
H,1,85330,101,3,10,860,1,10003000400-17,10003000400,-7.55494789235383E1,3.97620759630513E1,P,101,10,2,52,1,,0,1,6,860,1,5620,10,1,10003000400-17-17,,
H,1,1095942,101,3,10,800,1,10003000400-18,10003000400,-7.5549466055015E1,3.97623188130335E1,P,300,10,2,57,1,,0,1,6,800,1,3640,36,1,10003000400-18-18,,
H,1,1095942,101,3,10,800,1,10003000400-19,10003000400,-7.55501136215183E1,3.97623611621418E1,P,300,10,2,57,1,,0,1,6,800,1,3640,36,1,10003000400-19-19,,
H,1,1110287,101,3,10,5470,1,10003000400-20,10003000400,-7.55503100615131E1,3.97617990762258E1,P,101,10,1,58,1,,0,1,1,5470,1,5610,10,1,10003000400-20-20,,469007280
H,1,259012,101,3,10,3000,1,10003000400-21,10003000400,-7.55498766650622E1,3.97622892597224E1,P,200,10,1,55,1,,0,1,1,3000,1,6260,10,1,10003000400-21-21,,816324206
H,1,544546,101,3,10,3000,1,10003000400-22,10003000400,-7.55502608389174E1,3.97620494966342E1,P,200,10,1,58,1,,0,1,1,3000,1,7330,19,1,10003000400-22-22,,1754563
H,1,544546,101,3,10,3000,1,10003000400-23,10003000400,-7.55502017419726E1,3.97616859039782E1,P,200,10,1,58,1,,0,1,1,3000,1,7330,19,1,10003000400-23-23,,314165606
H,1,544546,101,3,10,3000,1,10003000400-24,10003000400,-7.55494783782004E1,3.97620474516983E1,P,200,10,1,58,1,,0,1,1,3000,1,7330,19,1,10003000400-24-24,,816257273
H,1,544546,101,3,10,3000,1,10003000400-25,10003000400,-7.55496740722936E1,3.97622704352121E1,P,200,10,1,58,1,,0,1,1,3000,1,7330,19,1,10003000400-25-25,,205099765
H,1,142764,101,3,10,9700,1,10003000400-26,10003000400,-7.55499139773568E1,3.976209426762E1,P,300,10,1,63,1,,0,1,6,9700,1,4140,18,1,10003000400-26-26,,
H,1,849818,101,3,10,5000,1,10003000400-27,10003000400,-7.55507238651052E1,3.97613772291905E1,P,104,10,2,60,1,,0,1,1,5000,1,4720,10,1,10003000400-27-27,,884780073
H,1,1240096,101,3,10,7500,1,10003000400-28,10003000400,-7.5551081313681E1,3.9761092698204E1,P,103,10,1,63,1,,0,1,3,7500,1,4850,42,1,10003000400-28-28,,
H,1,866055,101,3,10,6500,1,10003000400-29,10003000400,-7.55506688814221E1,3.97610857299068E1,P,103,10,2,62,1,,0,1,6,6500,1,5400,42,1,10003000400-29-29,,
H,1,1255345,101,3,10,1500,1,10003000400-30,10003000400,-7.55506928353564E1,3.97611727576275E1,P,103,10,1,64,1,,0,1,6,1500,1,,42,1,10003000400-30-30,,
H,1,1350877,101,3,10,8300,1,10003000400-31,10003000400,-7.5550966754328E1,3.9761327141827E1,P,300,10,2,70,1,,0,1,6,8300,1,,27,1,10003000400-31-31,,
H,1,744959,101,3,10,8000,1,10003000400-32,10003000400,-7.55511221083141E1,3.9760823146423E1,P,200,10,1,67,1,,0,1,6,8000,1,,24,1,10003000400-32-32,,
H,1,384082,101,3,10,480,1,10003000400-33,10003000400,-7.55508650237267E1,3.97605308320487E1,P,104,10,2,65,1,,0,1,6,480,1,,10,1,10003000400-33-33,,
H,1,1020419,101,3,10,8000,1,10003000400-34,10003000400,-7.55512631713631E1,3.97602759312824E1,P,300,10,2,74,1,,0,1,6,8000,1,3255,42,1,10003000400-34-34,,
H,1,852392,101,3,10,1900,1,10003000400-35,10003000400,-7.55512719707586E1,3.97608338421174E1,P,300,10,1,74,1,,0,1,6,1900,1,,42,1,10003000400-35-35,,
H,1,784926,101,3,10,7000,1,10003000400-36,10003000400,-7.55513906278782E1,3.97603552126454E1,P,300,10,1,69,1,,0,1,1,7000,1,4700,24,1,10003000400-36-36,,898456850
H,1,1138253,101,3,10,2800,1,10003000400-37,10003000400,-7.55512591695372E1,3.97598599055796E1,P,300,10,2,73,1,,0,1,6,2800,1,,24,1,10003000400-37-37,,
H,1,790185,101,3,10,9000,1,10003000400-38,10003000400,-7.55515483312276E1,3.97601942449577E1,P,101,10,2,67,1,,0,1,6,9000,1,,42,1,10003000400-38-38,,
H,1,1321421,101,3,10,5800,1,10003000400-39,10003000400,-7.55518892021032E1,3.9759640797024E1,P,102,10,2,65,1,,0,1,6,5800,2,1965,110,1,10003000400-39-39,,
H,1,1138253,101,3,10,2800,1,10003000400-40,10003000400,-7.55513402680956E1,3.97604460550404E1,P,300,10,2,73,1,,0,1,6,2800,1,,24,1,10003000400-40-40,,
H,1,1321421,101,3,10,5800,1,10003000400-41,10003000400,-7.55519208237093E1,3.97604556940401E1,P,102,10,2,65,1,,0,1,6,5800,2,1965,110,1,10003000400-41-41,,
H,1,1020419,101,3,10,8000,1,10003000400-42,10003000400,-7.55518211754434E1,3.97600301302506E1,P,300,10,2,74,1,,0,1,6,8000,1,3255,42,1,10003000400-42-42,,
H,1,1020419,101,3,10,8000,1,10003000400-43,10003000400,-7.55516991793221E1,3.97595841025586E1,P,300,10,2,74,1,,0,1,6,8000,1,3255,42,1,10003000400-43-43,,
H,1,14842,101,3,10,4500,1,10003000400-44,10003000400,-7.55517859005842E1,3.97599872958723E1,P,300,10,1,67,1,,0,1,6,4500,1,9620,42,1,10003000400-44-44,,
H,1,1467987,101,3,10,3500,1,10003000400-45,10003000400,-7.5551845232809E1,3.97592405314487E1,P,102,10,2,71,1,,0,1,6,3500,1,,42,1,10003000400-45-45,,
H,1,465928,101,3,10,7300,1,10003000400-46,10003000400,-7.55515969851564E1,3.97595315925328E1,P,300,10,1,76,1,,0,13,6,7300,1,,36,1,10003000400-46-46,,
H,1,851865,101,3,10,3400,1,10003000400-47,10003000400,-7.55519354992756E1,3.97600288594903E1,P,101,10,1,77,1,,0,1,6,3400,1,,10,1,10003000400-47-47,,
H,1,956314,101,3,10,0,1,10003000400-48,10003000400,-7.55517983957885E1,3.97594592227686E1,P,102,10,1,80,1,,0,1,6,0,1,,37,1,10003000400-48-48,,
H,1,397144,101,3,10,7500,1,10003000400-49,10003000400,-7.55515930711692E1,3.97593694928111E1,P,300,10,2,76,1,,0,1,6,7500,1,,42,1,10003000400-49-49,,
H,1,1041974,101,3,10,6700,1,10003000400-50,10003000400,-7.55522510138981E1,3.97594409831518E1,P,104,10,1,83,1,,0,1,6,6700,1,,8,1,10003000400-50-50,,
H,1,851865,101,3,10,3400,1,10003000400-51,10003000400,-7.55493957521742E1,3.97626805045505E1,P,101,10,1,77,1,,0,1,6,3400,1,,10,1,10003000400-51-51,,
H,1,8806,101,3,10,8400,1,10003000400-52,10003000400,-7.554952717611E1,3.97627472923201E1,P,300,10,2,83,1,,0,1,6,8400,1,,11,1,10003000400-52-52,,
H,1,1041974,101,3,10,6700,1,10003000400-53,10003000400,-7.55492621191692E1,3.9762484810837E1,P,104,10,1,83,1,,0,1,6,6700,1,,8,1,10003000400-53-53,,
H,1,652298,101,3,10,7500,1,10003000400-54,10003000400,-7.5549420439776E1,3.976268978848E1,P,300,10,2,84,1,,0,1,6,7500,1,,11,1,10003000400-54-54,,
H,1,8806,101,3,10,8400,1,10003000400-55,10003000400,-7.55499412218137E1,3.97617206472531E1,P,300,10,2,83,1,,0,1,6,8400,1,,11,1,10003000400-55-55,,
H,1,702107,101,3,10,7200,1,10003000400-56,10003000400,-7.55499696011738E1,3.97618041697768E1,P,104,10,2,78,1,,0,1,6,7200,1,,25,1,10003000400-56-56,,
H,1,358828,101,3,10,8400,1,10003000400-57,10003000400,-7.5550337122034E1,3.97621657622027E1,P,200,10,1,82,1,,0,1,6,8400,1,,36,1,10003000400-57-57,,
H,1,851865,101,3,10,3400,1,10003000400-58,10003000400,-7.55506985640126E1,3.97615737264365E1,P,101,10,1,77,1,,0,1,6,3400,1,,10,1,10003000400-58-58,,
H,1,851865,101,3,10,3400,1,10003000400-59,10003000400,-7.55501786952737E1,3.97617665807724E1,P,101,10,1,77,1,,0,1,6,3400,1,,10,1,10003000400-59-59,,
H,1,182822,101,3,10,7200,1,10003000400-60,10003000400,-7.55504144429122E1,3.97620505420298E1,P,104,10,1,76,1,,0,1,6,7200,1,,10,1,10003000400-60-60,,
H,1,153960,101,3,10,9800,1,10003000400-61,10003000400,-7.55500635513354E1,3.97623394208966E1,P,102,10,2,86,1,,0,1,6,9800,1,,17,1,10003000400-61-61,,
