RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude
H,1,1261217,101,3,10,1700,1,10003001400-1,10003001400,-7.5564785294451E1,3.9747939925694E1
H,1,1261217,101,3,10,1700,1,10003001400-2,10003001400,-7.55649636655725E1,3.97478471569901E1
H,1,571296,101,3,10,3500,1,10003001400-3,10003001400,-7.55646137302063E1,3.97484383815088E1
H,1,524185,101,3,10,5000,1,10003001400-4,10003001400,-7.55645255335057E1,3.9747955977967E1
H,1,666613,101,3,10,9200,1,10003001400-5,10003001400,-7.55643773875542E1,3.97483434779828E1
H,1,724559,101,3,10,8000,1,10003001400-6,10003001400,-7.55641305278556E1,3.97481326487713E1
H,1,724559,101,3,10,8000,1,10003001400-7,10003001400,-7.55644902735913E1,3.97482761472577E1
H,1,769575,101,3,10,0,1,10003001400-8,10003001400,-7.55644358518504E1,3.97483883462458E1
H,1,769575,101,3,10,0,1,10003001400-9,10003001400,-7.55644254545583E1,3.97481935089937E1
H,1,742382,101,3,10,2800,1,10003001400-10,10003001400,-7.55649436122206E1,3.97476393632085E1
H,1,1030381,101,3,10,4000,1,10003001400-11,10003001400,-7.556487569298E1,3.97478597307365E1
H,1,1030381,101,3,10,4000,1,10003001400-12,10003001400,-7.55653205951015E1,3.97479475144576E1
H,1,1030381,101,3,10,4000,1,10003001400-13,10003001400,-7.55655939983424E1,3.97483141987176E1
H,1,1332975,101,3,10,490,1,10003001400-14,10003001400,-7.5565279847411E1,3.97479651681714E1
H,1,85330,101,3,10,860,1,10003001400-15,10003001400,-7.55651216501374E1,3.97478365698582E1
H,1,1309363,101,3,10,0,1,10003001400-16,10003001400,-7.55656148720676E1,3.97485768405041E1
H,1,1332975,101,3,10,490,1,10003001400-17,10003001400,-7.55654271454654E1,3.97478436415483E1
H,1,921418,101,3,10,9600,1,10003001400-18,10003001400,-7.55658375335002E1,3.97480046454683E1
H,1,1345290,101,3,10,1000,1,10003001400-19,10003001400,-7.55653973793805E1,3.97479696242688E1
H,1,1345290,101,3,10,1000,1,10003001400-20,10003001400,-7.55659645354252E1,3.97483381372171E1
H,1,921418,101,3,10,9600,1,10003001400-21,10003001400,-7.55659454270986E1,3.97481030812505E1
H,1,101510,101,3,10,1900,1,10003001400-22,10003001400,-7.55666944157918E1,3.97487377165768E1
H,1,101510,101,3,10,1900,1,10003001400-23,10003001400,-7.55656542176731E1,3.97486209716592E1
H,1,1095942,101,3,10,800,1,10003001400-24,10003001400,-7.5566206178664E1,3.97483320656926E1
H,1,101510,101,3,10,1900,1,10003001400-25,10003001400,-7.55664477514505E1,3.97483027811827E1
H,1,718931,101,3,10,10,1,10003001400-26,10003001400,-7.55674311340883E1,3.97561028018797E1
H,1,142764,101,3,10,9700,1,10003001400-27,10003001400,-7.55670676755044E1,3.9755495494326E1
H,1,436881,101,3,10,0,1,10003001400-28,10003001400,-7.55673181393622E1,3.97555849627826E1
H,1,376529,101,3,10,6700,1,10003001400-29,10003001400,-7.55673929955671E1,3.9755111824236E1
H,1,744959,101,3,10,8000,1,10003001400-30,10003001400,-7.55673413909061E1,3.97553321686295E1
H,1,1020419,101,3,10,8000,1,10003001400-31,10003001400,-7.5567517559707E1,3.97549611682728E1
H,1,1108400,101,3,10,0,1,10003001400-32,10003001400,-7.55675663175436E1,3.97552536625697E1
H,1,384082,101,3,10,480,1,10003001400-33,10003001400,-7.55672746590626E1,3.9755319559183E1
H,1,1487690,101,3,10,130,1,10003001400-34,10003001400,-7.55680522357047E1,3.97551136751672E1
H,1,82769,101,3,10,13400,1,10003001400-35,10003001400,-7.55673930665432E1,3.97551191479976E1
H,1,1108400,101,3,10,0,1,10003001400-36,10003001400,-7.55676265461632E1,3.97546958896975E1
H,1,14842,101,3,10,4500,1,10003001400-37,10003001400,-7.55678069528783E1,3.9754578780944E1
H,1,1467987,101,3,10,3500,1,10003001400-38,10003001400,-7.55679333965532E1,3.9754586544737E1
H,1,1138253,101,3,10,2800,1,10003001400-39,10003001400,-7.55676644973851E1,3.975451698881E1
H,1,1038645,101,3,10,9580,1,10003001400-40,10003001400,-7.5568142849702E1,3.97548728204837E1
H,1,1041974,101,3,10,6700,1,10003001400-41,10003001400,-7.5568327278956E1,3.97539717036642E1
H,1,956314,101,3,10,0,1,10003001400-42,10003001400,-7.55680167707243E1,3.97541284955861E1
H,1,702107,101,3,10,7200,1,10003001400-43,10003001400,-7.5568080349128E1,3.97541814943186E1
H,1,1046594,101,3,10,0,1,10003001400-44,10003001400,-7.55683876736592E1,3.97542384518565E1
H,1,1140536,101,3,10,4200,1,10003001400-45,10003001400,-7.55683483188106E1,3.97539031404913E1
H,1,51899,101,3,10,2200,1,10003001400-46,10003001400,-7.55682529469901E1,3.97538960287763E1
H,1,861353,101,3,10,0,1,10003001400-47,10003001400,-7.55682689329052E1,3.9753998385372E1
H,1,834583,101,3,10,0,1,10003001400-48,10003001400,-7.55686482066871E1,3.97538231599593E1
H,1,242929,101,3,10,7900,1,10003001400-49,10003001400,-7.55688327940915E1,3.975337370134E1
H,1,104055,101,3,10,9800,1,10003001400-50,10003001400,-7.55690936922302E1,3.9753778469993E1
H,1,1308030,101,3,10,6450,1,10003001400-51,10003001400,-7.55683134837584E1,3.97537430787643E1
H,1,981965,101,3,10,0,1,10003001400-52,10003001400,-7.5568729849665E1,3.9753373178617E1
H,1,102644,101,3,10,0,1,10003001400-53,10003001400,-7.55686565737171E1,3.9753503334256E1
H,1,981965,101,3,10,0,1,10003001400-54,10003001400,-7.55689379311497E1,3.97533281134843E1
H,1,102644,101,3,10,0,1,10003001400-55,10003001400,-7.55691872359181E1,3.97531803263967E1
H,1,102644,101,3,10,0,1,10003001400-56,10003001400,-7.55690245392403E1,3.97532333520416E1
H,1,981965,101,3,10,0,1,10003001400-57,10003001400,-7.5569112283197E1,3.97530630401238E1
H,1,458372,101,3,10,0,1,10003001400-58,10003001400,-7.55692287385871E1,3.97526877406708E1
H,1,458372,101,3,10,0,1,10003001400-59,10003001400,-7.5568925424097E1,3.9752796706114E1
H,1,694540,101,3,10,9100,1,10003001400-60,10003001400,-7.55695574932465E1,3.97529662519306E1
H,1,694540,101,3,10,9100,1,10003001400-61,10003001400,-7.5569316888829E1,3.9752204469033E1
H,1,694540,101,3,10,9100,1,10003001400-62,10003001400,-7.55695451364104E1,3.97525245641581E1
H,1,1066127,101,3,10,0,1,10003001400-63,10003001400,-7.5569647441892E1,3.97521557713206E1
H,1,547054,101,3,10,8000,1,10003001400-64,10003001400,-7.55696163416022E1,3.97523354950198E1
H,1,1128561,101,3,10,8700,1,10003001400-65,10003001400,-7.55697668906612E1,3.97519308143182E1
H,1,1189745,101,3,10,2400,1,10003001400-66,10003001400,-7.5569950335991E1,3.97521390918993E1
H,1,1116768,101,3,10,9500,1,10003001400-67,10003001400,-7.55697961570253E1,3.97518382158997E1
H,1,468536,101,3,10,7870,1,10003001400-68,10003001400,-7.5569970005249E1,3.9751878455964E1
H,1,826220,101,3,10,4000,1,10003001400-69,10003001400,-7.5570240062753E1,3.97516847432996E1
