RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude,RT,puma_id,ST,SEX,AGEP,SCH,SCHG,RELP,HISP,ESR,PINCP,NATIVITY,OCCP,POBP,RAC1P,SYNTHETIC_PID,school_id,workplace_id
H,1,481561,102,3,10,18400,1,10003013505-1,10003013505,-7.57179085827244E1,3.97454591316526E1,P,300,10,1,47,1,,0,1,1,18400,1,4010,10,1,10003013505-1-1,,447416918
H,1,214197,102,3,10,16500,1,10003013505-2,10003013505,-7.57175758282374E1,3.97454764563566E1,P,300,10,2,53,1,,0,1,1,16500,1,20,34,1,10003013505-2-2,,998995351
H,1,604309,102,3,10,20100,1,10003013505-3,10003013505,-7.57178014384716E1,3.9745308497581E1,P,103,10,1,49,1,,0,1,1,20100,1,5165,10,1,10003013505-3-3,,400842969
H,1,527264,102,3,10,21000,1,10003013505-4,10003013505,-7.57171152016813E1,3.9745879167831E1,P,300,10,2,59,1,,0,1,1,21000,1,4760,10,1,10003013505-4-4,,464968973
H,1,499686,102,3,10,18400,1,10003013505-5,10003013505,-7.57161604134102E1,3.97463180155388E1,P,102,10,1,62,1,,0,1,6,18400,1,,10,1,10003013505-5-5,,
H,1,380209,102,3,10,18400,1,10003013505-6,10003013505,-7.5717043069722E1,3.97462414804425E1,P,103,10,1,62,1,,0,1,6,18400,1,,42,1,10003013505-6-6,,
H,1,351780,102,3,10,16630,1,10003013505-7,10003013505,-7.57167655118756E1,3.9746294375045E1,P,101,10,1,63,1,,0,1,6,16630,1,3600,34,1,10003013505-7-7,,
H,1,499686,102,3,10,18400,1,10003013505-8,10003013505,-7.57169899846084E1,3.97462148313291E1,P,102,10,1,62,1,,0,1,6,18400,1,,10,1,10003013505-8-8,,
H,1,499686,102,3,10,18400,1,10003013505-9,10003013505,-7.5715227757216E1,3.97468377521216E1,P,102,10,1,62,1,,0,1,6,18400,1,,10,1,10003013505-9-9,,
H,1,156151,102,3,10,15400,1,10003013505-10,10003013505,-7.57151064638097E1,3.9747502654371E1,P,300,10,1,73,1,,0,1,6,15400,1,430,10,1,10003013505-10-10,,
H,1,367660,102,3,10,19000,1,10003013505-11,10003013505,-7.5714569129371E1,3.97470114445388E1,P,200,10,2,73,1,,0,1,3,19000,1,9920,10,1,10003013505-11-11,,
H,1,232667,102,3,10,22000,1,10003013505-12,10003013505,-7.5714276870838E1,3.97473322908663E1,P,103,10,2,74,1,,0,1,6,22000,1,,10,1,10003013505-12-12,,
H,1,1215257,102,3,10,18700,1,10003013505-13,10003013505,-7.57141537948771E1,3.974741473385E1,P,102,10,2,68,1,,0,1,1,18700,1,4710,25,1,10003013505-13-13,,635183759
H,1,156151,102,3,10,15400,1,10003013505-14,10003013505,-7.5713865301316E1,3.97475098010457E1,P,300,10,1,73,1,,0,1,6,15400,1,430,10,1,10003013505-14-14,,
H,1,284171,102,3,10,17400,1,10003013505-15,10003013505,-7.57139194842404E1,3.97476672932005E1,P,103,10,1,69,1,,0,1,3,17400,1,9920,34,1,10003013505-15-15,,
H,1,1189217,102,3,10,22500,1,10003013505-16,10003013505,-7.57154244375127E1,3.9747520671304E1,P,101,10,2,68,1,,0,1,1,22500,1,5860,10,1,10003013505-16-16,,406576496
H,1,1091853,102,3,10,15200,1,10003013505-17,10003013505,-7.57157581292375E1,3.97475187415441E1,P,103,10,2,80,1,,0,1,6,15200,1,,42,1,10003013505-17-17,,
H,1,44404,102,3,10,15600,1,10003013505-18,10003013505,-7.57151236367978E1,3.97474881204115E1,P,300,10,1,76,1,,0,1,6,15600,1,,34,1,10003013505-18-18,,
H,1,1393554,102,3,10,19600,1,10003013505-19,10003013505,-7.57152682797423E1,3.97477539857823E1,P,200,10,2,76,1,,0,1,1,19600,1,4760,42,1,10003013505-19-19,,563014653
