RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude,RT,puma_id,ST,SEX,AGEP,SCH,SCHG,RELP,HISP,ESR,PINCP,NATIVITY,OCCP,POBP,RAC1P,SYNTHETIC_PID,school_id,workplace_id
H,1,532589,102,3,10,7000,1,10003011204-1,10003011204,-7.54997462630567E1,3.98247994413225E1,P,103,10,1,43,1,,0,1,3,7000,1,8965,12,1,10003011204-1-1,,
H,1,532589,102,3,10,7000,1,10003011204-2,10003011204,-7.55005896671498E1,3.98250990944264E1,P,103,10,1,43,1,,0,1,3,7000,1,8965,12,1,10003011204-2-2,,
H,1,1235711,102,3,10,0,1,10003011204-3,10003011204,-7.55004207239041E1,3.98245189243414E1,P,300,10,1,54,1,,0,1,6,0,1,,24,1,10003011204-3-3,,
H,1,791265,102,3,10,0,1,10003011204-4,10003011204,-7.54995665655226E1,3.9825031310207E1,P,300,10,1,52,1,,0,1,6,0,1,,10,1,10003011204-4-4,,
H,1,921418,102,3,10,9600,1,10003011204-5,10003011204,-7.54871691926015E1,3.982253534164E1,P,104,10,2,51,1,,0,1,6,9600,1,3500,34,1,10003011204-5-5,,
H,1,991090,102,3,10,10,1,10003011204-6,10003011204,-7.5486756373247E1,3.98227999932624E1,P,101,10,2,47,1,,0,1,3,10,1,9920,10,1,10003011204-6-6,,
H,1,1095942,102,3,10,800,1,10003011204-7,10003011204,-7.54868079746971E1,3.9822452057238E1,P,300,10,2,57,1,,0,1,6,800,1,3640,36,1,10003011204-7-7,,
H,1,938735,102,3,10,3000,1,10003011204-8,10003011204,-7.54765593525546E1,3.98093555069893E1,P,300,10,2,56,1,,0,1,3,3000,1,4720,24,1,10003011204-8-8,,
H,1,259012,102,3,10,3000,1,10003011204-9,10003011204,-7.54762750638974E1,3.98094028016762E1,P,200,10,1,55,1,,0,1,1,3000,1,6260,10,1,10003011204-9-9,,441347697
H,1,866055,102,3,10,6500,1,10003011204-10,10003011204,-7.54762676989253E1,3.98097823365347E1,P,103,10,2,62,1,,0,1,6,6500,1,5400,42,1,10003011204-10-10,,
H,1,523721,102,3,10,7300,1,10003011204-11,10003011204,-7.54761464903025E1,3.98095872988592E1,P,101,10,2,64,1,,0,3,6,7300,1,,72,1,10003011204-11-11,,
H,1,1406099,102,3,10,6200,1,10003011204-12,10003011204,-7.54756007321514E1,3.9809681874454E1,P,300,10,1,69,1,,0,1,6,6200,1,,24,1,10003011204-12-12,,
H,1,1020419,102,3,10,8000,1,10003011204-13,10003011204,-7.54750591743713E1,3.98095019722431E1,P,300,10,2,74,1,,0,1,6,8000,1,3255,42,1,10003011204-13-13,,
H,1,1046594,102,3,10,0,1,10003011204-14,10003011204,-7.54755132993113E1,3.98099436771631E1,P,300,10,1,80,1,,0,1,6,0,2,,110,1,10003011204-14-14,,
H,1,1406099,102,3,10,6200,1,10003011204-15,10003011204,-7.54756901317142E1,3.980984588019E1,P,300,10,1,69,1,,0,1,6,6200,1,,24,1,10003011204-15-15,,
H,1,1038645,102,3,10,9580,1,10003011204-16,10003011204,-7.54673745966814E1,3.9816334750297E1,P,101,10,1,75,1,,0,1,6,9580,1,,10,1,10003011204-16-16,,
H,1,1041974,102,3,10,6700,1,10003011204-17,10003011204,-7.54671137865664E1,3.9816637892022E1,P,104,10,1,83,1,,0,1,6,6700,1,,8,1,10003011204-17-17,,
H,1,397144,102,3,10,7500,1,10003011204-18,10003011204,-7.54676920354486E1,3.98161945945812E1,P,300,10,2,76,1,,0,1,6,7500,1,,42,1,10003011204-18-18,,
H,1,51899,102,3,10,2200,1,10003011204-19,10003011204,-7.54667033625316E1,3.98170287552285E1,P,102,10,2,81,1,,0,1,6,2200,1,,40,1,10003011204-19-19,,
H,1,465928,102,3,10,7300,1,10003011204-20,10003011204,-7.54669210282774E1,3.98167720219871E1,P,300,10,1,76,1,,0,13,6,7300,1,,36,1,10003011204-20-20,,
H,1,603628,102,3,10,5000,1,10003011204-21,10003011204,-7.54666479573981E1,3.981772580793E1,P,104,10,2,86,1,,0,1,6,5000,1,,34,1,10003011204-21-21,,
H,1,1128561,102,3,10,8700,1,10003011204-22,10003011204,-7.54673994529228E1,3.98163314336014E1,P,104,10,2,50,1,,0,1,6,8700,1,,10,2,10003011204-22-22,,
H,1,1116768,102,3,10,9500,1,10003011204-23,10003011204,-7.54668668762485E1,3.98164652975918E1,P,200,10,1,55,1,,0,1,1,9500,1,4220,10,2,10003011204-23-23,,9152927
H,1,826220,102,3,10,4000,1,10003011204-24,10003011204,-7.54665915411623E1,3.9818360873087E1,P,101,10,1,67,1,,0,1,6,4000,2,7200,333,2,10003011204-24-24,,
H,1,686472,102,3,10,8400,1,10003011204-25,10003011204,-7.54670656219354E1,3.9818536474292E1,P,300,10,2,81,1,,0,1,6,8400,1,,24,2,10003011204-25-25,,
H,1,385955,102,3,10,10600,1,10003011204-26,10003011204,-7.54667291879366E1,3.98181362302512E1,P,200,10,2,40,1,,0,1,6,10600,1,,55,1,10003011204-26-26,,
H,1,1191546,102,3,10,12000,1,10003011204-27,10003011204,-7.54667986210484E1,3.98190839825528E1,P,103,10,1,54,1,,0,1,6,12000,1,,10,1,10003011204-27-27,,
H,1,633903,102,3,10,10800,1,10003011204-28,10003011204,-7.54671297058046E1,3.98189578492583E1,P,300,10,2,51,1,,0,1,6,10800,1,,10,1,10003011204-28-28,,
