RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude,RT,puma_id,ST,SEX,AGEP,SCH,SCHG,RELP,HISP,ESR,PINCP,NATIVITY,OCCP,POBP,RAC1P,SYNTHETIC_PID,school_id,workplace_id
H,1,532589,102,3,10,7000,1,10003011600-1,10003011600,-7.55468226396772E1,3.979494120661E1,P,103,10,1,43,1,,0,1,3,7000,1,8965,12,1,10003011600-1-1,,
H,1,85330,102,3,10,860,1,10003011600-2,10003011600,-7.55466553893444E1,3.97946242913365E1,P,101,10,2,52,1,,0,1,6,860,1,5620,10,1,10003011600-2-2,,
H,1,991090,102,3,10,10,1,10003011600-3,10003011600,-7.55468450155077E1,3.97944786869826E1,P,101,10,2,47,1,,0,1,3,10,1,9920,10,1,10003011600-3-3,,
H,1,938735,102,3,10,3000,1,10003011600-4,10003011600,-7.55381422171222E1,3.97949119869267E1,P,300,10,2,56,1,,0,1,3,3000,1,4720,24,1,10003011600-4-4,,
H,1,938735,102,3,10,3000,1,10003011600-5,10003011600,-7.55383387011957E1,3.97946145704261E1,P,300,10,2,56,1,,0,1,3,3000,1,4720,24,1,10003011600-5-5,,
H,1,436881,102,3,10,0,1,10003011600-6,10003011600,-7.55383625989775E1,3.9794662672116E1,P,300,10,2,64,1,,0,1,6,0,1,630,34,1,10003011600-6-6,,
H,1,1255345,102,3,10,1500,1,10003011600-7,10003011600,-7.55386861559371E1,3.97949135438831E1,P,103,10,1,64,1,,0,1,6,1500,1,,42,1,10003011600-7-7,,
H,1,1108400,102,3,10,0,1,10003011600-8,10003011600,-7.55392063740457E1,3.97945525567932E1,P,300,10,2,69,1,,0,1,6,0,1,,9,1,10003011600-8-8,,
H,1,1321421,102,3,10,5800,1,10003011600-9,10003011600,-7.55389900794598E1,3.97947195175914E1,P,102,10,2,65,1,,0,1,6,5800,2,1965,110,1,10003011600-9-9,,
H,1,1046594,102,3,10,0,1,10003011600-10,10003011600,-7.55393037284045E1,3.97943867324443E1,P,300,10,1,80,1,,0,1,6,0,2,,110,1,10003011600-10-10,,
H,1,702107,102,3,10,7200,1,10003011600-11,10003011600,-7.55389508277583E1,3.9794809196099E1,P,104,10,2,78,1,,0,1,6,7200,1,,25,1,10003011600-11-11,,
H,1,397144,102,3,10,7500,1,10003011600-12,10003011600,-7.55472766329393E1,3.97947116625683E1,P,300,10,2,76,1,,0,1,6,7500,1,,42,1,10003011600-12-12,,
H,1,465928,102,3,10,7300,1,10003011600-13,10003011600,-7.55465547549666E1,3.97947799073633E1,P,300,10,1,76,1,,0,13,6,7300,1,,36,1,10003011600-13-13,,
H,1,834583,102,3,10,0,1,10003011600-14,10003011600,-7.55464100100932E1,3.97947665844744E1,P,300,10,2,87,1,,0,1,6,0,1,,10,1,10003011600-14-14,,
H,1,153960,102,3,10,9800,1,10003011600-15,10003011600,-7.55464773382147E1,3.97947056284047E1,P,102,10,2,86,1,,0,1,6,9800,1,,17,1,10003011600-15-15,,
H,1,1308030,102,3,10,6450,1,10003011600-16,10003011600,-7.5546120943149E1,3.97945205845426E1,P,300,10,2,86,1,,0,1,6,6450,1,5910,42,1,10003011600-16-16,,
H,1,603628,102,3,10,5000,1,10003011600-17,10003011600,-7.55323455579238E1,3.97944067884495E1,P,104,10,2,86,1,,0,1,6,5000,1,,34,1,10003011600-17-17,,
H,1,242929,102,3,10,7900,1,10003011600-18,10003011600,-7.55320663534667E1,3.97950051793857E1,P,200,10,2,87,1,,0,1,6,7900,1,3500,10,1,10003011600-18-18,,
H,1,1308030,102,3,10,6450,1,10003011600-19,10003011600,-7.5535183806504E1,3.9794504981396E1,P,300,10,2,86,1,,0,1,6,6450,1,5910,42,1,10003011600-19-19,,
H,1,1462786,102,3,10,8900,1,10003011600-20,10003011600,-7.55331677333692E1,3.9794666132953E1,P,300,10,2,65,1,,0,1,6,8900,1,,10,9,10003011600-20-20,,
H,1,494843,102,3,10,6100,1,10003011600-21,10003011600,-7.55343573238394E1,3.97945452179047E1,P,200,10,2,76,1,,0,1,6,6100,1,,39,9,10003011600-21-21,,
H,1,1487068,102,3,10,7400,1,10003011600-22,10003011600,-7.55340012024338E1,3.97944728363764E1,P,200,10,2,79,1,,0,1,6,7400,1,,24,9,10003011600-22-22,,
