RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude,RT,puma_id,ST,SEX,AGEP,SCH,SCHG,RELP,HISP,ESR,PINCP,NATIVITY,OCCP,POBP,RAC1P,SYNTHETIC_PID,school_id,workplace_id
H,1,571296,102,3,10,3500,1,10003013608-1,10003013608,-7.56961649277584E1,3.97022048132648E1,P,200,10,2,23,1,,0,1,1,3500,1,2060,24,1,10003013608-1-1,,635161482
H,1,1309363,102,3,10,0,1,10003013608-2,10003013608,-7.56960732051633E1,3.9701772952078E1,P,102,10,2,48,1,,0,1,3,0,1,20,10,1,10003013608-2-2,,
H,1,852392,102,3,10,1900,1,10003013608-3,10003013608,-7.56955156058054E1,3.97023920551888E1,P,300,10,1,74,1,,0,1,6,1900,1,,42,1,10003013608-3-3,,
H,1,182822,102,3,10,7200,1,10003013608-4,10003013608,-7.56958245282995E1,3.97022740729081E1,P,104,10,1,76,1,,0,1,6,7200,1,,10,1,10003013608-4-4,,
H,1,1041974,102,3,10,6700,1,10003013608-5,10003013608,-7.5695173189621E1,3.97019297287062E1,P,104,10,1,83,1,,0,1,6,6700,1,,8,1,10003013608-5-5,,
H,1,153960,102,3,10,9800,1,10003013608-6,10003013608,-7.56952335134835E1,3.97022504957472E1,P,102,10,2,86,1,,0,1,6,9800,1,,17,1,10003013608-6-6,,
H,1,494843,102,3,10,6100,1,10003013608-7,10003013608,-7.56952859161435E1,3.97024838064817E1,P,200,10,2,76,1,,0,1,6,6100,1,,39,9,10003013608-7-7,,
H,1,1487068,102,3,10,7400,1,10003013608-8,10003013608,-7.56948142243975E1,3.97023913829548E1,P,200,10,2,79,1,,0,1,6,7400,1,,24,9,10003013608-8-8,,
H,1,453337,102,3,10,10000,1,10003013608-9,10003013608,-7.56949961862997E1,3.97023145797198E1,P,200,10,2,21,2,15,0,1,1,10000,1,4110,10,1,10003013608-9-9,,528729262
H,1,734411,102,3,10,10800,1,10003013608-10,10003013608,-7.56944498830144E1,3.97022574838698E1,P,200,10,2,39,1,,0,1,6,10800,1,,24,1,10003013608-10-10,,
H,1,1165106,102,3,10,13000,1,10003013608-11,10003013608,-7.56946130804416E1,3.9702626763741E1,P,101,10,2,43,1,,0,3,6,13000,1,,72,1,10003013608-11-11,,
H,1,1191546,102,3,10,12000,1,10003013608-12,10003013608,-7.56942715799941E1,3.97027687631442E1,P,103,10,1,54,1,,0,1,6,12000,1,,10,1,10003013608-12-12,,
H,1,786421,102,3,10,14000,1,10003013608-13,10003013608,-7.56940923940693E1,3.97025123554342E1,P,300,10,2,46,1,,0,1,1,14000,1,5700,39,1,10003013608-13-13,,816264717
H,1,128403,102,3,10,13000,1,10003013608-14,10003013608,-7.56938389034121E1,3.97027647263913E1,P,200,10,1,53,1,,0,1,2,13000,1,7315,24,1,10003013608-14-14,,505057885
H,1,1070195,102,3,10,13190,1,10003013608-15,10003013608,-7.5693799618397E1,3.97026689994532E1,P,300,10,2,49,1,,0,1,1,13190,1,4110,10,1,10003013608-15-15,,638250803
H,1,163004,102,3,10,11400,1,10003013608-16,10003013608,-7.56934791131318E1,3.97025057465733E1,P,102,10,1,57,1,,0,1,3,11400,1,7810,10,1,10003013608-16-16,,
H,1,581816,102,3,10,11040,1,10003013608-17,10003013608,-7.56933780763243E1,3.9703157155028E1,P,102,10,2,63,1,,0,1,6,11040,1,5100,25,1,10003013608-17-17,,
H,1,767273,102,3,10,12000,1,10003013608-18,10003013608,-7.56928007686853E1,3.97030887628918E1,P,103,10,1,68,1,,0,1,6,12000,1,,47,1,10003013608-18-18,,
H,1,930653,102,3,10,11400,1,10003013608-19,10003013608,-7.56924268566727E1,3.97024734802473E1,P,200,10,1,66,1,,0,1,6,11400,1,4250,24,1,10003013608-19-19,,
H,1,300183,102,3,10,13380,1,10003013608-20,10003013608,-7.56933744103607E1,3.97031342145895E1,P,300,10,2,65,1,,0,1,6,13380,1,,10,1,10003013608-20-20,,
H,1,1123070,102,3,10,12300,1,10003013608-21,10003013608,-7.56928599621807E1,3.9703568821914E1,P,300,10,1,67,1,,0,1,6,12300,1,,54,1,10003013608-21-21,,
H,1,1130969,102,3,10,13400,1,10003013608-22,10003013608,-7.56926453540022E1,3.97032593784565E1,P,104,10,2,78,1,,0,1,6,13400,1,,42,1,10003013608-22-22,,
H,1,882005,102,3,10,14300,1,10003013608-23,10003013608,-7.56919503342178E1,3.97032803846072E1,P,300,10,2,75,1,,0,1,6,14300,1,,36,1,10003013608-23-23,,
H,1,361248,102,3,10,10500,1,10003013608-24,10003013608,-7.56925994331964E1,3.9703497813006E1,P,300,10,2,76,1,,0,1,6,10500,1,,10,1,10003013608-24-24,,
H,1,1382201,102,3,10,13000,1,10003013608-25,10003013608,-7.56920575240037E1,3.9703122299362E1,P,101,10,2,83,1,,0,1,6,13000,1,,10,1,10003013608-25-25,,
H,1,315557,102,3,10,12000,1,10003013608-26,10003013608,-7.56922453728628E1,3.97033849347158E1,P,101,10,1,87,1,,0,1,6,12000,1,,42,1,10003013608-26-26,,
H,1,971032,102,3,10,13200,1,10003013608-27,10003013608,-7.56919678978713E1,3.9703772916543E1,P,200,10,2,93,1,,0,1,6,13200,1,,9,1,10003013608-27-27,,
H,1,679478,102,3,10,11300,1,10003013608-28,10003013608,-7.56917776035335E1,3.97034293556198E1,P,103,10,2,90,1,,0,1,6,11300,1,,10,1,10003013608-28-28,,
H,1,826451,102,3,10,12800,1,10003013608-29,10003013608,-7.56917901701815E1,3.97034425582674E1,P,101,10,2,75,1,,0,1,6,12800,1,,10,2,10003013608-29-29,,
H,1,146500,102,3,10,10100,1,10003013608-30,10003013608,-7.56918477187004E1,3.97034260455587E1,P,103,10,2,30,1,,0,1,1,10100,1,4810,42,9,10003013608-30-30,,694136904
H,1,146500,102,3,10,10100,1,10003013608-31,10003013608,-7.56915896515398E1,3.97039442186101E1,P,103,10,2,30,1,,0,1,1,10100,1,4810,42,9,10003013608-31-31,,816190136
H,1,146500,102,3,10,10100,1,10003013608-32,10003013608,-7.56926609927364E1,3.97038091061075E1,P,103,10,2,30,1,,0,1,1,10100,1,4810,42,9,10003013608-32-32,,816344774
H,1,146500,102,3,10,10100,1,10003013608-33,10003013608,-7.56916078086791E1,3.97040784585902E1,P,103,10,2,30,1,,0,1,1,10100,1,4810,42,9,10003013608-33-33,,635183759
H,1,146500,102,3,10,10100,1,10003013608-34,10003013608,-7.5691431282922E1,3.97039664808325E1,P,103,10,2,30,1,,0,1,1,10100,1,4810,42,9,10003013608-34-34,,889386041
H,1,146500,102,3,10,10100,1,10003013608-35,10003013608,-7.56928732167923E1,3.97036017356522E1,P,103,10,2,30,1,,0,1,1,10100,1,4810,42,9,10003013608-35-35,,447436494
H,1,1412360,102,3,10,11000,1,10003013608-36,10003013608,-7.56918163059405E1,3.97043274105816E1,P,300,10,2,48,1,,0,3,6,11000,1,,10,9,10003013608-36-36,,
H,1,1412360,102,3,10,11000,1,10003013608-37,10003013608,-7.56924791146784E1,3.970419981425E1,P,300,10,2,48,1,,0,3,6,11000,1,,10,9,10003013608-37-37,,
H,1,1412360,102,3,10,11000,1,10003013608-38,10003013608,-7.56919935431581E1,3.97042597100194E1,P,300,10,2,48,1,,0,3,6,11000,1,,10,9,10003013608-38-38,,
H,1,146730,102,3,10,16500,1,10003013608-39,10003013608,-7.56916952506018E1,3.97039455857542E1,P,103,10,1,32,2,16,0,1,6,16500,1,2200,38,1,10003013608-39-39,,
H,1,685331,102,3,10,16000,1,10003013608-40,10003013608,-7.56924656555435E1,3.97045320536411E1,P,102,10,2,52,1,,0,1,1,16000,1,5820,10,1,10003013608-40-40,,972803779
H,1,1165753,102,3,10,15000,1,10003013608-41,10003013608,-7.56917912740601E1,3.97040830915433E1,P,300,10,1,61,1,,0,1,1,15000,1,520,24,1,10003013608-41-41,,695140087
H,1,1118803,102,3,10,21700,1,10003013608-42,10003013608,-7.56908318839657E1,3.97045875334904E1,P,200,10,2,72,1,,0,1,6,21700,1,,17,1,10003013608-42-42,,
H,1,1358891,102,3,10,20200,1,10003013608-43,10003013608,-7.56909726122557E1,3.97046754235251E1,P,300,10,2,66,1,,0,1,6,20200,1,2860,51,1,10003013608-43-43,,
H,1,1489760,102,3,10,17600,1,10003013608-44,10003013608,-7.56908573733397E1,3.9704266257988E1,P,101,10,1,73,1,,0,1,6,17600,1,4700,42,1,10003013608-44-44,,
H,1,213984,102,3,10,17400,1,10003013608-45,10003013608,-7.56902287945622E1,3.97043456950301E1,P,200,10,2,84,1,,0,1,6,17400,1,,24,1,10003013608-45-45,,
H,1,837461,102,3,10,18100,1,10003013608-46,10003013608,-7.56914055946831E1,3.97047414870487E1,P,300,10,1,78,1,,0,1,6,18100,1,,10,1,10003013608-46-46,,
H,1,44404,102,3,10,15600,1,10003013608-47,10003013608,-7.56906183918698E1,3.970437203571E1,P,300,10,1,76,1,,0,1,6,15600,1,,34,1,10003013608-47-47,,
H,1,988823,102,3,10,16910,1,10003013608-48,10003013608,-7.56854432679964E1,3.97069804232647E1,P,300,10,2,82,1,,0,1,6,16910,1,,24,1,10003013608-48-48,,
H,1,70727,102,3,10,19900,1,10003013608-49,10003013608,-7.56855595059571E1,3.97068560093258E1,P,102,10,2,90,1,,0,1,6,19900,1,,42,1,10003013608-49-49,,
H,1,409159,102,3,10,15500,1,10003013608-50,10003013608,-7.568563819745E1,3.97069725794725E1,P,300,10,2,89,1,,0,1,6,15500,1,,10,1,10003013608-50-50,,
H,1,1426616,102,3,10,21000,1,10003013608-51,10003013608,-7.5685088757739E1,3.97067247935842E1,P,102,10,2,86,1,,0,1,6,21000,1,,42,1,10003013608-51-51,,
H,1,332651,102,3,10,16800,1,10003013608-52,10003013608,-7.56850252283392E1,3.97064986000612E1,P,300,10,2,93,1,,0,1,6,16800,1,,10,1,10003013608-52-52,,
H,1,1161378,102,3,10,18700,1,10003013608-53,10003013608,-7.56855257700048E1,3.97063651225051E1,P,101,10,1,81,1,,0,1,6,18700,1,,42,1,10003013608-53-53,,
H,1,1059853,102,3,10,21200,1,10003013608-54,10003013608,-7.56853204873385E1,3.97070899793292E1,P,101,10,1,81,1,,0,1,6,21200,1,,45,2,10003013608-54-54,,
