RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude
H,1,524185,300,3,10,5000,1,10005051306-1,10005051306,-7.50645579009231E1,3.84527904627928E1
H,1,571296,300,3,10,3500,1,10005051306-2,10005051306,-7.50645724108052E1,3.84529533129925E1
H,1,524185,300,3,10,5000,1,10005051306-3,10005051306,-7.50780314157646E1,3.84608853991204E1
H,1,666613,300,3,10,9200,1,10005051306-4,10005051306,-7.507838929111E1,3.84608584547252E1
H,1,742382,300,3,10,2800,1,10005051306-5,10005051306,-7.5079193148999E1,3.84618045771326E1
H,1,1030381,300,3,10,4000,1,10005051306-6,10005051306,-7.50788119232672E1,3.8461671138779E1
H,1,1309363,300,3,10,0,1,10005051306-7,10005051306,-7.5078609834591E1,3.84611905309128E1
H,1,921418,300,3,10,9600,1,10005051306-8,10005051306,-7.50792194421631E1,3.84619038325106E1
H,1,1332975,300,3,10,490,1,10005051306-9,10005051306,-7.50794976593064E1,3.84624065021334E1
H,1,955668,300,3,10,190,1,10005051306-10,10005051306,-7.50830173563438E1,3.84643707206075E1
H,1,955668,300,3,10,190,1,10005051306-11,10005051306,-7.5075059181807E1,3.84622963952921E1
H,1,791265,300,3,10,0,1,10005051306-12,10005051306,-7.50752673357328E1,3.84623831887783E1
H,1,1332975,300,3,10,490,1,10005051306-13,10005051306,-7.50796553098431E1,3.84621099093097E1
H,1,544546,300,3,10,3000,1,10005051306-14,10005051306,-7.50792822640478E1,3.8462198944572E1
H,1,259012,300,3,10,3000,1,10005051306-15,10005051306,-7.50795430510771E1,3.84622164420047E1
H,1,544546,300,3,10,3000,1,10005051306-16,10005051306,-7.50797676940916E1,3.84629487315426E1
H,1,858675,300,3,10,1100,1,10005051306-17,10005051306,-7.50651056494331E1,3.84532193647715E1
H,1,259012,300,3,10,3000,1,10005051306-18,10005051306,-7.50652241986924E1,3.84532243092481E1
H,1,101510,300,3,10,1900,1,10005051306-19,10005051306,-7.50650984939136E1,3.84527479624677E1
H,1,1293114,300,3,10,2400,1,10005051306-20,10005051306,-7.50655071767808E1,3.8453081019435E1
H,1,938735,300,3,10,3000,1,10005051306-21,10005051306,-7.50654810840261E1,3.84530676335236E1
H,1,436881,300,3,10,0,1,10005051306-22,10005051306,-7.50655102698197E1,3.84535915192774E1
H,1,866055,300,3,10,6500,1,10005051306-23,10005051306,-7.50650589365994E1,3.8453559411628E1
H,1,436881,300,3,10,0,1,10005051306-24,10005051306,-7.50652730278541E1,3.8453512977958E1
H,1,142764,300,3,10,9700,1,10005051306-25,10005051306,-7.50660119806278E1,3.8453991897574E1
H,1,142764,300,3,10,9700,1,10005051306-26,10005051306,-7.5065305393682E1,3.8453542980724E1
H,1,436881,300,3,10,0,1,10005051306-27,10005051306,-7.50660606764977E1,3.84557373179432E1
H,1,1255345,300,3,10,1500,1,10005051306-28,10005051306,-7.5065905999243E1,3.8456228584301E1
H,1,142764,300,3,10,9700,1,10005051306-29,10005051306,-7.5065575301192E1,3.84568068315428E1
H,1,718931,300,3,10,10,1,10005051306-30,10005051306,-7.50663144544551E1,3.84554283506542E1
H,1,1255345,300,3,10,1500,1,10005051306-31,10005051306,-7.50663446091435E1,3.84556458878583E1
H,1,142764,300,3,10,9700,1,10005051306-32,10005051306,-7.50662458785517E1,3.8455704614958E1
H,1,1255345,300,3,10,1500,1,10005051306-33,10005051306,-7.50664104459723E1,3.8455164716521E1
H,1,376529,300,3,10,6700,1,10005051306-34,10005051306,-7.5066070233103E1,3.84545555786875E1
H,1,718931,300,3,10,10,1,10005051306-35,10005051306,-7.50660451293233E1,3.8456916333063E1
H,1,384082,300,3,10,480,1,10005051306-36,10005051306,-7.5066106175176E1,3.84556577638992E1
H,1,1350877,300,3,10,8300,1,10005051306-37,10005051306,-7.5066259002154E1,3.84547000306386E1
H,1,784926,300,3,10,7000,1,10005051306-38,10005051306,-7.50772392791887E1,3.84608035463334E1
