RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude,RT,puma_id,ST,SEX,AGEP,SCH,SCHG,RELP,HISP,ESR,PINCP,NATIVITY,OCCP,POBP,RAC1P,SYNTHETIC_PID,school_id,workplace_id
H,1,1487690,300,3,10,130,1,10005050802-1,10005050802,-7.52234409092866E1,3.8664225660728E1,P,300,10,2,72,1,,0,1,6,130,1,,34,1,10005050802-1-1,,
H,1,769575,300,3,10,0,1,10005050802-2,10005050802,-7.52249231109857E1,3.86649363054116E1,P,101,10,1,30,3,16,0,1,6,0,2,,235,1,10005050802-2-2,,
H,1,1030381,300,3,10,4000,1,10005050802-3,10005050802,-7.52251718125267E1,3.86652430652651E1,P,101,10,1,40,1,,0,1,3,4000,1,9620,42,1,10005050802-3-3,,
H,1,1332975,300,3,10,490,1,10005050802-4,10005050802,-7.52263261034326E1,3.86658954254383E1,P,300,10,2,48,2,15,0,1,6,490,1,,24,1,10005050802-4-4,,
H,1,921418,300,3,10,9600,1,10005050802-5,10005050802,-7.52286753830891E1,3.86678116563798E1,P,104,10,2,51,1,,0,1,6,9600,1,3500,34,1,10005050802-5-5,,
H,1,938735,300,3,10,3000,1,10005050802-6,10005050802,-7.52295650612617E1,3.8668582430453E1,P,300,10,2,56,1,,0,1,3,3000,1,4720,24,1,10005050802-6-6,,
H,1,101510,300,3,10,1900,1,10005050802-7,10005050802,-7.52299763193654E1,3.86689240007266E1,P,300,10,2,56,1,,0,1,6,1900,1,6420,10,1,10005050802-7-7,,
H,1,1293114,300,3,10,2400,1,10005050802-8,10005050802,-7.52290222136114E1,3.86680171574707E1,P,103,10,1,55,1,,0,1,1,2400,1,4250,10,1,10005050802-8-8,,715350609
H,1,718931,300,3,10,10,1,10005050802-9,10005050802,-7.5231730286697E1,3.86706572234836E1,P,300,10,1,63,1,,0,1,6,10,1,,34,1,10005050802-9-9,,
H,1,1255345,300,3,10,1500,1,10005050802-10,10005050802,-7.52326716574707E1,3.86718900350482E1,P,103,10,1,64,1,,0,1,6,1500,1,,42,1,10005050802-10-10,,
H,1,811935,300,3,10,0,1,10005050802-11,10005050802,-7.52339716108132E1,3.86725668474623E1,P,300,10,2,60,1,,0,1,6,0,1,,36,1,10005050802-11-11,,
