RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude
H,1,1261217,300,3,10,1700,1,10005050408-1,10005050408,-7.55845498554673E1,3.86058653861772E1
H,1,742382,300,3,10,2800,1,10005050408-2,10005050408,-7.55853102589742E1,3.86077966862778E1
H,1,769575,300,3,10,0,1,10005050408-3,10005050408,-7.55864624870496E1,3.86095705193962E1
H,1,532589,300,3,10,7000,1,10005050408-4,10005050408,-7.55868669793568E1,3.86115310897181E1
H,1,991090,300,3,10,10,1,10005050408-5,10005050408,-7.55864394518797E1,3.86112556425716E1
H,1,387201,300,3,10,0,1,10005050408-6,10005050408,-7.5587590062088E1,3.86145488697717E1
H,1,921418,300,3,10,9600,1,10005050408-7,10005050408,-7.558641905426E1,3.86120569359328E1
H,1,955668,300,3,10,190,1,10005050408-8,10005050408,-7.5587093071682E1,3.86128509205633E1
H,1,1235711,300,3,10,0,1,10005050408-9,10005050408,-7.55872153050377E1,3.86127452106666E1
H,1,1332975,300,3,10,490,1,10005050408-10,10005050408,-7.55878982945832E1,3.86156102114866E1
H,1,858675,300,3,10,1100,1,10005050408-11,10005050408,-7.55873623798442E1,3.8614734815174E1
H,1,1110287,300,3,10,5470,1,10005050408-12,10005050408,-7.55810933599621E1,3.86001688225627E1
H,1,1095942,300,3,10,800,1,10005050408-13,10005050408,-7.55821401729068E1,3.86004482715522E1
H,1,1110287,300,3,10,5470,1,10005050408-14,10005050408,-7.55811453743388E1,3.8599999028242E1
H,1,259012,300,3,10,3000,1,10005050408-15,10005050408,-7.55821711094025E1,3.86020010072766E1
H,1,1110287,300,3,10,5470,1,10005050408-16,10005050408,-7.5582731964566E1,3.86020165848437E1
H,1,1095942,300,3,10,800,1,10005050408-17,10005050408,-7.55836829418884E1,3.86038379806024E1
H,1,142764,300,3,10,9700,1,10005050408-18,10005050408,-7.55812247454082E1,3.8600439135761E1
H,1,523721,300,3,10,7300,1,10005050408-19,10005050408,-7.55810794955558E1,3.8600407691346E1
H,1,718931,300,3,10,10,1,10005050408-20,10005050408,-7.55811913008134E1,3.86003370343868E1
H,1,1255345,300,3,10,1500,1,10005050408-21,10005050408,-7.55820917978498E1,3.86010413893536E1
H,1,523721,300,3,10,7300,1,10005050408-22,10005050408,-7.5582591831999E1,3.86027169666788E1
H,1,1255345,300,3,10,1500,1,10005050408-23,10005050408,-7.5583459599465E1,3.86040851194714E1
H,1,718931,300,3,10,10,1,10005050408-24,10005050408,-7.55837644431262E1,3.86046974070724E1
H,1,866055,300,3,10,6500,1,10005050408-25,10005050408,-7.55840451141316E1,3.8604840650481E1
H,1,851865,300,3,10,3400,1,10005050408-26,10005050408,-7.55842646251387E1,3.86053000294083E1
H,1,14842,300,3,10,4500,1,10005050408-27,10005050408,-7.55800601264436E1,3.8599607982452E1
H,1,784926,300,3,10,7000,1,10005050408-28,10005050408,-7.55793143349187E1,3.85997857793475E1
H,1,1108400,300,3,10,0,1,10005050408-29,10005050408,-7.55765577357482E1,3.86004602841587E1
H,1,1165564,300,3,10,1900,1,10005050408-30,10005050408,-7.55758162554901E1,3.86002521556247E1
H,1,852392,300,3,10,1900,1,10005050408-31,10005050408,-7.5576969870036E1,3.8600541347095E1
H,1,744959,300,3,10,8000,1,10005050408-32,10005050408,-7.5574033036977E1,3.8600935556184E1
H,1,1165564,300,3,10,1900,1,10005050408-33,10005050408,-7.5574544844665E1,3.86011924524561E1
H,1,852392,300,3,10,1900,1,10005050408-34,10005050408,-7.55734789009245E1,3.860106904849E1
H,1,1165564,300,3,10,1900,1,10005050408-35,10005050408,-7.55712458364418E1,3.8601630397184E1
H,1,790185,300,3,10,9000,1,10005050408-36,10005050408,-7.55731599317425E1,3.86013448989021E1
H,1,384082,300,3,10,480,1,10005050408-37,10005050408,-7.55710832848753E1,3.8601645719783E1
H,1,784926,300,3,10,7000,1,10005050408-38,10005050408,-7.55698768125618E1,3.86024579670748E1
H,1,1374117,300,3,10,7600,1,10005050408-39,10005050408,-7.55680782039917E1,3.86026519444556E1
H,1,182822,300,3,10,7200,1,10005050408-40,10005050408,-7.55698846718434E1,3.86029342608762E1
H,1,1140536,300,3,10,4200,1,10005050408-41,10005050408,-7.55670981558642E1,3.86025229181603E1
H,1,851865,300,3,10,3400,1,10005050408-42,10005050408,-7.55662377025496E1,3.86025148007671E1
H,1,851865,300,3,10,3400,1,10005050408-43,10005050408,-7.55641017034487E1,3.8602237384978E1
H,1,757698,300,3,10,7700,1,10005050408-44,10005050408,-7.55639590890605E1,3.86025398830734E1
H,1,652298,300,3,10,7500,1,10005050408-45,10005050408,-7.55636557824961E1,3.86026247741348E1
H,1,1041974,300,3,10,6700,1,10005050408-46,10005050408,-7.55622536691924E1,3.86020490370373E1
H,1,466491,300,3,10,0,1,10005050408-47,10005050408,-7.55603487401865E1,3.86019200627791E1
H,1,1472248,300,3,10,1500,1,10005050408-48,10005050408,-7.5560136981508E1,3.8602434038076E1
H,1,1472248,300,3,10,1500,1,10005050408-49,10005050408,-7.5557080110263E1,3.8603041716744E1
H,1,1472248,300,3,10,1500,1,10005050408-50,10005050408,-7.55558872584903E1,3.86032113661995E1
H,1,458372,300,3,10,0,1,10005050408-51,10005050408,-7.55546185717201E1,3.86032750034344E1
H,1,694540,300,3,10,9100,1,10005050408-52,10005050408,-7.55537348217517E1,3.86030225743027E1
H,1,1128561,300,3,10,8700,1,10005050408-53,10005050408,-7.55521188860041E1,3.86032883217044E1
H,1,547054,300,3,10,8000,1,10005050408-54,10005050408,-7.55506989636451E1,3.86035752227733E1
H,1,1483167,300,3,10,3000,1,10005050408-55,10005050408,-7.55511595183902E1,3.86035805419905E1
H,1,1189745,300,3,10,2400,1,10005050408-56,10005050408,-7.55504734112366E1,3.8603059173268E1
H,1,51026,300,3,10,9370,1,10005050408-57,10005050408,-7.55505566580146E1,3.86034665884905E1
H,1,51026,300,3,10,9370,1,10005050408-58,10005050408,-7.55494605521288E1,3.8603762548141E1
H,1,535307,300,3,10,0,1,10005050408-59,10005050408,-7.5548946308327E1,3.86039403238712E1
H,1,820110,300,3,10,9900,1,10005050408-60,10005050408,-7.55366822788074E1,3.86032366988583E1
H,1,535307,300,3,10,0,1,10005050408-61,10005050408,-7.55477719341523E1,3.86017414756961E1
H,1,826220,300,3,10,4000,1,10005050408-62,10005050408,-7.55466557976811E1,3.86017592636138E1
H,1,931890,300,3,10,0,1,10005050408-63,10005050408,-7.55461708461848E1,3.86018838111167E1
H,1,1433939,300,3,10,8400,1,10005050408-64,10005050408,-7.55449146433166E1,3.86018789551464E1
H,1,535307,300,3,10,0,1,10005050408-65,10005050408,-7.5543938806239E1,3.86020076869398E1
H,1,77785,300,3,10,9600,1,10005050408-66,10005050408,-7.55429529444454E1,3.86021443000706E1
H,1,1475287,300,3,10,6900,1,10005050408-67,10005050408,-7.55418056241648E1,3.86020453714688E1
H,1,32740,300,3,10,9800,1,10005050408-68,10005050408,-7.55422302965063E1,3.86022937573346E1
H,1,148696,300,3,10,9000,1,10005050408-69,10005050408,-7.55409593478462E1,3.86023134392886E1
H,1,1211701,300,3,10,7500,1,10005050408-70,10005050408,-7.55409838826585E1,3.86023176295096E1
H,1,1211701,300,3,10,7500,1,10005050408-71,10005050408,-7.55405542778765E1,3.86021497319227E1
H,1,735539,300,3,10,4200,1,10005050408-72,10005050408,-7.5538692818671E1,3.86023985371682E1
H,1,735539,300,3,10,4200,1,10005050408-73,10005050408,-7.55372755338984E1,3.86026035430466E1
H,1,1462786,300,3,10,8900,1,10005050408-74,10005050408,-7.55365028858391E1,3.86022890284774E1
H,1,1462786,300,3,10,8900,1,10005050408-75,10005050408,-7.5535527857524E1,3.86026146838154E1
H,1,1462786,300,3,10,8900,1,10005050408-76,10005050408,-7.55346743710594E1,3.86026955127667E1
H,1,1462786,300,3,10,8900,1,10005050408-77,10005050408,-7.5534053817622E1,3.86027582857317E1
H,1,494843,300,3,10,6100,1,10005050408-78,10005050408,-7.55339808775624E1,3.86025289165332E1
H,1,494843,300,3,10,6100,1,10005050408-79,10005050408,-7.55321579181596E1,3.86024508797535E1
H,1,1487068,300,3,10,7400,1,10005050408-80,10005050408,-7.5531528154731E1,3.8602642763662E1
H,1,494843,300,3,10,6100,1,10005050408-81,10005050408,-7.55311542195884E1,3.86029766292412E1
H,1,1165106,300,3,10,13000,1,10005050408-82,10005050408,-7.55306762198814E1,3.86028166819814E1
H,1,228627,300,3,10,12000,1,10005050408-83,10005050408,-7.5530173468936E1,3.8602942530033E1
H,1,1070195,300,3,10,13190,1,10005050408-84,10005050408,-7.55286713083813E1,3.86029736800072E1
H,1,228627,300,3,10,12000,1,10005050408-85,10005050408,-7.55264785769382E1,3.86035684667207E1
H,1,128403,300,3,10,13000,1,10005050408-86,10005050408,-7.55252409668067E1,3.86039558271601E1
H,1,885980,300,3,10,10000,1,10005050408-87,10005050408,-7.55245051251837E1,3.86041353093003E1
H,1,805645,300,3,10,11800,1,10005050408-88,10005050408,-7.55252204579448E1,3.86040220163337E1
H,1,581816,300,3,10,11040,1,10005050408-89,10005050408,-7.55230823036355E1,3.86048280181207E1
H,1,581816,300,3,10,11040,1,10005050408-90,10005050408,-7.5523065952411E1,3.86051527975495E1
H,1,767273,300,3,10,12000,1,10005050408-91,10005050408,-7.55215592220253E1,3.8605647617937E1
H,1,1475105,300,3,10,14200,1,10005050408-92,10005050408,-7.55201999613018E1,3.86060769898244E1
H,1,111003,300,3,10,13500,1,10005050408-93,10005050408,-7.55218320904127E1,3.86059153009896E1
H,1,1399987,300,3,10,12100,1,10005050408-94,10005050408,-7.55200782727776E1,3.86064985252962E1
H,1,1072384,300,3,10,12000,1,10005050408-95,10005050408,-7.55200641978081E1,3.86065417370691E1
H,1,1072384,300,3,10,12000,1,10005050408-96,10005050408,-7.55606470594835E1,3.8603612950462E1
H,1,461794,300,3,10,14000,1,10005050408-97,10005050408,-7.5560816029587E1,3.8603436726337E1
H,1,1000514,300,3,10,14400,1,10005050408-98,10005050408,-7.55613788674795E1,3.860192445551E1
H,1,300183,300,3,10,13380,1,10005050408-99,10005050408,-7.55606668565406E1,3.86059428927842E1
H,1,1475105,300,3,10,14200,1,10005050408-100,10005050408,-7.55603762101378E1,3.86063325296845E1
H,1,1052541,300,3,10,14300,1,10005050408-101,10005050408,-7.5560873644165E1,3.86037566109255E1
H,1,1382201,300,3,10,13000,1,10005050408-102,10005050408,-7.5560463680702E1,3.86063584209561E1
H,1,736728,300,3,10,13400,1,10005050408-103,10005050408,-7.5562602567881E1,3.86034792680822E1
H,1,1100910,300,3,10,10000,1,10005050408-104,10005050408,-7.5562154665022E1,3.8606472628258E1
H,1,357648,300,3,10,12000,1,10005050408-105,10005050408,-7.55464813460124E1,3.86057003829378E1
H,1,642595,300,3,10,13500,1,10005050408-106,10005050408,-7.55479022685988E1,3.86062902503315E1
H,1,2655,300,3,10,10700,1,10005050408-107,10005050408,-7.55469446288043E1,3.86059338419313E1
H,1,826451,300,3,10,12800,1,10005050408-108,10005050408,-7.55476487499401E1,3.86058942890723E1
H,1,931635,300,3,10,12000,1,10005050408-109,10005050408,-7.5562596988534E1,3.8604592092206E1
H,1,951267,300,3,10,12000,1,10005050408-110,10005050408,-7.55625031862948E1,3.86045513034545E1
H,1,1424169,300,3,10,14400,1,10005050408-111,10005050408,-7.55620382711648E1,3.86051962413166E1
H,1,146500,300,3,10,10100,1,10005050408-112,10005050408,-7.558517599606E1,3.86092472936513E1
