RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude,RT,puma_id,ST,SEX,AGEP,SCH,SCHG,RELP,HISP,ESR,PINCP,NATIVITY,OCCP,POBP,RAC1P,SYNTHETIC_PID,school_id,workplace_id
H,1,571296,300,3,10,3500,1,10005050406-1,10005050406,-7.56136824182191E1,3.86388109759078E1,P,200,10,2,23,1,,0,1,1,3500,1,2060,24,1,10005050406-1-1,,816363436
H,1,666613,300,3,10,9200,1,10005050406-2,10005050406,-7.56138780106805E1,3.8639077278834E1,P,103,10,2,21,2,15,0,1,1,9200,1,2540,6,1,10005050406-2-2,,816361893
H,1,524185,300,3,10,5000,1,10005050406-3,10005050406,-7.56140305620787E1,3.86398842072627E1,P,103,10,1,21,2,15,0,1,1,5000,1,2200,4,1,10005050406-3-3,,909459539
H,1,524185,300,3,10,5000,1,10005050406-4,10005050406,-7.56144279329782E1,3.86393092054262E1,P,103,10,1,21,2,15,0,1,1,5000,1,2200,4,1,10005050406-4-4,,965716327
H,1,1261217,300,3,10,1700,1,10005050406-5,10005050406,-7.56138366227868E1,3.86401074351271E1,P,103,10,1,19,2,15,0,1,1,1700,1,4140,10,1,10005050406-5-5,,355814666
H,1,666613,300,3,10,9200,1,10005050406-6,10005050406,-7.56141739788217E1,3.86400735511888E1,P,103,10,2,21,2,15,0,1,1,9200,1,2540,6,1,10005050406-6-6,,987664364
H,1,1261217,300,3,10,1700,1,10005050406-7,10005050406,-7.5613891525565E1,3.86393963916773E1,P,103,10,1,19,2,15,0,1,1,1700,1,4140,10,1,10005050406-7-7,,455353581
H,1,666613,300,3,10,9200,1,10005050406-8,10005050406,-7.56146809316816E1,3.86396059815003E1,P,103,10,2,21,2,15,0,1,1,9200,1,2540,6,1,10005050406-8-8,,597333327
H,1,1261217,300,3,10,1700,1,10005050406-9,10005050406,-7.56147286640965E1,3.86400125241824E1,P,103,10,1,19,2,15,0,1,1,1700,1,4140,10,1,10005050406-9-9,,204623656
H,1,724559,300,3,10,8000,1,10005050406-10,10005050406,-7.56139322051532E1,3.86401854324685E1,P,200,10,1,21,2,15,0,1,1,8000,1,2200,17,1,10005050406-10-10,,816216824
H,1,571296,300,3,10,3500,1,10005050406-11,10005050406,-7.56215793714228E1,3.86574635914592E1,P,200,10,2,23,1,,0,1,1,3500,1,2060,24,1,10005050406-11-11,,309012722
H,1,742382,300,3,10,2800,1,10005050406-12,10005050406,-7.56213886015175E1,3.86584855185587E1,P,200,10,2,34,1,,0,1,3,2800,1,2310,34,1,10005050406-12-12,,
H,1,769575,300,3,10,0,1,10005050406-13,10005050406,-7.56212311194291E1,3.86583783847294E1,P,101,10,1,30,3,16,0,1,6,0,2,,235,1,10005050406-13-13,,
H,1,769575,300,3,10,0,1,10005050406-14,10005050406,-7.56209203577534E1,3.86592712527656E1,P,101,10,1,30,3,16,0,1,6,0,2,,235,1,10005050406-14-14,,
H,1,1255345,300,3,10,1500,1,10005050406-15,10005050406,-7.5621314977316E1,3.86598204119288E1,P,103,10,1,64,1,,0,1,6,1500,1,,42,1,10005050406-15-15,,
H,1,532589,300,3,10,7000,1,10005050406-16,10005050406,-7.56215789315745E1,3.86604907861677E1,P,103,10,1,43,1,,0,1,3,7000,1,8965,12,1,10005050406-16-16,,
H,1,532589,300,3,10,7000,1,10005050406-17,10005050406,-7.56213198545692E1,3.86609755517937E1,P,103,10,1,43,1,,0,1,3,7000,1,8965,12,1,10005050406-17-17,,
H,1,532589,300,3,10,7000,1,10005050406-18,10005050406,-7.56215882563357E1,3.86612061955704E1,P,103,10,1,43,1,,0,1,3,7000,1,8965,12,1,10005050406-18-18,,
H,1,387201,300,3,10,0,1,10005050406-19,10005050406,-7.56213572713203E1,3.8661412411702E1,P,200,10,2,53,1,,0,1,6,0,1,4110,10,1,10005050406-19-19,,
H,1,791265,300,3,10,0,1,10005050406-20,10005050406,-7.56211924409973E1,3.86614602906978E1,P,300,10,1,52,1,,0,1,6,0,1,,10,1,10005050406-20-20,,
H,1,791265,300,3,10,0,1,10005050406-21,10005050406,-7.56215899042284E1,3.8662207964487E1,P,300,10,1,52,1,,0,1,6,0,1,,10,1,10005050406-21-21,,
H,1,85330,300,3,10,860,1,10005050406-22,10005050406,-7.5621750451388E1,3.866334171226E1,P,101,10,2,52,1,,0,1,6,860,1,5620,10,1,10005050406-22-22,,
H,1,1309363,300,3,10,0,1,10005050406-23,10005050406,-7.56220487717117E1,3.86635138635553E1,P,102,10,2,48,1,,0,1,3,0,1,20,10,1,10005050406-23-23,,
H,1,791265,300,3,10,0,1,10005050406-24,10005050406,-7.56220332142672E1,3.86641631071744E1,P,300,10,1,52,1,,0,1,6,0,1,,10,1,10005050406-24-24,,
H,1,1235711,300,3,10,0,1,10005050406-25,10005050406,-7.5622165897131E1,3.8664492399978E1,P,300,10,1,54,1,,0,1,6,0,1,,24,1,10005050406-25-25,,
H,1,1110287,300,3,10,5470,1,10005050406-26,10005050406,-7.5621781535596E1,3.86650471121785E1,P,101,10,1,58,1,,0,1,1,5470,1,5610,10,1,10005050406-26-26,,946977998
H,1,1095942,300,3,10,800,1,10005050406-27,10005050406,-7.562193894924E1,3.8664215620527E1,P,300,10,2,57,1,,0,1,6,800,1,3640,36,1,10005050406-27-27,,
H,1,1110287,300,3,10,5470,1,10005050406-28,10005050406,-7.56220894234504E1,3.8665583414164E1,P,101,10,1,58,1,,0,1,1,5470,1,5610,10,1,10005050406-28-28,,9145244
H,1,858675,300,3,10,1100,1,10005050406-29,10005050406,-7.56216875911328E1,3.86665295729E1,P,200,10,2,55,1,,0,1,6,1100,1,,34,1,10005050406-29-29,,
H,1,101510,300,3,10,1900,1,10005050406-30,10005050406,-7.5621647678538E1,3.8666171356374E1,P,300,10,2,56,1,,0,1,6,1900,1,6420,10,1,10005050406-30-30,,
H,1,101510,300,3,10,1900,1,10005050406-31,10005050406,-7.56217589670401E1,3.86667241585681E1,P,300,10,2,56,1,,0,1,6,1900,1,6420,10,1,10005050406-31-31,,
H,1,1293114,300,3,10,2400,1,10005050406-32,10005050406,-7.56214689757844E1,3.86671493751762E1,P,103,10,1,55,1,,0,1,1,2400,1,4250,10,1,10005050406-32-32,,493538722
H,1,1095942,300,3,10,800,1,10005050406-33,10005050406,-7.56215682926536E1,3.86686174864094E1,P,300,10,2,57,1,,0,1,6,800,1,3640,36,1,10005050406-33-33,,
H,1,1293114,300,3,10,2400,1,10005050406-34,10005050406,-7.56219701602435E1,3.86678912234774E1,P,103,10,1,55,1,,0,1,1,2400,1,4250,10,1,10005050406-34-34,,1704683
H,1,849818,300,3,10,5000,1,10005050406-35,10005050406,-7.5621634382326E1,3.86680732693288E1,P,104,10,2,60,1,,0,1,1,5000,1,4720,10,1,10005050406-35-35,,545158602
H,1,1240096,300,3,10,7500,1,10005050406-36,10005050406,-7.55894828087933E1,3.86996038250822E1,P,103,10,1,63,1,,0,1,3,7500,1,4850,42,1,10005050406-36-36,,
H,1,811935,300,3,10,0,1,10005050406-37,10005050406,-7.55891205771793E1,3.86990058836702E1,P,300,10,2,60,1,,0,1,6,0,1,,36,1,10005050406-37-37,,
H,1,85330,300,3,10,860,1,10005050406-38,10005050406,-7.5589787226367E1,3.86984285021124E1,P,101,10,2,52,1,,0,1,6,860,1,5620,10,1,10005050406-38-38,,
H,1,142764,300,3,10,9700,1,10005050406-39,10005050406,-7.5589221702793E1,3.8698997239325E1,P,300,10,1,63,1,,0,1,6,9700,1,4140,18,1,10005050406-39-39,,
H,1,376529,300,3,10,6700,1,10005050406-40,10005050406,-7.55896550406342E1,3.8698425278592E1,P,101,10,2,64,1,,0,1,6,6700,1,710,51,1,10005050406-40-40,,
H,1,1240096,300,3,10,7500,1,10005050406-41,10005050406,-7.55895347889466E1,3.86969252002908E1,P,103,10,1,63,1,,0,1,3,7500,1,4850,42,1,10005050406-41-41,,
H,1,376529,300,3,10,6700,1,10005050406-42,10005050406,-7.55899127031534E1,3.86967853820092E1,P,101,10,2,64,1,,0,1,6,6700,1,710,51,1,10005050406-42-42,,
H,1,1108400,300,3,10,0,1,10005050406-43,10005050406,-7.55900701574774E1,3.86951398614546E1,P,300,10,2,69,1,,0,1,6,0,1,,9,1,10005050406-43-43,,
H,1,1487690,300,3,10,130,1,10005050406-44,10005050406,-7.55897814403226E1,3.86963578170807E1,P,300,10,2,72,1,,0,1,6,130,1,,34,1,10005050406-44-44,,
H,1,1487690,300,3,10,130,1,10005050406-45,10005050406,-7.55897373124164E1,3.86962680957755E1,P,300,10,2,72,1,,0,1,6,130,1,,34,1,10005050406-45-45,,
