RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude,RT,puma_id,ST,SEX,AGEP,SCH,SCHG,RELP,HISP,ESR,PINCP,NATIVITY,OCCP,POBP,RAC1P,SYNTHETIC_PID,school_id,workplace_id
H,1,921418,300,3,10,9600,1,10005051203-1,10005051203,-7.50791050669688E1,3.85410620281212E1,P,104,10,2,51,1,,0,1,6,9600,1,3500,34,1,10005051203-1-1,,
H,1,938735,300,3,10,3000,1,10005051203-2,10005051203,-7.50786359761294E1,3.85409298649628E1,P,300,10,2,56,1,,0,1,3,3000,1,4720,24,1,10005051203-2-2,,
H,1,259012,300,3,10,3000,1,10005051203-3,10005051203,-7.50781743338666E1,3.85421651540803E1,P,200,10,1,55,1,,0,1,1,3000,1,6260,10,1,10005051203-3-3,,307843334
H,1,1110287,300,3,10,5470,1,10005051203-4,10005051203,-7.50783216051833E1,3.85415879910877E1,P,101,10,1,58,1,,0,1,1,5470,1,5610,10,1,10005051203-4-4,,121577969
H,1,1110287,300,3,10,5470,1,10005051203-5,10005051203,-7.50779566028925E1,3.85419309980481E1,P,101,10,1,58,1,,0,1,1,5470,1,5610,10,1,10005051203-5-5,,316264712
H,1,1240096,300,3,10,7500,1,10005051203-6,10005051203,-7.50782329205105E1,3.85414166094422E1,P,103,10,1,63,1,,0,1,3,7500,1,4850,42,1,10005051203-6-6,,
H,1,523721,300,3,10,7300,1,10005051203-7,10005051203,-7.50784311166127E1,3.85405547685684E1,P,101,10,2,64,1,,0,3,6,7300,1,,72,1,10005051203-7-7,,
H,1,14842,300,3,10,4500,1,10005051203-8,10005051203,-7.50786237691878E1,3.85398807454031E1,P,300,10,1,67,1,,0,1,6,4500,1,9620,42,1,10005051203-8-8,,
H,1,1321421,300,3,10,5800,1,10005051203-9,10005051203,-7.50781899800968E1,3.8540702788822E1,P,102,10,2,65,1,,0,1,6,5800,2,1965,110,1,10005051203-9-9,,
H,1,384082,300,3,10,480,1,10005051203-10,10005051203,-7.50786714671106E1,3.8540808298326E1,P,104,10,2,65,1,,0,1,6,480,1,,10,1,10005051203-10-10,,
H,1,1165564,300,3,10,1900,1,10005051203-11,10005051203,-7.50787029660678E1,3.85409244760744E1,P,300,10,2,69,1,,0,1,6,1900,1,,36,1,10005051203-11-11,,
H,1,1467987,300,3,10,3500,1,10005051203-12,10005051203,-7.507857519732E1,3.8540642916474E1,P,102,10,2,71,1,,0,1,6,3500,1,,42,1,10005051203-12-12,,
H,1,1108400,300,3,10,0,1,10005051203-13,10005051203,-7.50778535179357E1,3.85394636337096E1,P,300,10,2,69,1,,0,1,6,0,1,,9,1,10005051203-13-13,,
H,1,384082,300,3,10,480,1,10005051203-14,10005051203,-7.50776733850384E1,3.85390992329394E1,P,104,10,2,65,1,,0,1,6,480,1,,10,1,10005051203-14-14,,
H,1,1406099,300,3,10,6200,1,10005051203-15,10005051203,-7.50776725465455E1,3.85389383603156E1,P,300,10,1,69,1,,0,1,6,6200,1,,24,1,10005051203-15-15,,
H,1,384082,300,3,10,480,1,10005051203-16,10005051203,-7.50778577686128E1,3.85397405768342E1,P,104,10,2,65,1,,0,1,6,480,1,,10,1,10005051203-16-16,,
H,1,1046594,300,3,10,0,1,10005051203-17,10005051203,-7.5078132524786E1,3.85396738754734E1,P,300,10,1,80,1,,0,1,6,0,2,,110,1,10005051203-17-17,,
H,1,1038645,300,3,10,9580,1,10005051203-18,10005051203,-7.50777642567713E1,3.85397983733225E1,P,101,10,1,75,1,,0,1,6,9580,1,,10,1,10005051203-18-18,,
H,1,465928,300,3,10,7300,1,10005051203-19,10005051203,-7.50778543164975E1,3.85390343941675E1,P,300,10,1,76,1,,0,13,6,7300,1,,36,1,10005051203-19-19,,
H,1,466491,300,3,10,0,1,10005051203-20,10005051203,-7.5077811899054E1,3.85387953630576E1,P,300,10,2,78,1,,0,1,6,0,1,,34,1,10005051203-20-20,,
H,1,1487690,300,3,10,130,1,10005051203-21,10005051203,-7.50777293924197E1,3.85397110264922E1,P,300,10,2,72,1,,0,1,6,130,1,,34,1,10005051203-21-21,,
H,1,652298,300,3,10,7500,1,10005051203-22,10005051203,-7.50726013645044E1,3.85405759639078E1,P,300,10,2,84,1,,0,1,6,7500,1,,11,1,10005051203-22-22,,
