RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude
H,1,742382,300,3,10,2800,1,10005051702-1,10005051702,-7.55458047336828E1,3.85513715534341E1
H,1,532589,300,3,10,7000,1,10005051702-2,10005051702,-7.55553154382414E1,3.85546797887435E1
H,1,1332975,300,3,10,490,1,10005051702-3,10005051702,-7.55526016081478E1,3.8554452246014E1
H,1,921418,300,3,10,9600,1,10005051702-4,10005051702,-7.55480492023722E1,3.85539394510175E1
H,1,955668,300,3,10,190,1,10005051702-5,10005051702,-7.55315948191331E1,3.85539572753932E1
H,1,101510,300,3,10,1900,1,10005051702-6,10005051702,-7.55288277184562E1,3.8552676623468E1
H,1,101510,300,3,10,1900,1,10005051702-7,10005051702,-7.55279295456118E1,3.8552247699466E1
H,1,101510,300,3,10,1900,1,10005051702-8,10005051702,-7.55254074171031E1,3.85521121261677E1
H,1,101510,300,3,10,1900,1,10005051702-9,10005051702,-7.55225277802362E1,3.85501755120958E1
H,1,811935,300,3,10,0,1,10005051702-10,10005051702,-7.55510027183781E1,3.85538771162247E1
H,1,1467987,300,3,10,3500,1,10005051702-11,10005051702,-7.55349055608997E1,3.85540099250087E1
H,1,14842,300,3,10,4500,1,10005051702-12,10005051702,-7.55564694859706E1,3.85537174157836E1
H,1,1487690,300,3,10,130,1,10005051702-13,10005051702,-7.55562492590572E1,3.85537054923685E1
H,1,1140536,300,3,10,4200,1,10005051702-14,10005051702,-7.55439385325358E1,3.85504218096556E1
H,1,757698,300,3,10,7700,1,10005051702-15,10005051702,-7.55441249843125E1,3.8550188753757E1
H,1,568975,300,3,10,7200,1,10005051702-16,10005051702,-7.55429764753907E1,3.85514493057852E1
H,1,1140536,300,3,10,4200,1,10005051702-17,10005051702,-7.55429100953531E1,3.85515678594417E1
H,1,397144,300,3,10,7500,1,10005051702-18,10005051702,-7.55446462785812E1,3.8551374437559E1
H,1,834583,300,3,10,0,1,10005051702-19,10005051702,-7.55250795498843E1,3.85509752572164E1
