RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude
H,1,1261217,300,3,10,1700,1,10005050101-1,10005050101,-7.5489073341855E1,3.88331380447352E1
H,1,532589,300,3,10,7000,1,10005050101-2,10005050101,-7.54886304987484E1,3.8833075665045E1
H,1,85330,300,3,10,860,1,10005050101-3,10005050101,-7.5456447605096E1,3.88199780208603E1
H,1,791265,300,3,10,0,1,10005050101-4,10005050101,-7.54570149897458E1,3.88206577414942E1
H,1,387201,300,3,10,0,1,10005050101-5,10005050101,-7.54388556569516E1,3.88273047061492E1
H,1,1235711,300,3,10,0,1,10005050101-6,10005050101,-7.5439169778347E1,3.88282751427656E1
H,1,387201,300,3,10,0,1,10005050101-7,10005050101,-7.54392708967248E1,3.88294428831608E1
H,1,259012,300,3,10,3000,1,10005050101-8,10005050101,-7.54390902145867E1,3.88284258389831E1
H,1,1293114,300,3,10,2400,1,10005050101-9,10005050101,-7.54387767630745E1,3.88306879201971E1
H,1,866055,300,3,10,6500,1,10005050101-10,10005050101,-7.54390254417373E1,3.8829678475743E1
H,1,376529,300,3,10,6700,1,10005050101-11,10005050101,-7.54389995845111E1,3.8833642325266E1
H,1,142764,300,3,10,9700,1,10005050101-12,10005050101,-7.54391125724881E1,3.88325295638438E1
H,1,1240096,300,3,10,7500,1,10005050101-13,10005050101,-7.5449709325654E1,3.88235676461388E1
H,1,436881,300,3,10,0,1,10005050101-14,10005050101,-7.54586946432444E1,3.88186103385236E1
H,1,1321421,300,3,10,5800,1,10005050101-15,10005050101,-7.54580264499067E1,3.88178961769551E1
H,1,1467987,300,3,10,3500,1,10005050101-16,10005050101,-7.54589815730174E1,3.88196876085027E1
H,1,1487690,300,3,10,130,1,10005050101-17,10005050101,-7.5458802647035E1,3.8819039288665E1
H,1,1321421,300,3,10,5800,1,10005050101-18,10005050101,-7.54591709979365E1,3.88199687840324E1
H,1,51899,300,3,10,2200,1,10005050101-19,10005050101,-7.54594709163813E1,3.88226218850304E1
H,1,851865,300,3,10,3400,1,10005050101-20,10005050101,-7.54596465729163E1,3.88224330873723E1
H,1,956314,300,3,10,0,1,10005050101-21,10005050101,-7.54597893994925E1,3.88234871186407E1
H,1,529919,300,3,10,1500,1,10005050101-22,10005050101,-7.54593550735597E1,3.88238484548045E1
H,1,652298,300,3,10,7500,1,10005050101-23,10005050101,-7.54602158296021E1,3.88244709870654E1
H,1,757698,300,3,10,7700,1,10005050101-24,10005050101,-7.54603481617936E1,3.88246473084408E1
H,1,476958,300,3,10,0,1,10005050101-25,10005050101,-7.5460947364178E1,3.88265596417908E1
H,1,1308030,300,3,10,6450,1,10005050101-26,10005050101,-7.54612284322586E1,3.88276569588652E1
H,1,242929,300,3,10,7900,1,10005050101-27,10005050101,-7.5460716029464E1,3.88260767678925E1
H,1,153960,300,3,10,9800,1,10005050101-28,10005050101,-7.54614238004387E1,3.88290574031376E1
H,1,625921,300,3,10,9910,1,10005050101-29,10005050101,-7.54609256297126E1,3.88278261575295E1
H,1,547054,300,3,10,8000,1,10005050101-30,10005050101,-7.54619940842608E1,3.8829712686297E1
H,1,535307,300,3,10,0,1,10005050101-31,10005050101,-7.54622457096092E1,3.88301204447875E1
H,1,32740,300,3,10,9800,1,10005050101-32,10005050101,-7.546150291488E1,3.8832772113197E1
H,1,1487068,300,3,10,7400,1,10005050101-33,10005050101,-7.5461401742417E1,3.8832882161491E1
H,1,609675,300,3,10,114100,1,10005050101-34,10005050101,-7.54611078204572E1,3.88336415717187E1
H,1,385955,300,3,10,10600,1,10005050101-35,10005050101,-7.54592389200726E1,3.8824498167179E1
H,1,1191546,300,3,10,12000,1,10005050101-36,10005050101,-7.5458355068367E1,3.88241885244363E1
H,1,786421,300,3,10,14000,1,10005050101-37,10005050101,-7.54573950139752E1,3.88249784755152E1
H,1,936599,300,3,10,10000,1,10005050101-38,10005050101,-7.54564147946665E1,3.88256902133302E1
H,1,228627,300,3,10,12000,1,10005050101-39,10005050101,-7.54558752858361E1,3.88266079162678E1
H,1,128403,300,3,10,13000,1,10005050101-40,10005050101,-7.54551441662005E1,3.88273790934518E1
H,1,936599,300,3,10,10000,1,10005050101-41,10005050101,-7.5454867243468E1,3.88280151079776E1
H,1,128403,300,3,10,13000,1,10005050101-42,10005050101,-7.54535200768787E1,3.88289390673216E1
H,1,1406338,300,3,10,13200,1,10005050101-43,10005050101,-7.54526050495695E1,3.88285238931123E1
H,1,267286,300,3,10,11000,1,10005050101-44,10005050101,-7.545238270646E1,3.88287116179864E1
H,1,231924,300,3,10,11300,1,10005050101-45,10005050101,-7.54516643558938E1,3.88287716114791E1
H,1,581816,300,3,10,11040,1,10005050101-46,10005050101,-7.54513556065516E1,3.88288951341394E1
H,1,1165349,300,3,10,11100,1,10005050101-47,10005050101,-7.5450535198352E1,3.88290145977871E1
H,1,388401,300,3,10,13400,1,10005050101-48,10005050101,-7.54497976055975E1,3.88294100147377E1
H,1,264422,300,3,10,13200,1,10005050101-49,10005050101,-7.54489514649292E1,3.88295037966098E1
H,1,111003,300,3,10,13500,1,10005050101-50,10005050101,-7.54477890797622E1,3.8830070175811E1
H,1,461794,300,3,10,14000,1,10005050101-51,10005050101,-7.54480318667703E1,3.88296595866665E1
H,1,111003,300,3,10,13500,1,10005050101-52,10005050101,-7.544688706021E1,3.88301223074564E1
H,1,428801,300,3,10,14700,1,10005050101-53,10005050101,-7.54463892210031E1,3.88304542179277E1
H,1,428801,300,3,10,14700,1,10005050101-54,10005050101,-7.54454233012938E1,3.8830935617506E1
H,1,1083685,300,3,10,13900,1,10005050101-55,10005050101,-7.5444754410298E1,3.88319400071118E1
H,1,1130969,300,3,10,13400,1,10005050101-56,10005050101,-7.54456060719913E1,3.88315562194985E1
H,1,1288967,300,3,10,12000,1,10005050101-57,10005050101,-7.54440517737352E1,3.88320534738207E1
H,1,1052541,300,3,10,14300,1,10005050101-58,10005050101,-7.54427439807717E1,3.8832835585753E1
H,1,576593,300,3,10,14300,1,10005050101-59,10005050101,-7.54416543279526E1,3.88325154700005E1
H,1,1468827,300,3,10,14300,1,10005050101-60,10005050101,-7.5439955127483E1,3.88342450948233E1
H,1,1222330,300,3,10,13500,1,10005050101-61,10005050101,-7.54721558842822E1,3.88252718802531E1
H,1,315557,300,3,10,12000,1,10005050101-62,10005050101,-7.54714090688301E1,3.88253447236518E1
H,1,679478,300,3,10,11300,1,10005050101-63,10005050101,-7.54713524218533E1,3.88258864496033E1
H,1,971032,300,3,10,13200,1,10005050101-64,10005050101,-7.54707315637163E1,3.88260182109553E1
H,1,34096,300,3,10,12000,1,10005050101-65,10005050101,-7.5468959343723E1,3.88269019091952E1
H,1,357648,300,3,10,12000,1,10005050101-66,10005050101,-7.54691047616642E1,3.88268685675627E1
H,1,274225,300,3,10,12800,1,10005050101-67,10005050101,-7.54684150359806E1,3.88273069613698E1
H,1,229583,300,3,10,11200,1,10005050101-68,10005050101,-7.54675628774722E1,3.8827890912114E1
H,1,1412360,300,3,10,11000,1,10005050101-69,10005050101,-7.5466970414004E1,3.88281344552985E1
H,1,710580,300,3,10,16000,1,10005050101-70,10005050101,-7.54656414234977E1,3.88283515600827E1
H,1,1277619,300,3,10,17004,1,10005050101-71,10005050101,-7.54645096023554E1,3.88287408482947E1
H,1,1345616,300,3,10,15000,1,10005050101-72,10005050101,-7.54637620366022E1,3.88293844333312E1
H,1,685331,300,3,10,16000,1,10005050101-73,10005050101,-7.54630310863345E1,3.88296530120546E1
H,1,1072633,300,3,10,16000,1,10005050101-74,10005050101,-7.54623380798913E1,3.883035838889E1
H,1,604309,300,3,10,20100,1,10005050101-75,10005050101,-7.54756636033636E1,3.88277797374878E1
H,1,918999,300,3,10,19000,1,10005050101-76,10005050101,-7.54756198543367E1,3.88280005204156E1
H,1,481561,300,3,10,18400,1,10005050101-77,10005050101,-7.5475073253662E1,3.88283992531981E1
H,1,527264,300,3,10,21000,1,10005050101-78,10005050101,-7.54813795810263E1,3.8827956545799E1
H,1,351780,300,3,10,16630,1,10005050101-79,10005050101,-7.54813270911601E1,3.882811351488E1
H,1,610171,300,3,10,18100,1,10005050101-80,10005050101,-7.54792762975681E1,3.88297726533386E1
H,1,886779,300,3,10,15000,1,10005050101-81,10005050101,-7.54785284130975E1,3.88289187696377E1
H,1,886779,300,3,10,15000,1,10005050101-82,10005050101,-7.5477900030933E1,3.88290043861798E1
H,1,115187,300,3,10,22800,1,10005050101-83,10005050101,-7.54775037564266E1,3.88279962707351E1
H,1,303394,300,3,10,15000,1,10005050101-84,10005050101,-7.54780865334281E1,3.88293358591978E1
H,1,610171,300,3,10,18100,1,10005050101-85,10005050101,-7.54817568188193E1,3.88294107318665E1
H,1,591149,300,3,10,19200,1,10005050101-86,10005050101,-7.54824659348786E1,3.88288984519521E1
H,1,591149,300,3,10,19200,1,10005050101-87,10005050101,-7.54827370662745E1,3.88303551606656E1
H,1,1050511,300,3,10,15700,1,10005050101-88,10005050101,-7.54819719013937E1,3.88307074655446E1
H,1,1415696,300,3,10,18000,1,10005050101-89,10005050101,-7.5482746604421E1,3.883041807011E1
H,1,492344,300,3,10,19900,1,10005050101-90,10005050101,-7.5465627038612E1,3.88300507247978E1
H,1,929170,300,3,10,17200,1,10005050101-91,10005050101,-7.5466699037979E1,3.8831151631691E1
H,1,1415696,300,3,10,18000,1,10005050101-92,10005050101,-7.54665915605538E1,3.88311494637426E1
H,1,1118803,300,3,10,21700,1,10005050101-93,10005050101,-7.54655351074991E1,3.88287600267248E1
H,1,1100627,300,3,10,23400,1,10005050101-94,10005050101,-7.54734564186612E1,3.88249901856346E1
H,1,1100627,300,3,10,23400,1,10005050101-95,10005050101,-7.54716745187274E1,3.88238252510372E1
H,1,764743,300,3,10,15600,1,10005050101-96,10005050101,-7.54715431268011E1,3.88234099943428E1
H,1,492344,300,3,10,19900,1,10005050101-97,10005050101,-7.54727264414577E1,3.8824431227133E1
H,1,1385612,300,3,10,22700,1,10005050101-98,10005050101,-7.54706275847262E1,3.88223083983777E1
H,1,1186034,300,3,10,22600,1,10005050101-99,10005050101,-7.54706638466871E1,3.88225814445811E1
H,1,47897,300,3,10,22000,1,10005050101-100,10005050101,-7.54697741028852E1,3.88219616689358E1
H,1,646561,300,3,10,18000,1,10005050101-101,10005050101,-7.54690076652225E1,3.8820833752053E1
H,1,988823,300,3,10,16910,1,10005050101-102,10005050101,-7.54679988779881E1,3.88192933708861E1
H,1,47897,300,3,10,22000,1,10005050101-103,10005050101,-7.5467503897802E1,3.88195747146813E1
H,1,1441283,300,3,10,19600,1,10005050101-104,10005050101,-7.54667884499428E1,3.88189029445242E1
H,1,646561,300,3,10,18000,1,10005050101-105,10005050101,-7.54671596059763E1,3.88192458721934E1
H,1,646561,300,3,10,18000,1,10005050101-106,10005050101,-7.54660074529236E1,3.8817788329424E1
H,1,1161378,300,3,10,18700,1,10005050101-107,10005050101,-7.54663301882288E1,3.88174082286391E1
H,1,907891,300,3,10,21000,1,10005050101-108,10005050101,-7.54643499419683E1,3.88163918221278E1
H,1,84601,300,3,10,19500,1,10005050101-109,10005050101,-7.54623183999994E1,3.88166046145168E1
H,1,136553,300,3,10,24000,1,10005050101-110,10005050101,-7.5462006987721E1,3.88167415460345E1
H,1,246707,300,3,10,21300,1,10005050101-111,10005050101,-7.54601466729152E1,3.88172867268656E1
H,1,1452585,300,3,10,20700,1,10005050101-112,10005050101,-7.54612096742596E1,3.88172837928522E1
H,1,760176,300,3,10,15600,1,10005050101-113,10005050101,-7.54600666985482E1,3.88169724343168E1
H,1,1063677,300,3,10,15800,1,10005050101-114,10005050101,-7.54579230879558E1,3.8817771728823E1
H,1,1188768,300,3,10,15600,1,10005050101-115,10005050101,-7.54577199301778E1,3.88178044727212E1
H,1,84601,300,3,10,19500,1,10005050101-116,10005050101,-7.54552236223837E1,3.88211811308112E1
H,1,70508,300,3,10,21700,1,10005050101-117,10005050101,-7.5454798907359E1,3.88217165671183E1
H,1,84601,300,3,10,19500,1,10005050101-118,10005050101,-7.54511393037524E1,3.88231435764067E1
H,1,332651,300,3,10,16800,1,10005050101-119,10005050101,-7.54504678382935E1,3.8823348684649E1
H,1,1188768,300,3,10,15600,1,10005050101-120,10005050101,-7.54505882019142E1,3.88233170596803E1
H,1,253107,300,3,10,21500,1,10005050101-121,10005050101,-7.54487510275562E1,3.88235323132586E1
H,1,862393,300,3,10,18000,1,10005050101-122,10005050101,-7.5448340001852E1,3.88235900862918E1
H,1,572893,300,3,10,19000,1,10005050101-123,10005050101,-7.54470292126777E1,3.88242143954731E1
H,1,1059853,300,3,10,21200,1,10005050101-124,10005050101,-7.54447469410524E1,3.88241800705503E1
H,1,769244,300,3,10,20400,1,10005050101-125,10005050101,-7.54431888216836E1,3.88247816524398E1
H,1,290861,300,3,10,18000,1,10005050101-126,10005050101,-7.54425614799933E1,3.88250863057398E1
H,1,96983,300,3,10,25000,1,10005050101-127,10005050101,-7.54432635613143E1,3.88251839539874E1
H,1,1286504,300,3,10,32000,1,10005050101-128,10005050101,-7.5440948277399E1,3.88261012926506E1
H,1,1069677,300,3,10,30000,1,10005050101-129,10005050101,-7.54411125705186E1,3.88330691445717E1
H,1,1343410,300,3,10,30000,1,10005050101-130,10005050101,-7.54911017326448E1,3.88333822187841E1
H,1,1412170,300,3,10,26000,1,10005050101-131,10005050101,-7.54912582926997E1,3.88331619712608E1
H,1,1011082,300,3,10,32000,1,10005050101-132,10005050101,-7.54908293661456E1,3.88330286150017E1
H,1,1412170,300,3,10,26000,1,10005050101-133,10005050101,-7.54906640649802E1,3.8832579203722E1
H,1,171744,300,3,10,34000,1,10005050101-134,10005050101,-7.5489221102957E1,3.88319518917531E1
H,1,70722,300,3,10,32000,1,10005050101-135,10005050101,-7.54886888788931E1,3.88317992488542E1
H,1,431262,300,3,10,27800,1,10005050101-136,10005050101,-7.54881901557895E1,3.88312466078096E1
H,1,391944,300,3,10,34000,1,10005050101-137,10005050101,-7.54878677388703E1,3.88310623674527E1
H,1,391944,300,3,10,34000,1,10005050101-138,10005050101,-7.54860731703242E1,3.88299654659517E1
H,1,953055,300,3,10,30600,1,10005050101-139,10005050101,-7.5485272789154E1,3.88296263531403E1
H,1,105940,300,3,10,33200,1,10005050101-140,10005050101,-7.54832692601886E1,3.88288020952843E1
H,1,351202,300,3,10,30000,1,10005050101-141,10005050101,-7.54821341012106E1,3.88282105178787E1
H,1,1462996,300,3,10,28900,1,10005050101-142,10005050101,-7.54810469398145E1,3.88270839868365E1
H,1,1088960,300,3,10,29200,1,10005050101-143,10005050101,-7.54799484874408E1,3.8827276908366E1
H,1,351202,300,3,10,30000,1,10005050101-144,10005050101,-7.54807170515734E1,3.88270474001823E1
H,1,1088960,300,3,10,29200,1,10005050101-145,10005050101,-7.54793735755072E1,3.88264114989858E1
H,1,1122431,300,3,10,34000,1,10005050101-146,10005050101,-7.54788994366534E1,3.88263575096317E1
H,1,219102,300,3,10,34100,1,10005050101-147,10005050101,-7.54781493595321E1,3.88259873072031E1
H,1,542655,300,3,10,28200,1,10005050101-148,10005050101,-7.54772073472485E1,3.88258411149016E1
H,1,1235709,300,3,10,28200,1,10005050101-149,10005050101,-7.547654100218E1,3.88271267043008E1
H,1,1453306,300,3,10,16700,1,10005050101-150,10005050101,-7.54745331342107E1,3.882636230741E1
H,1,932498,300,3,10,27000,1,10005050101-151,10005050101,-7.54741293216602E1,3.88257164109296E1
H,1,866276,300,3,10,30800,1,10005050101-152,10005050101,-7.54750436926414E1,3.88270529377787E1
H,1,448112,300,3,10,33200,1,10005050101-153,10005050101,-7.5440323148004E1,3.88258652761124E1
H,1,123800,300,3,10,25000,1,10005050101-154,10005050101,-7.54395804473542E1,3.88266419993083E1
H,1,863994,300,3,10,29600,1,10005050101-155,10005050101,-7.5518876810411E1,3.88502366081321E1
H,1,302350,300,3,10,25400,1,10005050101-156,10005050101,-7.5519055794235E1,3.88513027794632E1
H,1,1290003,300,3,10,31000,1,10005050101-157,10005050101,-7.54392512947194E1,3.88946097842152E1
H,1,205671,300,3,10,28900,1,10005050101-158,10005050101,-7.54393633887771E1,3.88954071174573E1
H,1,310548,300,3,10,31500,1,10005050101-159,10005050101,-7.54391347155322E1,3.8896860184808E1
H,1,205671,300,3,10,28900,1,10005050101-160,10005050101,-7.54394351120237E1,3.88978144805426E1
H,1,452333,300,3,10,46800,1,10005050101-161,10005050101,-7.5439534548211E1,3.8897502150246E1
H,1,820696,300,3,10,28300,1,10005050101-162,10005050101,-7.54397117365303E1,3.88982265348674E1
H,1,350228,300,3,10,34040,1,10005050101-163,10005050101,-7.54395262114636E1,3.88994489801308E1
H,1,246589,300,3,10,26300,1,10005050101-164,10005050101,-7.5439642644463E1,3.89007298964281E1
H,1,1020757,300,3,10,30820,1,10005050101-165,10005050101,-7.54396968036911E1,3.8900491573509E1
H,1,950236,300,3,10,26190,1,10005050101-166,10005050101,-7.5439661786084E1,3.89026725739096E1
H,1,421763,300,3,10,30400,1,10005050101-167,10005050101,-7.54394776944334E1,3.89027042963182E1
H,1,950236,300,3,10,26190,1,10005050101-168,10005050101,-7.54403946404618E1,3.8904253039631E1
H,1,1431100,300,3,10,34600,1,10005050101-169,10005050101,-7.54406882809674E1,3.89047065634673E1
H,1,127258,300,3,10,27800,1,10005050101-170,10005050101,-7.5440523976843E1,3.89053039564033E1
H,1,527786,300,3,10,33800,1,10005050101-171,10005050101,-7.54407429585925E1,3.89050138912407E1
H,1,421763,300,3,10,30400,1,10005050101-172,10005050101,-7.54417188767886E1,3.8908878488039E1
H,1,374980,300,3,10,32000,1,10005050101-173,10005050101,-7.54420600335693E1,3.89081544741651E1
H,1,818999,300,3,10,29000,1,10005050101-174,10005050101,-7.54423091108391E1,3.89100565068504E1
H,1,918388,300,3,10,46000,1,10005050101-175,10005050101,-7.54432435460921E1,3.89098135579405E1
H,1,918388,300,3,10,46000,1,10005050101-176,10005050101,-7.54433413073446E1,3.89109475558108E1
H,1,867418,300,3,10,38000,1,10005050101-177,10005050101,-7.54436532421698E1,3.89115684098324E1
H,1,286527,300,3,10,35000,1,10005050101-178,10005050101,-7.54431636972384E1,3.8911612395866E1
H,1,1113712,300,3,10,40000,1,10005050101-179,10005050101,-7.54394913819498E1,3.8892813124665E1
H,1,286527,300,3,10,35000,1,10005050101-180,10005050101,-7.5439788624267E1,3.88918875857266E1
H,1,1417046,300,3,10,45000,1,10005050101-181,10005050101,-7.54399143705128E1,3.88932327951165E1
H,1,388761,300,3,10,45000,1,10005050101-182,10005050101,-7.543973114448E1,3.88949282895532E1
H,1,961309,300,3,10,48000,1,10005050101-183,10005050101,-7.5439740033761E1,3.88949288397127E1
H,1,949108,300,3,10,41700,1,10005050101-184,10005050101,-7.5439712728357E1,3.88959900347287E1
H,1,858542,300,3,10,48700,1,10005050101-185,10005050101,-7.54392091185126E1,3.88968231202983E1
H,1,155449,300,3,10,36000,1,10005050101-186,10005050101,-7.54398243690438E1,3.88976574732595E1
H,1,1364366,300,3,10,45000,1,10005050101-187,10005050101,-7.54401263264684E1,3.88998943558923E1
H,1,374820,300,3,10,36000,1,10005050101-188,10005050101,-7.54398443153824E1,3.89005901746205E1
H,1,374820,300,3,10,36000,1,10005050101-189,10005050101,-7.5439934060819E1,3.8901986930432E1
H,1,1364366,300,3,10,45000,1,10005050101-190,10005050101,-7.54400937851932E1,3.89027873634375E1
H,1,155449,300,3,10,36000,1,10005050101-191,10005050101,-7.54402379401783E1,3.8903446566851E1
H,1,374820,300,3,10,36000,1,10005050101-192,10005050101,-7.54406442853407E1,3.89050295516337E1
H,1,1320273,300,3,10,35700,1,10005050101-193,10005050101,-7.5440269035509E1,3.8904181678146E1
H,1,936745,300,3,10,47000,1,10005050101-194,10005050101,-7.5441209954687E1,3.89059058201366E1
H,1,1281634,300,3,10,40200,1,10005050101-195,10005050101,-7.54420772829353E1,3.89069543613335E1
H,1,2212,300,3,10,45000,1,10005050101-196,10005050101,-7.54422956889475E1,3.89075396832274E1
H,1,858542,300,3,10,48700,1,10005050101-197,10005050101,-7.54423238851716E1,3.89084177068581E1
H,1,1135285,300,3,10,39600,1,10005050101-198,10005050101,-7.5442769199245E1,3.89093709048857E1
H,1,949108,300,3,10,41700,1,10005050101-199,10005050101,-7.54430628172254E1,3.89102561591523E1
H,1,155449,300,3,10,36000,1,10005050101-200,10005050101,-7.54435699146942E1,3.89113633957161E1
H,1,1263226,300,3,10,49700,1,10005050101-201,10005050101,-7.5439086965404E1,3.88621083424762E1
H,1,1303716,300,3,10,44600,1,10005050101-202,10005050101,-7.54392574507864E1,3.88623254564771E1
H,1,1263226,300,3,10,49700,1,10005050101-203,10005050101,-7.5438891174446E1,3.8859997656557E1
H,1,853333,300,3,10,40700,1,10005050101-204,10005050101,-7.54392900562938E1,3.88606773960643E1
H,1,299425,300,3,10,47000,1,10005050101-205,10005050101,-7.543928034009E1,3.88613746408141E1
H,1,516549,300,3,10,45200,1,10005050101-206,10005050101,-7.54387546297725E1,3.8861482974404E1
H,1,1263226,300,3,10,49700,1,10005050101-207,10005050101,-7.54391422168051E1,3.88643088883444E1
H,1,927582,300,3,10,38000,1,10005050101-208,10005050101,-7.5438929145881E1,3.88636741437263E1
H,1,706799,300,3,10,40000,1,10005050101-209,10005050101,-7.54392606754985E1,3.88665546610561E1
H,1,706799,300,3,10,40000,1,10005050101-210,10005050101,-7.54390517817424E1,3.88676662067395E1
H,1,361347,300,3,10,37800,1,10005050101-211,10005050101,-7.54391386923771E1,3.8870007740709E1
H,1,320750,300,3,10,40800,1,10005050101-212,10005050101,-7.54389090939437E1,3.88701130592846E1
H,1,706799,300,3,10,40000,1,10005050101-213,10005050101,-7.54393358176281E1,3.8871236537694E1
H,1,273803,300,3,10,40000,1,10005050101-214,10005050101,-7.54392273207613E1,3.88721852395931E1
H,1,761155,300,3,10,38000,1,10005050101-215,10005050101,-7.54389643069181E1,3.8871847708208E1
H,1,706799,300,3,10,40000,1,10005050101-216,10005050101,-7.54393285733545E1,3.88745390628416E1
H,1,406303,300,3,10,35000,1,10005050101-217,10005050101,-7.54393168518775E1,3.88735951930443E1
H,1,41013,300,3,10,42300,1,10005050101-218,10005050101,-7.54393423202974E1,3.8875746619759E1
H,1,705699,300,3,10,46600,1,10005050101-219,10005050101,-7.54391369520777E1,3.8875680363229E1
H,1,252344,300,3,10,42000,1,10005050101-220,10005050101,-7.54396680429883E1,3.88797689029716E1
H,1,1346658,300,3,10,39500,1,10005050101-221,10005050101,-7.54392404334052E1,3.8879149296861E1
H,1,599916,300,3,10,43900,1,10005050101-222,10005050101,-7.54390074558524E1,3.88822704159936E1
H,1,235740,300,3,10,42600,1,10005050101-223,10005050101,-7.54390161364928E1,3.88841302447376E1
H,1,1283962,300,3,10,46200,1,10005050101-224,10005050101,-7.54395490182727E1,3.8886535286908E1
H,1,85895,300,3,10,41430,1,10005050101-225,10005050101,-7.5439529188952E1,3.88876594243605E1
H,1,310132,300,3,10,42500,1,10005050101-226,10005050101,-7.54392089554187E1,3.88887526551752E1
H,1,310132,300,3,10,42500,1,10005050101-227,10005050101,-7.54394097242962E1,3.88909641851847E1
H,1,767496,300,3,10,38300,1,10005050101-228,10005050101,-7.54392102242093E1,3.88888776583166E1
H,1,170460,300,3,10,41820,1,10005050101-229,10005050101,-7.54395307135813E1,3.8889162324393E1
H,1,1039489,300,3,10,47000,1,10005050101-230,10005050101,-7.5439409727755E1,3.88581853457934E1
H,1,835371,300,3,10,37300,1,10005050101-231,10005050101,-7.54395325654223E1,3.885991949634E1
H,1,1283962,300,3,10,46200,1,10005050101-232,10005050101,-7.5439511029356E1,3.88585060371248E1
H,1,1380455,300,3,10,35310,1,10005050101-233,10005050101,-7.54393457969565E1,3.88621078977338E1
H,1,986127,300,3,10,45110,1,10005050101-234,10005050101,-7.54394918548248E1,3.8862024970532E1
H,1,255549,300,3,10,46000,1,10005050101-235,10005050101,-7.54391475273936E1,3.88607149128831E1
H,1,235740,300,3,10,42600,1,10005050101-236,10005050101,-7.54397237438392E1,3.88609648514815E1
H,1,1388116,300,3,10,44800,1,10005050101-237,10005050101,-7.5439417429329E1,3.88646764878213E1
H,1,662844,300,3,10,39900,1,10005050101-238,10005050101,-7.5439671849618E1,3.8864431910972E1
H,1,1058086,300,3,10,46800,1,10005050101-239,10005050101,-7.54393056192843E1,3.88655785185747E1
H,1,1013401,300,3,10,46800,1,10005050101-240,10005050101,-7.54393060304254E1,3.88663455764128E1
H,1,588983,300,3,10,38800,1,10005050101-241,10005050101,-7.54393480259571E1,3.88684661030074E1
H,1,578482,300,3,10,40060,1,10005050101-242,10005050101,-7.54391707041773E1,3.88690897980673E1
H,1,662844,300,3,10,39900,1,10005050101-243,10005050101,-7.5439249442946E1,3.88689381318712E1
H,1,865236,300,3,10,49500,1,10005050101-244,10005050101,-7.54393301241285E1,3.88702718802573E1
H,1,865236,300,3,10,49500,1,10005050101-245,10005050101,-7.54392098560178E1,3.8869548452808E1
H,1,1013401,300,3,10,46800,1,10005050101-246,10005050101,-7.54396071861348E1,3.88716951327647E1
H,1,502232,300,3,10,49700,1,10005050101-247,10005050101,-7.54392176069134E1,3.88711790283636E1
H,1,1418032,300,3,10,36200,1,10005050101-248,10005050101,-7.5439539447316E1,3.8872115930621E1
H,1,1056782,300,3,10,44900,1,10005050101-249,10005050101,-7.54394125055565E1,3.88711739538146E1
H,1,502232,300,3,10,49700,1,10005050101-250,10005050101,-7.54395348492254E1,3.88754700800978E1
H,1,1078567,300,3,10,39000,1,10005050101-251,10005050101,-7.54395795417256E1,3.88750992656804E1
H,1,1476670,300,3,10,36000,1,10005050101-252,10005050101,-7.54393177919988E1,3.88768664900083E1
H,1,1212055,300,3,10,35000,1,10005050101-253,10005050101,-7.54395316124778E1,3.88767391088126E1
H,1,1042884,300,3,10,43800,1,10005050101-254,10005050101,-7.54396993022616E1,3.88770602334064E1
H,1,1039615,300,3,10,56030,1,10005050101-255,10005050101,-7.54399493776496E1,3.88785808370024E1
H,1,847808,300,3,10,75000,1,10005050101-256,10005050101,-7.54393516618994E1,3.88796878954982E1
H,1,1372977,300,3,10,50000,1,10005050101-257,10005050101,-7.54395268888865E1,3.88812745026742E1
H,1,847808,300,3,10,75000,1,10005050101-258,10005050101,-7.54394254739085E1,3.8882048099207E1
H,1,1330780,300,3,10,70000,1,10005050101-259,10005050101,-7.54396722216826E1,3.88834030563274E1
