RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude,RT,puma_id,ST,SEX,AGEP,SCH,SCHG,RELP,HISP,ESR,PINCP,NATIVITY,OCCP,POBP,RAC1P,SYNTHETIC_PID,school_id,workplace_id
H,1,666613,104,3,10,9200,1,10003016305-1,10003016305,-7.55956304201201E1,3.96475638531757E1,P,103,10,2,21,2,15,0,1,1,9200,1,2540,6,1,10003016305-1-1,,463547174
H,1,387201,104,3,10,0,1,10003016305-2,10003016305,-7.56304554709853E1,3.96055249556898E1,P,200,10,2,53,1,,0,1,6,0,1,4110,10,1,10003016305-2-2,,
H,1,1332975,104,3,10,490,1,10003016305-3,10003016305,-7.56302329345943E1,3.96052918393266E1,P,300,10,2,48,2,15,0,1,6,490,1,,24,1,10003016305-3-3,,
H,1,101510,104,3,10,1900,1,10003016305-4,10003016305,-7.56299419954463E1,3.96066412621688E1,P,300,10,2,56,1,,0,1,6,1900,1,6420,10,1,10003016305-4-4,,
H,1,718931,104,3,10,10,1,10003016305-5,10003016305,-7.56298958000761E1,3.96063244679157E1,P,300,10,1,63,1,,0,1,6,10,1,,34,1,10003016305-5-5,,
H,1,1406099,104,3,10,6200,1,10003016305-6,10003016305,-7.56301737586438E1,3.96067685356182E1,P,300,10,1,69,1,,0,1,6,6200,1,,24,1,10003016305-6-6,,
H,1,397144,104,3,10,7500,1,10003016305-7,10003016305,-7.56300668888035E1,3.96066557227251E1,P,300,10,2,76,1,,0,1,6,7500,1,,42,1,10003016305-7-7,,
H,1,603628,104,3,10,5000,1,10003016305-8,10003016305,-7.56298843484504E1,3.96073476377341E1,P,104,10,2,86,1,,0,1,6,5000,1,,34,1,10003016305-8-8,,
H,1,102644,104,3,10,0,1,10003016305-9,10003016305,-7.56300371716126E1,3.96071501715611E1,P,101,10,2,19,2,14,0,1,6,0,1,,10,2,10003016305-9-9,100130000276,
H,1,981965,104,3,10,0,1,10003016305-10,10003016305,-7.5630249958417E1,3.96075188200292E1,P,200,10,2,23,3,11,0,1,3,0,1,9920,10,2,10003016305-10-10,A9501052,
