RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude,RT,puma_id,ST,SEX,AGEP,SCH,SCHG,RELP,HISP,ESR,PINCP,NATIVITY,OCCP,POBP,RAC1P,SYNTHETIC_PID,school_id,workplace_id
H,1,1235711,104,3,10,0,1,10003016100-1,10003016100,-7.5561581875999E1,3.96588167401055E1,P,300,10,1,54,1,,0,1,6,0,1,,24,1,10003016100-1-1,,
H,1,1235711,104,3,10,0,1,10003016100-2,10003016100,-7.55614138283504E1,3.96590707005721E1,P,300,10,1,54,1,,0,1,6,0,1,,24,1,10003016100-2-2,,
H,1,791265,104,3,10,0,1,10003016100-3,10003016100,-7.55619510146227E1,3.96587560071381E1,P,300,10,1,52,1,,0,1,6,0,1,,10,1,10003016100-3-3,,
H,1,811935,104,3,10,0,1,10003016100-4,10003016100,-7.55619467265254E1,3.96588464360757E1,P,300,10,2,60,1,,0,1,6,0,1,,36,1,10003016100-4-4,,
H,1,523721,104,3,10,7300,1,10003016100-5,10003016100,-7.55621265195383E1,3.96597289508186E1,P,101,10,2,64,1,,0,3,6,7300,1,,72,1,10003016100-5-5,,
H,1,744959,104,3,10,8000,1,10003016100-6,10003016100,-7.55622482515525E1,3.96585976043032E1,P,200,10,1,67,1,,0,1,6,8000,1,,24,1,10003016100-6-6,,
H,1,784926,104,3,10,7000,1,10003016100-7,10003016100,-7.55621799254368E1,3.96588378065901E1,P,300,10,1,69,1,,0,1,1,7000,1,4700,24,1,10003016100-7-7,,615079787
H,1,1467987,104,3,10,3500,1,10003016100-8,10003016100,-7.55626046203528E1,3.9658949532204E1,P,102,10,2,71,1,,0,1,6,3500,1,,42,1,10003016100-8-8,,
H,1,1140536,104,3,10,4200,1,10003016100-9,10003016100,-7.55626482294085E1,3.96589283538735E1,P,300,10,1,83,1,,0,1,6,4200,1,,10,1,10003016100-9-9,,
H,1,466491,104,3,10,0,1,10003016100-10,10003016100,-7.55615244588368E1,3.96595032618963E1,P,300,10,2,78,1,,0,1,6,0,1,,34,1,10003016100-10-10,,
H,1,851865,104,3,10,3400,1,10003016100-11,10003016100,-7.55617879687813E1,3.96589379953847E1,P,101,10,1,77,1,,0,1,6,3400,1,,10,1,10003016100-11-11,,
H,1,51899,104,3,10,2200,1,10003016100-12,10003016100,-7.55619913287881E1,3.96589017866682E1,P,102,10,2,81,1,,0,1,6,2200,1,,40,1,10003016100-12-12,,
H,1,476958,104,3,10,0,1,10003016100-13,10003016100,-7.5561575554919E1,3.96589861997674E1,P,101,10,2,89,1,,0,1,6,0,1,,10,1,10003016100-13-13,,
H,1,861353,104,3,10,0,1,10003016100-14,10003016100,-7.55618487938368E1,3.96585273097707E1,P,300,10,1,93,1,,0,1,6,0,2,,157,1,10003016100-14-14,,
H,1,1066127,104,3,10,0,1,10003016100-15,10003016100,-7.55623995826152E1,3.9658423982096E1,P,101,10,1,48,1,,0,1,6,0,1,,10,2,10003016100-15-15,,
H,1,1128561,104,3,10,8700,1,10003016100-16,10003016100,-7.55625749694575E1,3.96580984731366E1,P,104,10,2,50,1,,0,1,6,8700,1,,10,2,10003016100-16-16,,
H,1,1189745,104,3,10,2400,1,10003016100-17,10003016100,-7.5562845906772E1,3.96585299110103E1,P,101,10,1,58,1,,0,1,3,2400,1,4220,5,2,10003016100-17-17,,
H,1,826220,104,3,10,4000,1,10003016100-18,10003016100,-7.55632712652293E1,3.96590771451253E1,P,101,10,1,67,1,,0,1,6,4000,2,7200,333,2,10003016100-18-18,,
H,1,543859,104,3,10,2100,1,10003016100-19,10003016100,-7.55633480027588E1,3.96587596180368E1,P,101,10,2,72,1,,0,1,6,2100,1,,24,2,10003016100-19-19,,
H,1,1475287,104,3,10,6900,1,10003016100-20,10003016100,-7.5563130994454E1,3.96588094449414E1,P,200,10,2,82,1,,0,1,6,6900,1,,10,2,10003016100-20-20,,
H,1,455456,104,3,10,0,1,10003016100-21,10003016100,-7.55632389254104E1,3.96591450483997E1,P,200,10,2,85,1,,0,1,6,0,1,3420,36,2,10003016100-21-21,,
H,1,1462786,104,3,10,8900,1,10003016100-22,10003016100,-7.55635248430112E1,3.96591018242215E1,P,300,10,2,65,1,,0,1,6,8900,1,,10,9,10003016100-22-22,,
H,1,1487068,104,3,10,7400,1,10003016100-23,10003016100,-7.55664312110443E1,3.96622844556665E1,P,200,10,2,79,1,,0,1,6,7400,1,,24,9,10003016100-23-23,,
H,1,494843,104,3,10,6100,1,10003016100-24,10003016100,-7.55667445654983E1,3.96623263959122E1,P,200,10,2,76,1,,0,1,6,6100,1,,39,9,10003016100-24-24,,
H,1,494843,104,3,10,6100,1,10003016100-25,10003016100,-7.55658246874381E1,3.96625048657188E1,P,200,10,2,76,1,,0,1,6,6100,1,,39,9,10003016100-25-25,,
H,1,1165106,104,3,10,13000,1,10003016100-26,10003016100,-7.55659093974146E1,3.9662810725298E1,P,101,10,2,43,1,,0,3,6,13000,1,,72,1,10003016100-26-26,,
H,1,228627,104,3,10,12000,1,10003016100-27,10003016100,-7.55658748369455E1,3.96624074709396E1,P,300,10,1,49,1,,0,1,6,12000,1,4965,42,1,10003016100-27-27,,
H,1,228627,104,3,10,12000,1,10003016100-28,10003016100,-7.5566101653855E1,3.96626317079605E1,P,300,10,1,49,1,,0,1,6,12000,1,4965,42,1,10003016100-28-28,,
H,1,870296,104,3,10,13500,1,10003016100-29,10003016100,-7.55654784662947E1,3.96630417168585E1,P,300,10,1,49,1,,0,1,6,13500,1,,51,1,10003016100-29-29,,
H,1,89349,104,3,10,45000,1,10003016100-30,10003016100,-7.55656311730981E1,3.96629188305781E1,P,200,10,2,59,1,,0,1,1,45000,1,1107,10,1,10003016100-30-30,,528725831
H,1,581816,104,3,10,11040,1,10003016100-31,10003016100,-7.55650767670793E1,3.96631283489024E1,P,102,10,2,63,1,,0,1,6,11040,1,5100,25,1,10003016100-31-31,,
H,1,1237121,104,3,10,13590,1,10003016100-32,10003016100,-7.5564270629921E1,3.96641131162332E1,P,300,10,2,69,1,,0,1,1,13590,1,5110,42,1,10003016100-32-32,,816345706
H,1,1165349,104,3,10,11100,1,10003016100-33,10003016100,-7.55647385815841E1,3.96634221378564E1,P,300,10,1,70,1,,0,1,6,11100,2,,110,1,10003016100-33-33,,
H,1,300183,104,3,10,13380,1,10003016100-34,10003016100,-7.55648027261377E1,3.96636264565755E1,P,300,10,2,65,1,,0,1,6,13380,1,,10,1,10003016100-34-34,,
H,1,534382,104,3,10,12000,1,10003016100-35,10003016100,-7.55646845981947E1,3.9664223990079E1,P,104,10,1,67,1,,0,1,6,12000,1,9610,10,1,10003016100-35-35,,
H,1,300183,104,3,10,13380,1,10003016100-36,10003016100,-7.556523437125E1,3.96641611440106E1,P,300,10,2,65,1,,0,1,6,13380,1,,10,1,10003016100-36-36,,
H,1,173975,104,3,10,14400,1,10003016100-37,10003016100,-7.55638307921217E1,3.96600793732216E1,P,102,10,2,81,1,,0,1,6,14400,1,3255,10,1,10003016100-37-37,,
H,1,1027536,104,3,10,14500,1,10003016100-38,10003016100,-7.55668137096506E1,3.9661647498958E1,P,300,10,2,77,1,,0,1,6,14500,1,,24,1,10003016100-38-38,,
