RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude,RT,puma_id,ST,SEX,AGEP,SCH,SCHG,RELP,HISP,ESR,PINCP,NATIVITY,OCCP,POBP,RAC1P,SYNTHETIC_PID,school_id,workplace_id
H,1,791265,104,3,10,0,1,10003016000-1,10003016000,-7.5565843031064E1,3.96781396446802E1,P,300,10,1,52,1,,0,1,6,0,1,,10,1,10003016000-1-1,,
H,1,104055,104,3,10,9800,1,10003016000-2,10003016000,-7.55659650571574E1,3.96777105178381E1,P,102,10,2,89,1,,0,1,6,9800,1,,10,1,10003016000-2-2,,
H,1,849818,104,3,10,5000,1,10003016000-3,10003016000,-7.55663279822105E1,3.96785290611962E1,P,104,10,2,60,1,,0,1,1,5000,1,4720,10,1,10003016000-3-3,,635179013
H,1,790185,104,3,10,9000,1,10003016000-4,10003016000,-7.55657760483814E1,3.96785402884725E1,P,101,10,2,67,1,,0,1,6,9000,1,,42,1,10003016000-4-4,,
H,1,1321421,104,3,10,5800,1,10003016000-5,10003016000,-7.55660755597498E1,3.96789314888481E1,P,102,10,2,65,1,,0,1,6,5800,2,1965,110,1,10003016000-5-5,,
H,1,956314,104,3,10,0,1,10003016000-6,10003016000,-7.55661806695078E1,3.96790908424168E1,P,102,10,1,80,1,,0,1,6,0,1,,37,1,10003016000-6-6,,
H,1,102644,104,3,10,0,1,10003016000-7,10003016000,-7.55657635849044E1,3.9679058678822E1,P,101,10,2,19,2,14,0,1,6,0,1,,10,2,10003016000-7-7,100130000004,
H,1,694540,104,3,10,9100,1,10003016000-8,10003016000,-7.55686886344541E1,3.96781070594973E1,P,200,10,1,42,1,,0,1,6,9100,1,,36,2,10003016000-8-8,,
H,1,547054,104,3,10,8000,1,10003016000-9,10003016000,-7.55686868010806E1,3.96775619584505E1,P,101,10,1,54,1,,0,1,6,8000,1,,10,2,10003016000-9-9,,
H,1,1128561,104,3,10,8700,1,10003016000-10,10003016000,-7.55691504218741E1,3.96779107437748E1,P,104,10,2,50,1,,0,1,6,8700,1,,10,2,10003016000-10-10,,
H,1,1189745,104,3,10,2400,1,10003016000-11,10003016000,-7.55686275983622E1,3.96778196162297E1,P,101,10,1,58,1,,0,1,3,2400,1,4220,5,2,10003016000-11-11,,
H,1,1116768,104,3,10,9500,1,10003016000-12,10003016000,-7.55680484163671E1,3.9677897087062E1,P,200,10,1,55,1,,0,1,1,9500,1,4220,10,2,10003016000-12-12,,121514251
H,1,51026,104,3,10,9370,1,10003016000-13,10003016000,-7.5567759150004E1,3.96773480232667E1,P,103,10,2,61,1,,0,1,3,9370,1,5240,45,2,10003016000-13-13,,
H,1,535307,104,3,10,0,1,10003016000-14,10003016000,-7.55680491586286E1,3.96777210787377E1,P,101,10,2,69,1,,0,1,6,0,1,,10,2,10003016000-14-14,,
H,1,931890,104,3,10,0,1,10003016000-15,10003016000,-7.55675115500215E1,3.96778199350253E1,P,101,10,2,72,1,,0,1,6,0,1,,10,2,10003016000-15-15,,
H,1,820110,104,3,10,9900,1,10003016000-16,10003016000,-7.55677141948917E1,3.96779455115483E1,P,103,10,2,68,1,,0,1,6,9900,1,,42,2,10003016000-16-16,,
H,1,1040847,104,3,10,0,1,10003016000-17,10003016000,-7.55673857719473E1,3.96779335755916E1,P,300,10,2,74,1,,0,1,6,0,1,,10,2,10003016000-17-17,,
H,1,1433939,104,3,10,8400,1,10003016000-18,10003016000,-7.55670411809313E1,3.96781160553077E1,P,200,10,2,70,1,,0,1,6,8400,1,,51,2,10003016000-18-18,,
H,1,535307,104,3,10,0,1,10003016000-19,10003016000,-7.55671253973364E1,3.96780116204357E1,P,101,10,2,69,1,,0,1,6,0,1,,10,2,10003016000-19-19,,
H,1,686472,104,3,10,8400,1,10003016000-20,10003016000,-7.556682249536E1,3.96780570050054E1,P,300,10,2,81,1,,0,1,6,8400,1,,24,2,10003016000-20-20,,
H,1,686472,104,3,10,8400,1,10003016000-21,10003016000,-7.55697604933471E1,3.9678209673678E1,P,300,10,2,81,1,,0,1,6,8400,1,,24,2,10003016000-21-21,,
H,1,148696,104,3,10,9000,1,10003016000-22,10003016000,-7.55697362641802E1,3.96779958422588E1,P,101,10,1,52,1,,0,3,6,9000,1,,72,8,10003016000-22-22,,
H,1,1211701,104,3,10,7500,1,10003016000-23,10003016000,-7.55706284686397E1,3.96779295516013E1,P,104,10,1,63,1,,0,10,3,7500,2,4850,316,8,10003016000-23-23,,
H,1,735539,104,3,10,4200,1,10003016000-24,10003016000,-7.5566612770069E1,3.96792686936085E1,P,101,10,2,74,1,,0,3,6,4200,1,,72,8,10003016000-24-24,,
H,1,1165106,104,3,10,13000,1,10003016000-25,10003016000,-7.55666585814541E1,3.96792859005805E1,P,101,10,2,43,1,,0,3,6,13000,1,,72,1,10003016000-25-25,,
H,1,633903,104,3,10,10800,1,10003016000-26,10003016000,-7.55669568448001E1,3.9678602378942E1,P,300,10,2,51,1,,0,1,6,10800,1,,10,1,10003016000-26-26,,
H,1,1062062,104,3,10,12000,1,10003016000-27,10003016000,-7.55667490328276E1,3.96793042603101E1,P,103,10,2,54,1,,0,1,3,12000,1,5700,34,1,10003016000-27-27,,
H,1,228627,104,3,10,12000,1,10003016000-28,10003016000,-7.55665966645474E1,3.96790047049103E1,P,300,10,1,49,1,,0,1,6,12000,1,4965,42,1,10003016000-28-28,,
H,1,1406338,104,3,10,13200,1,10003016000-29,10003016000,-7.55669922493048E1,3.96782456272103E1,P,101,10,1,56,1,,0,1,6,13200,1,,34,1,10003016000-29-29,,
H,1,316859,104,3,10,14900,1,10003016000-30,10003016000,-7.55666093208515E1,3.96788562428298E1,P,200,10,1,61,1,,0,1,6,14900,1,,10,1,10003016000-30-30,,
H,1,1000514,104,3,10,14400,1,10003016000-31,10003016000,-7.55670386022667E1,3.96781453599546E1,P,300,10,2,68,1,,0,1,6,14400,1,,42,1,10003016000-31-31,,
