RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude,RT,puma_id,ST,SEX,AGEP,SCH,SCHG,RELP,HISP,ESR,PINCP,NATIVITY,OCCP,POBP,RAC1P,SYNTHETIC_PID,school_id,workplace_id
H,1,1235711,104,3,10,0,1,10003016904-1,10003016904,-7.5545528098776E1,3.94024558472046E1,P,300,10,1,54,1,,0,1,6,0,1,,24,1,10003016904-1-1,,
H,1,376529,104,3,10,6700,1,10003016904-2,10003016904,-7.5546838719077E1,3.94037802773872E1,P,101,10,2,64,1,,0,1,6,6700,1,710,51,1,10003016904-2-2,,
H,1,1406099,104,3,10,6200,1,10003016904-3,10003016904,-7.5528809425806E1,3.93653373076256E1,P,300,10,1,69,1,,0,1,6,6200,1,,24,1,10003016904-3-3,,
H,1,1020419,104,3,10,8000,1,10003016904-4,10003016904,-7.55341080919751E1,3.9369492334316E1,P,300,10,2,74,1,,0,1,6,8000,1,3255,42,1,10003016904-4-4,,
H,1,51899,104,3,10,2200,1,10003016904-5,10003016904,-7.55341755370071E1,3.9369855947387E1,P,102,10,2,81,1,,0,1,6,2200,1,,40,1,10003016904-5-5,,
H,1,770453,104,3,10,30000,1,10003016904-6,10003016904,-7.5531803371373E1,3.93669859189648E1,P,102,10,1,41,1,,0,1,1,30000,1,4110,10,1,10003016904-6-6,,528707961
H,1,726392,104,3,10,13050,1,10003016904-7,10003016904,-7.5531441224417E1,3.93701235025233E1,P,102,10,1,54,1,,0,1,3,13050,1,940,10,1,10003016904-7-7,,
H,1,936599,104,3,10,10000,1,10003016904-8,10003016904,-7.5525342456795E1,3.93691327060005E1,P,200,10,1,49,1,,0,1,3,10000,1,9130,25,1,10003016904-8-8,,
H,1,904359,104,3,10,12990,1,10003016904-9,10003016904,-7.55202639129801E1,3.93653017578096E1,P,104,10,1,54,1,,0,1,3,12990,2,830,235,1,10003016904-9-9,,
H,1,1070195,104,3,10,13190,1,10003016904-10,10003016904,-7.55293513463517E1,3.9369678868808E1,P,300,10,2,49,1,,0,1,1,13190,1,4110,10,1,10003016904-10-10,,400715122
H,1,786421,104,3,10,14000,1,10003016904-11,10003016904,-7.5519328482925E1,3.93646349453937E1,P,300,10,2,46,1,,0,1,1,14000,1,5700,39,1,10003016904-11-11,,8305641
H,1,806374,104,3,10,10100,1,10003016904-12,10003016904,-7.55274915416373E1,3.93698696352983E1,P,300,10,1,48,1,,0,1,1,10100,1,800,24,1,10003016904-12-12,,563008192
H,1,805645,104,3,10,11800,1,10003016904-13,10003016904,-7.55188523472687E1,3.9364049874731E1,P,300,10,2,58,1,,0,1,1,11800,2,8320,110,1,10003016904-13-13,,603537259
H,1,1286019,104,3,10,11000,1,10003016904-14,10003016904,-7.55411005743028E1,3.93661242261896E1,P,102,10,2,63,1,,0,1,1,11000,1,5860,10,1,10003016904-14-14,,816183693
H,1,1286019,104,3,10,11000,1,10003016904-15,10003016904,-7.55409660985212E1,3.93665215812226E1,P,102,10,2,63,1,,0,1,1,11000,1,5860,10,1,10003016904-15-15,,400852513
H,1,171888,104,3,10,14500,1,10003016904-16,10003016904,-7.55407040575448E1,3.93658079717858E1,P,101,10,2,63,1,,0,1,1,14500,1,710,39,1,10003016904-16-16,,528714702
H,1,581816,104,3,10,11040,1,10003016904-17,10003016904,-7.55418799949017E1,3.93699942446533E1,P,102,10,2,63,1,,0,1,6,11040,1,5100,25,1,10003016904-17-17,,
H,1,767273,104,3,10,12000,1,10003016904-18,10003016904,-7.5535014582494E1,3.93700507578158E1,P,103,10,1,68,1,,0,1,6,12000,1,,47,1,10003016904-18-18,,
H,1,1072384,104,3,10,12000,1,10003016904-19,10003016904,-7.55384689954496E1,3.93702951308454E1,P,103,10,2,68,1,,0,1,6,12000,1,,34,1,10003016904-19-19,,
H,1,1072384,104,3,10,12000,1,10003016904-20,10003016904,-7.55396522927485E1,3.93700408898583E1,P,103,10,2,68,1,,0,1,6,12000,1,,34,1,10003016904-20-20,,
H,1,428801,104,3,10,14700,1,10003016904-21,10003016904,-7.55265737802677E1,3.9377337700959E1,P,103,10,2,67,1,,0,1,6,14700,1,,21,1,10003016904-21-21,,
H,1,1273123,104,3,10,12000,1,10003016904-22,10003016904,-7.553148887729E1,3.93719101106256E1,P,300,10,2,74,1,,0,1,6,12000,1,,36,1,10003016904-22-22,,
H,1,1052541,104,3,10,14300,1,10003016904-23,10003016904,-7.553270151552E1,3.93735466944548E1,P,103,10,2,83,1,,0,1,6,14300,1,,10,1,10003016904-23-23,,
H,1,227239,104,3,10,14410,1,10003016904-24,10003016904,-7.5533994760556E1,3.93758653939338E1,P,103,10,1,78,1,,0,1,6,14410,1,,42,1,10003016904-24-24,,
H,1,361248,104,3,10,10500,1,10003016904-25,10003016904,-7.55416139931166E1,3.93744353891874E1,P,300,10,2,76,1,,0,1,6,10500,1,,10,1,10003016904-25-25,,
H,1,227239,104,3,10,14410,1,10003016904-26,10003016904,-7.55384339339588E1,3.93752989999428E1,P,103,10,1,78,1,,0,1,6,14410,1,,42,1,10003016904-26-26,,
H,1,1008333,104,3,10,14210,1,10003016904-27,10003016904,-7.55373128324542E1,3.93757093205016E1,P,300,10,2,89,1,,0,1,6,14210,2,,128,1,10003016904-27-27,,
H,1,34096,104,3,10,12000,1,10003016904-28,10003016904,-7.55382581156705E1,3.93749896643393E1,P,200,10,2,85,1,,0,1,6,12000,1,,24,1,10003016904-28-28,,
H,1,1412360,104,3,10,11000,1,10003016904-29,10003016904,-7.55464300671031E1,3.93736161512562E1,P,300,10,2,48,1,,0,3,6,11000,1,,10,9,10003016904-29-29,,
H,1,1277619,104,3,10,17004,1,10003016904-30,10003016904,-7.55305181493372E1,3.93727044680526E1,P,102,10,1,44,1,,0,1,1,17004,1,7750,10,1,10003016904-30-30,,816250799
H,1,1474676,104,3,10,23000,1,10003016904-31,10003016904,-7.55268813502708E1,3.93756691986014E1,P,200,10,1,49,1,,0,1,1,23000,1,4720,10,1,10003016904-31-31,,312255789
H,1,1474676,104,3,10,23000,1,10003016904-32,10003016904,-7.55286655587084E1,3.93727460449382E1,P,200,10,1,49,1,,0,1,1,23000,1,4720,10,1,10003016904-32-32,,200054260
H,1,1072633,104,3,10,16000,1,10003016904-33,10003016904,-7.55476137551873E1,3.93749892900674E1,P,200,10,1,53,1,,0,1,3,16000,1,340,10,1,10003016904-33-33,,
H,1,351780,104,3,10,16630,1,10003016904-34,10003016904,-7.55472563679906E1,3.9377525031059E1,P,101,10,1,63,1,,0,1,6,16630,1,3600,34,1,10003016904-34-34,,
H,1,499686,104,3,10,18400,1,10003016904-35,10003016904,-7.5526021432217E1,3.9378173184825E1,P,102,10,1,62,1,,0,1,6,18400,1,,10,1,10003016904-35-35,,
H,1,886779,104,3,10,15000,1,10003016904-36,10003016904,-7.55348290679685E1,3.93830628894383E1,P,300,10,2,62,1,,0,1,6,15000,1,,42,1,10003016904-36-36,,
H,1,66994,104,3,10,24000,1,10003016904-37,10003016904,-7.55344869506822E1,3.93773797507546E1,P,104,10,2,60,1,,0,1,6,24000,1,,10,1,10003016904-37-37,,
H,1,610171,104,3,10,18100,1,10003016904-38,10003016904,-7.55346029599383E1,3.93806275559727E1,P,300,10,2,64,1,,0,1,6,18100,1,,51,1,10003016904-38-38,,
H,1,66994,104,3,10,24000,1,10003016904-39,10003016904,-7.55264528831366E1,3.93862897748347E1,P,104,10,2,60,1,,0,1,6,24000,1,,10,1,10003016904-39-39,,
H,1,1254054,104,3,10,24000,1,10003016904-40,10003016904,-7.5534786868385E1,3.93815859084725E1,P,300,10,1,67,1,,0,1,6,24000,1,,51,1,10003016904-40-40,,
H,1,1358891,104,3,10,20200,1,10003016904-41,10003016904,-7.55346183364613E1,3.93810165547861E1,P,300,10,2,66,1,,0,1,6,20200,1,2860,51,1,10003016904-41-41,,
H,1,1414327,104,3,10,21870,1,10003016904-42,10003016904,-7.55275530809275E1,3.93858633712442E1,P,200,10,1,72,1,,0,1,6,21870,1,,24,1,10003016904-42-42,,
H,1,808081,104,3,10,24300,1,10003016904-43,10003016904,-7.55261466764454E1,3.93877999476108E1,P,103,10,2,72,1,,0,1,6,24300,1,,42,1,10003016904-43-43,,
H,1,1421479,104,3,10,22800,1,10003016904-44,10003016904,-7.56007335366127E1,3.94217994188554E1,P,104,10,2,73,1,,0,1,6,22800,1,5700,10,1,10003016904-44-44,,
H,1,1161378,104,3,10,18700,1,10003016904-45,10003016904,-7.5600951352216E1,3.94219592385294E1,P,101,10,1,81,1,,0,1,6,18700,1,,42,1,10003016904-45-45,,
H,1,907891,104,3,10,21000,1,10003016904-46,10003016904,-7.5600662373036E1,3.94211108816692E1,P,300,10,2,82,1,,0,1,6,21000,1,,10,1,10003016904-46-46,,
H,1,646561,104,3,10,18000,1,10003016904-47,10003016904,-7.55749341355415E1,3.94237491491888E1,P,102,10,2,82,1,,0,1,6,18000,1,,42,1,10003016904-47-47,,
H,1,1186034,104,3,10,22600,1,10003016904-48,10003016904,-7.55729988687923E1,3.94263721897324E1,P,102,10,2,78,1,,0,1,6,22600,1,,24,1,10003016904-48-48,,
H,1,1113670,104,3,10,18220,1,10003016904-49,10003016904,-7.5573487226129E1,3.94245025519627E1,P,300,10,2,82,1,,0,1,6,18220,1,,42,1,10003016904-49-49,,
H,1,837461,104,3,10,18100,1,10003016904-50,10003016904,-7.5572615791392E1,3.94253373809603E1,P,300,10,1,78,1,,0,1,6,18100,1,,10,1,10003016904-50-50,,
H,1,409159,104,3,10,15500,1,10003016904-51,10003016904,-7.5574173423982E1,3.94238151179282E1,P,300,10,2,89,1,,0,1,6,15500,1,,10,1,10003016904-51-51,,
H,1,798680,104,3,10,24000,1,10003016904-52,10003016904,-7.5576234674606E1,3.94261995839947E1,P,300,10,2,89,1,,0,1,6,24000,1,,24,1,10003016904-52-52,,
H,1,136553,104,3,10,24000,1,10003016904-53,10003016904,-7.55768220421015E1,3.9425426323136E1,P,103,10,2,86,1,,0,1,6,24000,1,,20,1,10003016904-53-53,,
H,1,1286504,104,3,10,32000,1,10003016904-54,10003016904,-7.55850973529066E1,3.94154020164471E1,P,104,10,1,32,1,,0,1,1,32000,1,310,10,1,10003016904-54-54,,816247266
H,1,954333,104,3,10,103160,1,10003016904-55,10003016904,-7.5583520903232E1,3.9412805417963E1,P,300,10,2,37,1,,0,1,1,103160,1,20,10,1,10003016904-55-55,,121452817
H,1,1343410,104,3,10,30000,1,10003016904-56,10003016904,-7.55975846082401E1,3.94078851535913E1,P,300,10,1,38,1,,0,1,1,30000,1,4220,10,1,10003016904-56-56,,463560987
H,1,431262,104,3,10,27800,1,10003016904-57,10003016904,-7.55930720195538E1,3.94099854640546E1,P,300,10,1,46,2,15,0,1,1,27800,1,7420,42,1,10003016904-57-57,,505021956
H,1,1412170,104,3,10,26000,1,10003016904-58,10003016904,-7.55981012796382E1,3.9415178748148E1,P,300,10,1,50,1,,0,1,1,26000,1,160,24,1,10003016904-58-58,,253692123
H,1,831722,104,3,10,32000,1,10003016904-59,10003016904,-7.55974035202304E1,3.9411334809866E1,P,102,10,1,46,1,,0,1,1,32000,1,2830,10,1,10003016904-59-59,,816299507
H,1,431262,104,3,10,27800,1,10003016904-60,10003016904,-7.55987426510972E1,3.9416767571253E1,P,300,10,1,46,2,15,0,1,1,27800,1,7420,42,1,10003016904-60-60,,476907092
H,1,1011082,104,3,10,32000,1,10003016904-61,10003016904,-7.5597392316795E1,3.94131921527846E1,P,300,10,1,53,1,,0,1,3,32000,1,310,42,1,10003016904-61-61,,
H,1,431262,104,3,10,27800,1,10003016904-62,10003016904,-7.5597867668311E1,3.94107076490083E1,P,300,10,1,46,2,15,0,1,1,27800,1,7420,42,1,10003016904-62-62,,200054260
H,1,126191,104,3,10,27100,1,10003016904-63,10003016904,-7.55982336845148E1,3.94166346452507E1,P,200,10,2,56,3,16,0,1,1,27100,1,3255,10,1,10003016904-63-63,,232350132
H,1,240603,104,3,10,32700,1,10003016904-64,10003016904,-7.55869364102888E1,3.94062005391583E1,P,200,10,2,57,1,,0,1,1,32700,1,2600,10,1,10003016904-64-64,,447436494
H,1,956692,104,3,10,25300,1,10003016904-65,10003016904,-7.55855061561007E1,3.9407005186547E1,P,300,10,1,64,1,,0,1,6,25300,1,,24,1,10003016904-65-65,,
H,1,1183699,104,3,10,30680,1,10003016904-66,10003016904,-7.55932622286506E1,3.94058763515988E1,P,102,10,1,61,1,,0,1,6,30680,1,,10,1,10003016904-66-66,,
H,1,1088960,104,3,10,29200,1,10003016904-67,10003016904,-7.55933089175048E1,3.94055540312455E1,P,101,10,2,64,1,,0,1,6,29200,1,5100,10,1,10003016904-67-67,,
H,1,1088960,104,3,10,29200,1,10003016904-68,10003016904,-7.55532602110397E1,3.94049000774104E1,P,101,10,2,64,1,,0,1,6,29200,1,5100,10,1,10003016904-68-68,,
H,1,270309,104,3,10,30800,1,10003016904-69,10003016904,-7.55480612493076E1,3.94040396416364E1,P,102,10,2,64,1,,0,1,1,30800,1,2145,10,1,10003016904-69-69,,248056905
H,1,270309,104,3,10,30800,1,10003016904-70,10003016904,-7.5554073046928E1,3.94053134202576E1,P,102,10,2,64,1,,0,1,1,30800,1,2145,10,1,10003016904-70-70,,1835552
H,1,1223215,104,3,10,30600,1,10003016904-71,10003016904,-7.5555137265645E1,3.94065799020833E1,P,103,10,1,60,1,,0,1,1,30600,1,5100,24,1,10003016904-71-71,,121446264
H,1,934665,104,3,10,31200,1,10003016904-72,10003016904,-7.5558301415776E1,3.94095028529983E1,P,200,10,2,62,1,,0,1,6,31200,1,,42,1,10003016904-72-72,,
H,1,566591,104,3,10,27800,1,10003016904-73,10003016904,-7.5569348536246E1,3.94131147474392E1,P,103,10,2,65,1,,0,1,6,27800,1,5700,24,1,10003016904-73-73,,
H,1,890389,104,3,10,34000,1,10003016904-74,10003016904,-7.55607624656303E1,3.9409903026126E1,P,102,10,1,67,1,,0,1,1,34000,1,4220,24,1,10003016904-74-74,,635155757
H,1,1287336,104,3,10,31500,1,10003016904-75,10003016904,-7.55655791376926E1,3.94108880317845E1,P,104,10,1,71,1,,0,1,1,31500,1,9130,34,1,10003016904-75-75,,9152927
H,1,1052007,104,3,10,33040,1,10003016904-76,10003016904,-7.55678804741045E1,3.94122340228915E1,P,102,10,2,74,1,,0,1,6,33040,1,,10,1,10003016904-76-76,,
H,1,504572,104,3,10,27100,1,10003016904-77,10003016904,-7.5559991022077E1,3.94102957286274E1,P,104,10,2,67,1,,0,1,6,27100,1,,10,1,10003016904-77-77,,
H,1,461992,104,3,10,29770,1,10003016904-78,10003016904,-7.55603226881787E1,3.94099386581403E1,P,300,10,2,67,1,,0,1,6,29770,1,,10,1,10003016904-78-78,,
H,1,200930,104,3,10,30560,2,10003016904-79,10003016904,-7.55782407054936E1,3.94132113188214E1,P,300,10,1,66,1,,0,1,6,21680,1,,24,1,10003016904-79-79,,
H,1,200930,104,3,10,30560,2,10003016904-79,10003016904,-7.55782407054936E1,3.94132113188214E1,P,300,10,2,67,1,,1,1,6,8880,1,,51,1,10003016904-79-80,,
H,1,34347,104,3,10,25100,1,10003016904-80,10003016904,-7.5580439664538E1,3.94124403935171E1,P,300,10,1,74,1,,0,1,6,25100,1,,54,1,10003016904-80-81,,
H,1,674166,104,3,10,29600,1,10003016904-81,10003016904,-7.5580168440317E1,3.94124488600627E1,P,101,10,1,84,1,,0,1,6,29600,1,,36,1,10003016904-81-82,,
H,1,104565,104,3,10,27000,1,10003016904-82,10003016904,-7.55807803900136E1,3.94121906050253E1,P,200,10,2,75,1,,0,1,6,27000,1,,10,1,10003016904-82-83,,
H,1,1386590,104,3,10,25100,1,10003016904-83,10003016904,-7.5591422795751E1,3.94091754269141E1,P,102,10,2,78,1,,0,1,6,25100,1,5240,42,1,10003016904-83-84,,
H,1,1017000,104,3,10,28200,1,10003016904-84,10003016904,-7.55893653014705E1,3.94063217627057E1,P,102,10,1,75,1,,0,1,6,28200,1,,10,1,10003016904-84-85,,
H,1,674166,104,3,10,29600,1,10003016904-85,10003016904,-7.55873667043515E1,3.9407948485958E1,P,101,10,1,84,1,,0,1,6,29600,1,,36,1,10003016904-85-86,,
H,1,1220473,104,3,10,30800,1,10003016904-86,10003016904,-7.55851331860232E1,3.94097474264147E1,P,101,10,2,76,1,,0,1,6,30800,1,5120,10,1,10003016904-86-87,,
H,1,42643,104,3,10,31500,1,10003016904-87,10003016904,-7.55882799840942E1,3.94066055718971E1,P,102,10,2,81,1,,0,1,6,31500,1,,42,1,10003016904-87-88,,
H,1,1020757,104,3,10,30820,1,10003016904-88,10003016904,-7.55965932519983E1,3.93790237156203E1,P,103,10,2,76,1,,0,1,6,30820,1,,10,1,10003016904-88-89,,
H,1,42643,104,3,10,31500,1,10003016904-89,10003016904,-7.55974437966162E1,3.93786931275501E1,P,102,10,2,81,1,,0,1,6,31500,1,,42,1,10003016904-89-90,,
H,1,1000383,104,3,10,25200,1,10003016904-90,10003016904,-7.55954364829202E1,3.93798532390041E1,P,102,10,2,79,1,,0,1,6,25200,2,,102,1,10003016904-90-91,,
H,1,725318,104,3,10,30300,1,10003016904-91,10003016904,-7.55908468002098E1,3.9382744338803E1,P,300,10,2,86,1,,0,1,6,30300,1,,34,1,10003016904-91-92,,
H,1,638988,104,3,10,27400,1,10003016904-92,10003016904,-7.55864392340806E1,3.93887059901642E1,P,102,10,2,93,1,,0,1,6,27400,1,,42,1,10003016904-92-93,,
H,1,660603,104,3,10,30800,1,10003016904-93,10003016904,-7.55865269016085E1,3.93934888657667E1,P,102,10,2,88,1,,0,1,6,30800,1,4800,10,1,10003016904-93-94,,
H,1,569907,104,3,10,40000,1,10003016904-94,10003016904,-7.55867944765277E1,3.93910811726942E1,P,101,10,2,31,1,,0,1,1,40000,1,2310,36,1,10003016904-94-95,,315001636
H,1,65130,104,3,10,40000,1,10003016904-95,10003016904,-7.55863438759512E1,3.93873802026413E1,P,200,10,1,32,1,,0,1,1,40000,1,950,51,1,10003016904-95-96,,510108582
H,1,974412,104,3,10,38000,1,10003016904-96,10003016904,-7.55922091245274E1,3.93818002124282E1,P,300,10,1,36,1,,0,1,1,38000,1,430,24,1,10003016904-96-97,,121465314
H,1,1417046,104,3,10,45000,1,10003016904-97,10003016904,-7.55867696386412E1,3.93949394689265E1,P,104,10,1,36,1,,0,1,1,45000,1,6355,42,1,10003016904-97-98,,121523955
H,1,131874,104,3,10,39000,1,10003016904-98,10003016904,-7.55854790239291E1,3.939739608044E1,P,102,10,1,42,1,,0,1,1,39000,1,7200,42,1,10003016904-98-99,,121510184
H,1,858542,104,3,10,48700,1,10003016904-99,10003016904,-7.56214776979827E1,3.93801154370882E1,P,102,10,1,48,1,,0,1,1,48700,1,1006,36,1,10003016904-99-100,,262136930
H,1,1474676,104,3,10,23000,1,10003016904-100,10003016904,-7.56191691071843E1,3.9380953395635E1,P,200,10,1,49,1,,0,1,1,23000,1,4720,10,1,10003016904-100-101,,9152927
H,1,1320273,104,3,10,35700,1,10003016904-101,10003016904,-7.56150008736123E1,3.93821754282793E1,P,102,10,1,53,1,,0,1,2,35700,1,7340,42,1,10003016904-101-102,,394616312
H,1,2212,104,3,10,45000,1,10003016904-102,10003016904,-7.56127626420446E1,3.93828555850375E1,P,102,10,2,51,1,,0,1,1,45000,1,4400,34,1,10003016904-102-103,,609858907
H,1,1365652,104,3,10,37800,1,10003016904-103,10003016904,-7.56166058899437E1,3.93817439017365E1,P,102,10,2,45,1,,0,1,1,37800,1,4610,39,1,10003016904-103-104,,400694200
H,1,417634,104,3,10,46200,1,10003016904-104,10003016904,-7.56037032353174E1,3.93836270715412E1,P,300,10,1,58,1,,0,1,1,46200,1,7330,42,1,10003016904-104-105,,400694200
H,1,353424,104,3,10,43000,1,10003016904-105,10003016904,-7.56017964156442E1,3.93823586608292E1,P,103,10,1,63,1,,0,1,1,43000,1,5240,37,1,10003016904-105-106,,481915700
H,1,353424,104,3,10,43000,1,10003016904-106,10003016904,-7.56011815816412E1,3.93820748968082E1,P,103,10,1,63,1,,0,1,1,43000,1,5240,37,1,10003016904-106-107,,9144759
H,1,406303,104,3,10,35000,1,10003016904-107,10003016904,-7.56009190275283E1,3.93815683564687E1,P,101,10,1,60,1,,0,1,6,35000,1,,10,1,10003016904-107-108,,
H,1,787269,104,3,10,44000,1,10003016904-108,10003016904,-7.56084459398173E1,3.93842976233021E1,P,101,10,2,61,1,,0,1,3,44000,1,4220,10,1,10003016904-108-109,,
H,1,317805,104,3,10,35400,1,10003016904-109,10003016904,-7.55997518422905E1,3.93814351061861E1,P,200,10,2,74,1,,0,1,6,35400,1,,36,1,10003016904-109-110,,
H,1,1269010,104,3,10,45200,1,10003016904-110,10003016904,-7.55987951114737E1,3.93758318991713E1,P,104,10,2,71,1,,0,1,6,45200,1,5700,10,1,10003016904-110-111,,
H,1,1039489,104,3,10,47000,1,10003016904-111,10003016904,-7.56359753074142E1,3.93827383394314E1,P,103,10,2,65,1,,0,1,1,47000,2,4760,117,1,10003016904-111-112,,638250803
H,1,795400,104,3,10,38000,1,10003016904-112,10003016904,-7.56358637058064E1,3.9378744915316E1,P,300,10,2,73,1,,0,1,3,38000,1,2540,11,1,10003016904-112-113,,
H,1,1340616,104,3,10,49400,1,10003016904-113,10003016904,-7.56370378323898E1,3.93794634312902E1,P,104,10,2,71,1,,0,1,6,49400,1,2540,51,1,10003016904-113-114,,
H,1,131871,104,3,10,35000,1,10003016904-114,10003016904,-7.56357720968755E1,3.93788697356333E1,P,102,10,2,80,1,,0,1,6,35000,1,,42,1,10003016904-114-115,,
H,1,917524,104,3,10,45000,1,10003016904-115,10003016904,-7.55717963992837E1,3.93893269350108E1,P,300,10,1,81,1,,0,1,6,45000,1,,10,1,10003016904-115-116,,
H,1,240714,104,3,10,40000,1,10003016904-116,10003016904,-7.55730251437796E1,3.93904166538946E1,P,102,10,2,76,1,,0,1,6,40000,1,3500,39,1,10003016904-116-117,,
H,1,763152,104,3,10,38800,1,10003016904-117,10003016904,-7.55775110485374E1,3.93939184964095E1,P,102,10,2,83,1,,0,1,6,38800,1,,42,1,10003016904-117-118,,
