RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude,RT,puma_id,ST,SEX,AGEP,SCH,SCHG,RELP,HISP,ESR,PINCP,NATIVITY,OCCP,POBP,RAC1P,SYNTHETIC_PID,school_id,workplace_id
H,1,1261217,200,3,10,1700,1,10001041900-1,10001041900,-7.56885487639872E1,3.91024965202402E1,P,103,10,1,19,2,15,0,1,1,1700,1,4140,10,1,10001041900-1-1,,423028992
H,1,666613,200,3,10,9200,1,10001041900-2,10001041900,-7.56884566743526E1,3.91027855206527E1,P,103,10,2,21,2,15,0,1,1,9200,1,2540,6,1,10001041900-2-2,,263447807
H,1,742382,200,3,10,2800,1,10001041900-3,10001041900,-7.56869177990305E1,3.9103046207751E1,P,200,10,2,34,1,,0,1,3,2800,1,2310,34,1,10001041900-3-3,,
H,1,742382,200,3,10,2800,1,10001041900-4,10001041900,-7.56875901112226E1,3.91029542141233E1,P,200,10,2,34,1,,0,1,3,2800,1,2310,34,1,10001041900-4-4,,
H,1,532589,200,3,10,7000,1,10001041900-5,10001041900,-7.56866760964261E1,3.9103234329248E1,P,103,10,1,43,1,,0,1,3,7000,1,8965,12,1,10001041900-5-5,,
H,1,1030381,200,3,10,4000,1,10001041900-6,10001041900,-7.5685171276896E1,3.91038723396388E1,P,101,10,1,40,1,,0,1,3,4000,1,9620,42,1,10001041900-6-6,,
H,1,532589,200,3,10,7000,1,10001041900-7,10001041900,-7.5683623868456E1,3.91045193252644E1,P,103,10,1,43,1,,0,1,3,7000,1,8965,12,1,10001041900-7-7,,
H,1,1345290,200,3,10,1000,1,10001041900-8,10001041900,-7.56839813606917E1,3.91041983561942E1,P,200,10,1,54,1,,0,1,6,1000,1,9300,44,1,10001041900-8-8,,
H,1,991090,200,3,10,10,1,10001041900-9,10001041900,-7.56825505557135E1,3.91044775162515E1,P,101,10,2,47,1,,0,1,3,10,1,9920,10,1,10001041900-9-9,,
H,1,1345290,200,3,10,1000,1,10001041900-10,10001041900,-7.56819558037218E1,3.91050614509932E1,P,200,10,1,54,1,,0,1,6,1000,1,9300,44,1,10001041900-10-10,,
