RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude,RT,puma_id,ST,SEX,AGEP,SCH,SCHG,RELP,HISP,ESR,PINCP,NATIVITY,OCCP,POBP,RAC1P,SYNTHETIC_PID,school_id,workplace_id
H,1,571296,200,3,10,3500,1,10001042202-1,10001042202,-7.55291534752866E1,3.90107839636402E1,P,200,10,2,23,1,,0,1,1,3500,1,2060,24,1,10001042202-1-1,,121562003
H,1,532589,200,3,10,7000,1,10001042202-2,10001042202,-7.55296060236801E1,3.90104646649994E1,P,103,10,1,43,1,,0,1,3,7000,1,8965,12,1,10001042202-2-2,,
H,1,85330,200,3,10,860,1,10001042202-3,10001042202,-7.55295109900111E1,3.90109652189325E1,P,101,10,2,52,1,,0,1,6,860,1,5620,10,1,10001042202-3-3,,
H,1,955668,200,3,10,190,1,10001042202-4,10001042202,-7.55486089480687E1,3.90344850485378E1,P,300,10,1,48,1,,0,1,1,190,1,4250,10,1,10001042202-4-4,,515022390
H,1,85330,200,3,10,860,1,10001042202-5,10001042202,-7.54632565733833E1,3.90145265697904E1,P,101,10,2,52,1,,0,1,6,860,1,5620,10,1,10001042202-5-5,,
H,1,259012,200,3,10,3000,1,10001042202-6,10001042202,-7.54622504641336E1,3.90150538439141E1,P,200,10,1,55,1,,0,1,1,3000,1,6260,10,1,10001042202-6-6,,541632022
H,1,1255345,200,3,10,1500,1,10001042202-7,10001042202,-7.54615931968683E1,3.90156150810313E1,P,103,10,1,64,1,,0,1,6,1500,1,,42,1,10001042202-7-7,,
H,1,523721,200,3,10,7300,1,10001042202-8,10001042202,-7.54620117730457E1,3.9015827361682E1,P,101,10,2,64,1,,0,3,6,7300,1,,72,1,10001042202-8-8,,
H,1,376529,200,3,10,6700,1,10001042202-9,10001042202,-7.5461912044775E1,3.90167784699314E1,P,101,10,2,64,1,,0,1,6,6700,1,710,51,1,10001042202-9-9,,
H,1,14842,200,3,10,4500,1,10001042202-10,10001042202,-7.54617069706875E1,3.90169484289683E1,P,300,10,1,67,1,,0,1,6,4500,1,9620,42,1,10001042202-10-10,,
H,1,784926,200,3,10,7000,1,10001042202-11,10001042202,-7.55301026972757E1,3.90114970443767E1,P,300,10,1,69,1,,0,1,1,7000,1,4700,24,1,10001042202-11-11,,572021640
H,1,384082,200,3,10,480,1,10001042202-12,10001042202,-7.55313982253452E1,3.90119806631796E1,P,104,10,2,65,1,,0,1,6,480,1,,10,1,10001042202-12-12,,
H,1,358828,200,3,10,8400,1,10001042202-13,10001042202,-7.55319599183924E1,3.9012484005409E1,P,200,10,1,82,1,,0,1,6,8400,1,,36,1,10001042202-13-13,,
H,1,652298,200,3,10,7500,1,10001042202-14,10001042202,-7.55314779866127E1,3.90123163123137E1,P,300,10,2,84,1,,0,1,6,7500,1,,11,1,10001042202-14-14,,
H,1,358828,200,3,10,8400,1,10001042202-15,10001042202,-7.55316433398592E1,3.90125335319673E1,P,200,10,1,82,1,,0,1,6,8400,1,,36,1,10001042202-15-15,,
H,1,465928,200,3,10,7300,1,10001042202-16,10001042202,-7.55306046896447E1,3.90118321421471E1,P,300,10,1,76,1,,0,13,6,7300,1,,36,1,10001042202-16-16,,
H,1,757698,200,3,10,7700,1,10001042202-17,10001042202,-7.55309700955606E1,3.90116689740498E1,P,102,10,2,76,1,,0,1,6,7700,1,,39,1,10001042202-17-17,,
H,1,153960,200,3,10,9800,1,10001042202-18,10001042202,-7.553262053836E1,3.90135880714195E1,P,102,10,2,86,1,,0,1,6,9800,1,,17,1,10001042202-18-18,,
