RT,TYPE,SERIALNO,puma_id,REGION,ST,HINCP,NP,SYNTHETIC_HID,place_id,longitude,latitude
H,1,724559,200,3,10,8000,1,10001043400-1,10001043400,-7.54864394666695E1,3.89045093641076E1
H,1,724559,200,3,10,8000,1,10001043400-2,10001043400,-7.54871178297214E1,3.89049121247823E1
H,1,524185,200,3,10,5000,1,10001043400-3,10001043400,-7.54725833768228E1,3.89104656541703E1
H,1,666613,200,3,10,9200,1,10001043400-4,10001043400,-7.54733771435887E1,3.89095817248693E1
H,1,769575,200,3,10,0,1,10001043400-5,10001043400,-7.54739258152528E1,3.89093945144973E1
H,1,742382,200,3,10,2800,1,10001043400-6,10001043400,-7.54758260732095E1,3.89087657059926E1
H,1,1030381,200,3,10,4000,1,10001043400-7,10001043400,-7.54748988693846E1,3.89090051833103E1
H,1,85330,200,3,10,860,1,10001043400-8,10001043400,-7.5477450620375E1,3.89080409438056E1
H,1,791265,200,3,10,0,1,10001043400-9,10001043400,-7.5476968565514E1,3.89077762898151E1
H,1,85330,200,3,10,860,1,10001043400-10,10001043400,-7.5479696745624E1,3.89060237347954E1
H,1,1332975,200,3,10,490,1,10001043400-11,10001043400,-7.54820751574791E1,3.89055724058721E1
H,1,791265,200,3,10,0,1,10001043400-12,10001043400,-7.54803109975458E1,3.89062358042266E1
H,1,991090,200,3,10,10,1,10001043400-13,10001043400,-7.54824534754855E1,3.89056736085922E1
H,1,1345290,200,3,10,1000,1,10001043400-14,10001043400,-7.54842067290736E1,3.89053028600898E1
H,1,101510,200,3,10,1900,1,10001043400-15,10001043400,-7.54836576466124E1,3.89051687443074E1
H,1,1293114,200,3,10,2400,1,10001043400-16,10001043400,-7.54880075665674E1,3.89048875516586E1
H,1,1293114,200,3,10,2400,1,10001043400-17,10001043400,-7.54900132961755E1,3.89072652042225E1
H,1,1095942,200,3,10,800,1,10001043400-18,10001043400,-7.5490029180842E1,3.89094061974798E1
H,1,1095942,200,3,10,800,1,10001043400-19,10001043400,-7.54440090833487E1,3.8916031869269E1
H,1,523721,200,3,10,7300,1,10001043400-20,10001043400,-7.54513888170324E1,3.89165090975077E1
H,1,142764,200,3,10,9700,1,10001043400-21,10001043400,-7.54518451736001E1,3.89164174402808E1
H,1,718931,200,3,10,10,1,10001043400-22,10001043400,-7.5453434536204E1,3.89160039329586E1
H,1,376529,200,3,10,6700,1,10001043400-23,10001043400,-7.5454196161996E1,3.89156806465237E1
H,1,718931,200,3,10,10,1,10001043400-24,10001043400,-7.54539886495516E1,3.89157959776126E1
H,1,1165564,200,3,10,1900,1,10001043400-25,10001043400,-7.54555081731615E1,3.89156902168523E1
H,1,790185,200,3,10,9000,1,10001043400-26,10001043400,-7.5456564060195E1,3.89149783343734E1
H,1,744959,200,3,10,8000,1,10001043400-27,10001043400,-7.54577619003316E1,3.8914871100862E1
H,1,1487690,200,3,10,130,1,10001043400-28,10001043400,-7.54564848415587E1,3.8915204976179E1
H,1,1374117,200,3,10,7600,1,10001043400-29,10001043400,-7.5459112595567E1,3.89143511527975E1
H,1,14842,200,3,10,4500,1,10001043400-30,10001043400,-7.54593395460191E1,3.89140540318437E1
H,1,1406099,200,3,10,6200,1,10001043400-31,10001043400,-7.54608146893926E1,3.8913557735684E1
H,1,784926,200,3,10,7000,1,10001043400-32,10001043400,-7.54612976326793E1,3.89127247915146E1
H,1,1165564,200,3,10,1900,1,10001043400-33,10001043400,-7.5462277653751E1,3.89123225360301E1
H,1,784926,200,3,10,7000,1,10001043400-34,10001043400,-7.54678608078127E1,3.89118644322914E1
H,1,1138253,200,3,10,2800,1,10001043400-35,10001043400,-7.54691999400748E1,3.89117926623554E1
H,1,1020419,200,3,10,8000,1,10001043400-36,10001043400,-7.54694778043033E1,3.89112663114545E1
H,1,744959,200,3,10,8000,1,10001043400-37,10001043400,-7.54706840835572E1,3.89107598747817E1
H,1,1321421,200,3,10,5800,1,10001043400-38,10001043400,-7.54622274512064E1,3.89111483498278E1
H,1,1138253,200,3,10,2800,1,10001043400-39,10001043400,-7.54630018927997E1,3.8911818599088E1
H,1,784926,200,3,10,7000,1,10001043400-40,10001043400,-7.5460738596023E1,3.89116901479372E1
H,1,51899,200,3,10,2200,1,10001043400-41,10001043400,-7.5462106628812E1,3.8912307255906E1
H,1,1038645,200,3,10,9580,1,10001043400-42,10001043400,-7.54607238641403E1,3.89122854806983E1
H,1,702107,200,3,10,7200,1,10001043400-43,10001043400,-7.54592975588625E1,3.89117238130307E1
H,1,358828,200,3,10,8400,1,10001043400-44,10001043400,-7.54611531459052E1,3.89115624589692E1
H,1,568975,200,3,10,7200,1,10001043400-45,10001043400,-7.54693895416575E1,3.89117307491555E1
H,1,1046594,200,3,10,0,1,10001043400-46,10001043400,-7.54693982290483E1,3.89122096304345E1
H,1,1140536,200,3,10,4200,1,10001043400-47,10001043400,-7.54448597690266E1,3.89174090457534E1
H,1,1041974,200,3,10,6700,1,10001043400-48,10001043400,-7.54700638894253E1,3.89143416895157E1
H,1,8806,200,3,10,8400,1,10001043400-49,10001043400,-7.5469761010818E1,3.89134034707802E1
H,1,757698,200,3,10,7700,1,10001043400-50,10001043400,-7.5469402988713E1,3.89132936284643E1
H,1,603628,200,3,10,5000,1,10001043400-51,10001043400,-7.54691846738383E1,3.8912945339129E1
H,1,834583,200,3,10,0,1,10001043400-52,10001043400,-7.54675164876012E1,3.8912935239837E1
H,1,153960,200,3,10,9800,1,10001043400-53,10001043400,-7.54663454228776E1,3.89131249444366E1
H,1,476958,200,3,10,0,1,10001043400-54,10001043400,-7.54702221613372E1,3.89145469279854E1
H,1,834583,200,3,10,0,1,10001043400-55,10001043400,-7.54696787263037E1,3.8914716561682E1
H,1,476958,200,3,10,0,1,10001043400-56,10001043400,-7.54696815816725E1,3.89144343723653E1
H,1,102644,200,3,10,0,1,10001043400-57,10001043400,-7.54691763318465E1,3.89145341546802E1
H,1,842751,200,3,10,8000,1,10001043400-58,10001043400,-7.54678068121057E1,3.89142663161655E1
H,1,981965,200,3,10,0,1,10001043400-59,10001043400,-7.54693800472593E1,3.89144275752156E1
H,1,458372,200,3,10,0,1,10001043400-60,10001043400,-7.54525632348278E1,3.89155454297251E1
H,1,694540,200,3,10,9100,1,10001043400-61,10001043400,-7.54517693890368E1,3.8914282342097E1
H,1,1066127,200,3,10,0,1,10001043400-62,10001043400,-7.5452753720569E1,3.89158232786272E1
H,1,547054,200,3,10,8000,1,10001043400-63,10001043400,-7.54515568583402E1,3.8913967412255E1
H,1,1116768,200,3,10,9500,1,10001043400-64,10001043400,-7.54889848086203E1,3.89157237997561E1
H,1,1189745,200,3,10,2400,1,10001043400-65,10001043400,-7.54906893054051E1,3.89160182030605E1
H,1,468536,200,3,10,7870,1,10001043400-66,10001043400,-7.54887761396187E1,3.8916057532365E1
H,1,826220,200,3,10,4000,1,10001043400-67,10001043400,-7.54892861950976E1,3.89159593300065E1
H,1,172233,200,3,10,6800,1,10001043400-68,10001043400,-7.54869685044847E1,3.89162194252123E1
H,1,820110,200,3,10,9900,1,10001043400-69,10001043400,-7.54880786866278E1,3.8915946522449E1
H,1,1040847,200,3,10,0,1,10001043400-70,10001043400,-7.54849803664912E1,3.8916010003245E1
H,1,820110,200,3,10,9900,1,10001043400-71,10001043400,-7.54848921405242E1,3.89162275140694E1
H,1,931890,200,3,10,0,1,10001043400-72,10001043400,-7.5482332786614E1,3.89162989093997E1
H,1,820110,200,3,10,9900,1,10001043400-73,10001043400,-7.5483017968796E1,3.891627683451E1
H,1,820110,200,3,10,9900,1,10001043400-74,10001043400,-7.54815784646993E1,3.89161721038856E1
H,1,543859,200,3,10,2100,1,10001043400-75,10001043400,-7.54796812616495E1,3.89163914701741E1
H,1,1475287,200,3,10,6900,1,10001043400-76,10001043400,-7.54759967699595E1,3.89159201902632E1
H,1,1475287,200,3,10,6900,1,10001043400-77,10001043400,-7.54753649143036E1,3.8915311058707E1
H,1,32740,200,3,10,9800,1,10001043400-78,10001043400,-7.54465764770271E1,3.89154326480601E1
H,1,32740,200,3,10,9800,1,10001043400-79,10001043400,-7.5446098762083E1,3.89153792902604E1
H,1,1429758,200,3,10,8000,1,10001043400-80,10001043400,-7.54467512580641E1,3.8914303631533E1
H,1,148696,200,3,10,9000,1,10001043400-81,10001043400,-7.54488959497117E1,3.89142539527392E1
H,1,1211701,200,3,10,7500,1,10001043400-82,10001043400,-7.54486978570278E1,3.89138178212751E1
H,1,735539,200,3,10,4200,1,10001043400-83,10001043400,-7.54501661424032E1,3.89146936710534E1
H,1,1462786,200,3,10,8900,1,10001043400-84,10001043400,-7.54492293188903E1,3.8915691559666E1
H,1,1487068,200,3,10,7400,1,10001043400-85,10001043400,-7.54915344355533E1,3.8913940144268E1
H,1,385955,200,3,10,10600,1,10001043400-86,10001043400,-7.54909780564358E1,3.8910364464897E1
H,1,726392,200,3,10,13050,1,10001043400-87,10001043400,-7.54912380201886E1,3.89117754052002E1
H,1,726392,200,3,10,13050,1,10001043400-88,10001043400,-7.54906067525083E1,3.8910909658433E1
H,1,870296,200,3,10,13500,1,10001043400-89,10001043400,-7.54913057404954E1,3.891220447978E1
H,1,633903,200,3,10,10800,1,10001043400-90,10001043400,-7.54918665736916E1,3.89148761845517E1
H,1,228627,200,3,10,12000,1,10001043400-91,10001043400,-7.54920822223394E1,3.89149116100914E1
H,1,1406338,200,3,10,13200,1,10001043400-92,10001043400,-7.54921731399894E1,3.89157947093664E1
H,1,163004,200,3,10,11400,1,10001043400-93,10001043400,-7.54922190583033E1,3.89166203864186E1
H,1,316859,200,3,10,14900,1,10001043400-94,10001043400,-7.54496644725347E1,3.8914874129759E1
H,1,316859,200,3,10,14900,1,10001043400-95,10001043400,-7.54486495910351E1,3.89148107264743E1
H,1,1399987,200,3,10,12100,1,10001043400-96,10001043400,-7.54485288890408E1,3.89149669747605E1
H,1,1399987,200,3,10,12100,1,10001043400-97,10001043400,-7.54484494422575E1,3.89155839073627E1
